   DATE         TIME     LAT.   LONG.  DEPTH    MAGNITUDE            
                   (GMT)    (N)    (E)    (km)       (Local)
 2017 APR  5   13 51 02.0 34.6775 23.2952   18         2.8
 2017 APR  5   14 43 47.1 39.5760 26.1593   11         1.4
 2017 APR  5   14 44 53.2 38.8332 23.4302   15         1.5
 2017 APR  5   15 19 21.9 38.2205 22.9332   14         1.5
 2017 APR  5   15 29 13.4 37.8623 22.8855   19         1.5
 2017 APR  5   15 43 29.0 38.3172 21.7722   14         4.5
 2017 APR  5   15 56 33.8 38.3228 21.7583   15         1.3
 2017 APR  5   16 28 51.2 37.6458 20.7800   19         2.6
 2017 APR  5   16 59 53.5 38.3262 21.7757    8         2.4
 2017 APR  5   17 10 13.0 38.0833 20.4152   14         2.0
 2017 APR  5   17 28 30.4 38.3195 22.3540   11         1.0
 2017 APR  5   18 29 29.1 38.3948 21.9430    7         1.2
 2017 APR  5   18 51 08.9 38.3893 20.4742   10         1.3
 2017 APR  5   19 06 01.1 38.3931 21.9868   10         1.2
 2017 APR  5   19 45 48.5 38.6358 22.8620    9         1.6
 2017 APR  5   20 45 45.6 38.3257 21.7607    6         2.6
 2017 APR  5   20 57 49.1 38.0930 20.3848   15         1.6
 2017 APR  5   20 59 12.1 36.2262 23.3075   14         2.2
 2017 APR  5   21 06 30.0 39.4250 26.3840    8         1.7
 2017 APR  5   21 51 20.4 37.0490 20.9185    6         3.8
 2017 APR  5   22 08 13.1 38.6527 27.6383   21         3.7
 2017 APR  5   23 14 06.9 38.4705 20.5515    4         1.8
 2017 APR  5   23 31 16.4 38.5553 21.9033   18         0.9
 2017 APR  5   23 35 17.3 39.7328 20.3813    4         2.2
 2017 APR  5   23 40 43.5 38.8743 23.2707    8         1.3
 2017 APR  6   00 05 44.3 39.5088 26.1310   11         1.1
 2017 APR  6   00 34 08.6 39.5490 26.0893   10         1.9
 2017 APR  6   00 47 39.7 37.6408 21.4658   24         2.0
 2017 APR  6   00 51 49.7 37.6497 21.4622   23         2.0
 2017 APR  6   00 57 59.6 39.5353 26.2147   11         1.7
 2017 APR  6   01 12 55.3 37.6357 21.4730   21         1.8
 2017 APR  6   01 32 56.5 39.5810 26.1038   10         2.1
 2017 APR  6   02 45 58.9 37.4585 20.4330    3         2.1
 2017 APR  6   03 04 40.5 38.3205 21.7740   13         1.2
 2017 APR  6   03 06 17.3 38.6508 23.3585   17         0.6
 2017 APR  6   03 06 47.3 38.3363 21.8185    9         1.3
 2017 APR  6   04 19 32.9 34.6808 25.8865   23         3.1
 2017 APR  6   05 45 42.3 38.4007 20.3965   12         1.7
 2017 APR  6   06 19 20.0 38.3857 20.4630   12         1.4
 2017 APR  6   06 22 26.4 35.1125 23.0618    9         2.7
 2017 APR  6   07 11 46.4 37.3952 20.4413   10         1.7
 2017 APR  6   07 14 25.0 38.6172 23.7782   18         1.7
 2017 APR  6   07 19 50.8 38.0782 22.8352   14         1.4
 2017 APR  6   07 20 37.0 38.0868 22.8167   11         1.6
 2017 APR  6   07 32 41.1 38.0393 22.8545   19         1.8
 2017 APR  6   07 53 56.3 40.7570 20.7405   10         2.2
 2017 APR  6   08 06 00.4 38.4608 23.4757    6         2.1
 2017 APR  6   08 24 35.0 38.8015 20.7065   13         2.3
 2017 APR  6   09 04 52.1 38.3897 20.4437   15         2.0
 2017 APR  6   12 54 14.9 38.6370 27.7823   59         3.1
 2017 APR  6   13 21 55.3 38.3263 21.7742   15         1.3
 2017 APR  6   13 22 43.2 38.4018 25.3778   16         1.8
 2017 APR  6   14 00 56.2 38.6853 23.5260    8         2.2
 2017 APR  6   16 02 39.0 39.5175 23.4727   11         2.0
 2017 APR  6   16 21 02.5 38.5087 20.5520    8         1.3
 2017 APR  6   16 29 02.9 39.5717 23.1870   11         1.6
 2017 APR  6   17 36 31.2 38.3232 21.7655   12         1.4
 2017 APR  6   18 09 49.1 35.7142 25.6092   12         2.8
 2017 APR  6   18 13 44.5 39.5853 26.1853    9         1.6
 2017 APR  6   18 59 49.7 38.3948 21.9135    8         1.8
 2017 APR  6   19 59 49.8 39.2567 23.1158   14         1.2
 2017 APR  6   20 12 42.3 38.3828 20.4773   12         3.7
 2017 APR  6   20 29 24.2 38.3897 20.4655   12         1.9
 2017 APR  6   20 37 58.9 38.3862 20.5010   10         2.4
 2017 APR  6   20 57 34.3 38.6627 23.3857    9         1.1
 2017 APR  6   21 18 03.4 38.3825 20.5052    9         2.8
 2017 APR  6   21 32 08.2 38.3910 20.4435   10         2.2
 2017 APR  6   21 45 49.2 38.2182 23.3098   10         0.5
 2017 APR  6   21 46 08.4 38.3853 20.4160   12         1.6
 2017 APR  6   22 08 09.1 39.5388 26.0882   21         2.8
 2017 APR  6   22 17 19.6 38.3825 20.4887    6         2.0
 2017 APR  6   22 28 08.8 38.3967 20.4340   12         1.4
 2017 APR  6   22 49 08.5 38.3825 20.5240    9         3.3
 2017 APR  6   23 52 21.7 38.3890 20.4240   10         2.0
 2017 APR  6   23 56 07.4 38.3847 20.4368    8         2.1
 2017 APR  7   00 05 02.8 38.3935 20.3960    9         1.8
 2017 APR  7   00 22 35.4 38.3908 20.4543   10         1.9
 2017 APR  7   00 50 08.1 39.9468 23.3753    7         1.8
 2017 APR  7   01 24 26.3 37.3315 22.1427   16         1.3
 2017 APR  7   01 40 03.6 38.3875 20.4485   15         1.2
 2017 APR  7   01 54 26.5 38.3867 20.4948   12         1.4
 2017 APR  7   02 19 27.7 37.3612 20.8475    6         2.4
 2017 APR  7   02 22 21.6 39.5390 26.1782   12         3.3
 2017 APR  7   02 34 48.9 36.5853 26.8012    7         2.3
 2017 APR  7   03 31 42.0 38.7080 20.6955   13         1.8
 2017 APR  7   03 36 04.2 37.4567 20.4563    9         2.1
 2017 APR  7   03 57 10.2 38.3922 20.4288   12         1.4
 2017 APR  7   04 16 32.1 40.7907 28.2437   10         2.6
 2017 APR  7   04 27 47.5 38.3893 20.4520   12         1.5
 2017 APR  7   04 32 32.4 39.5295 26.1613   10         2.1
 2017 APR  7   04 36 23.7 39.3325 21.8193   31         1.6
 2017 APR  7   04 37 49.5 38.3312 21.7633   18         1.2
 2017 APR  7   04 38 15.6 38.3955 20.4517   13         1.3
 2017 APR  7   04 43 58.2 39.9473 23.6792   10         4.2
 2017 APR  7   04 49 33.4 39.9675 23.6643   12         2.4
 2017 APR  7   04 52 30.0 39.9753 23.6382   11         2.5
 2017 APR  7   05 14 20.0 38.3968 20.4185   12         1.1
 2017 APR  7   05 54 49.2 38.3833 20.4782   10         1.3
 2017 APR  7   05 58 11.8 38.3935 20.4347    9         1.4
 2017 APR  7   06 45 59.0 38.3862 20.3380   11         1.2
 2017 APR  7   07 21 15.9 40.6923 26.4898   13         2.9
 2017 APR  7   07 44 19.5 38.3885 20.4693   11         1.5
 2017 APR  7   08 14 52.4 38.4027 20.4488   16         1.4
 2017 APR  7   08 34 01.3 37.9662 23.5365   12         1.5
 2017 APR  7   10 11 07.7 41.0885 21.9858   11         2.1
 2017 APR  7   10 21 47.4 38.3297 21.8223   20         2.1
 2017 APR  7   10 40 52.6 37.4918 20.5408   15         1.9
 2017 APR  7   11 51 58.7 37.6152 26.9275   10         3.8
 2017 APR  7   12 18 52.6 37.6700 26.9365    9         3.1
 2017 APR  7   13 23 37.3 35.3867 23.5768   13         3.8
 2017 APR  7   13 32 59.5 35.4010 23.5558   10         2.4
 2017 APR  7   13 41 19.4 38.3905 20.4528   13         1.3
 2017 APR  7   13 46 51.2 38.3313 21.7790   13         1.6
 2017 APR  7   14 46 49.2 39.5688 26.0897    8         2.6
 2017 APR  7   15 13 48.7 34.8298 25.0155   23         2.4
 2017 APR  7   15 18 20.3 38.0418 22.2097   19         1.0
 2017 APR  7   15 18 39.3 38.3733 20.4955    8         1.5
 2017 APR  7   15 19 51.3 39.9823 23.6723   11         2.2
 2017 APR  7   15 46 12.3 38.4020 20.4103   12         1.6
 2017 APR  7   15 50 29.6 38.4653 23.4553    6         3.8
 2017 APR  7   16 10 43.0 38.3200 21.7758   14         1.4
 2017 APR  7   16 12 14.4 38.4640 23.4858   14         1.5
 2017 APR  7   16 39 05.0 38.4662 23.4610   10         1.7
 2017 APR  7   16 39 24.4 38.4487 23.4562   10         2.2
 2017 APR  7   16 43 20.8 34.7192 25.0465    5         2.8
 2017 APR  7   16 46 07.9 38.4718 23.4548    7         1.9
 2017 APR  7   16 55 48.9 39.5725 26.2522    8         1.5
 2017 APR  7   17 07 06.8 38.3967 20.4403   10         1.7
 2017 APR  7   17 12 56.1 38.4537 23.4468   15         1.8
 2017 APR  7   17 26 48.5 38.4598 23.4428    9         1.6
 2017 APR  7   17 40 03.3 38.4617 23.4698   10         1.5
 2017 APR  7   17 45 28.4 38.4523 23.4513   20         1.7
 2017 APR  7   18 01 38.1 39.4803 26.1580   18         1.8
 2017 APR  7   18 32 00.2 37.6898 20.9352   14         2.0
 2017 APR  7   18 39 47.7 39.2417 23.6945    9         1.8
 2017 APR  7   18 42 00.2 39.7855 20.7062   11         2.7
 2017 APR  7   19 29 05.6 38.4675 20.5758    6         2.2
 2017 APR  7   19 30 42.6 38.4523 23.4557   17         2.4
 2017 APR  7   19 32 56.7 38.4612 23.4413   13         1.7
 2017 APR  7   19 40 51.2 39.7918 20.7003    7         1.9
 2017 APR  7   19 45 20.9 38.4505 23.4863    9         1.7
 2017 APR  7   19 53 45.6 38.4565 23.4325   18         1.4
 2017 APR  7   20 04 40.2 38.6270 21.7447   17         1.8
 2017 APR  7   20 08 52.4 37.9587 22.3098   67         1.9
 2017 APR  7   20 20 20.1 38.4663 23.4910    8         1.9
 2017 APR  7   20 25 05.9 38.4457 23.4702   14         1.4
 2017 APR  7   20 39 36.2 38.1167 21.7778   26         1.1
 2017 APR  7   20 39 41.8 38.4017 20.4172   11         1.1
 2017 APR  7   20 41 13.5 38.1227 21.7862   21         1.8
 2017 APR  7   21 02 33.6 38.9153 19.7482   15         1.9
 2017 APR  7   21 18 43.4 38.4575 23.4660    9         1.4
 2017 APR  7   21 38 35.4 38.4725 23.4653    8         1.7
 2017 APR  7   21 42 08.1 39.5380 26.0857   17         2.5
 2017 APR  7   21 46 26.2 38.4815 23.4830   10         1.4
 2017 APR  7   21 48 12.7 38.4012 20.4155   13         1.3
 2017 APR  7   21 52 34.6 35.3808 23.5608   11         2.6
 2017 APR  7   21 57 28.2 35.3920 23.5443   10         1.9
 2017 APR  7   21 57 52.3 38.0227 21.9093   14         1.0
 2017 APR  7   21 59 31.0 35.3822 23.5605   11         2.2
 2017 APR  7   22 10 28.1 39.5135 26.2273    8         1.2
 2017 APR  7   22 10 33.3 35.3862 23.5420   11         2.0
 2017 APR  7   22 12 00.5 35.3888 23.5562   12         2.0
 2017 APR  7   22 17 52.1 38.4385 25.8258   10         1.6
 2017 APR  7   22 20 29.3 38.3927 20.4313   10         1.4
 2017 APR  7   22 54 05.8 38.4643 23.4592    8         1.5
 2017 APR  7   23 28 57.8 39.0003 23.2760   12         1.3
 2017 APR  7   23 37 35.5 35.3813 23.5593   11         2.2
 2017 APR  7   23 49 04.0 38.4540 23.4745    9         1.3
 2017 APR  8   00 26 09.4 38.4695 23.4932    5         1.3
 2017 APR  8   00 57 41.7 37.4548 20.5588    5         1.5
 2017 APR  8   01 24 27.2 33.9967 26.6135   10         3.0
 2017 APR  8   02 08 22.7 39.3997 20.9577    5         1.4
 2017 APR  8   02 25 09.3 36.6717 26.4073   11         3.3
 2017 APR  8   03 01 02.2 38.4667 23.4457    7         1.8
 2017 APR  8   03 14 54.4 40.7825 21.1788    4         2.5
 2017 APR  8   03 27 10.8 38.4747 23.4502    5         1.9
 2017 APR  8   03 34 25.7 38.3950 20.4218   10         1.8
 2017 APR  8   03 50 28.4 38.9250 21.7160   13         1.7
 2017 APR  8   03 58 22.0 35.3308 23.4387   10         1.7
 2017 APR  8   03 58 23.3 38.4563 23.4775   13         1.4
 2017 APR  8   04 01 09.0 38.4618 20.5752    5         1.9
 2017 APR  8   04 10 01.6 37.2032 21.3397   12         1.8
 2017 APR  8   04 44 48.4 38.4683 23.4333   17         1.3
 2017 APR  8   06 23 06.9 39.7892 20.7045    9         2.1
 2017 APR  8   07 39 50.9 39.3293 23.5945   11         1.8
 2017 APR  8   07 49 52.4 38.4515 23.4322   24         1.7
 2017 APR  8   09 00 44.5 37.2958 20.7933    8         1.9
 2017 APR  8   09 14 42.0 37.7428 20.4318    8         2.1
 2017 APR  8   09 50 49.2 38.7852 25.6368   16         2.2
 2017 APR  8   10 55 50.4 38.4755 23.4398   17         1.9
 2017 APR  8   11 08 41.3 39.7120 25.5507    9         1.6
 2017 APR  8   11 35 00.8 36.5705 22.9017   17         2.4
 2017 APR  8   12 26 12.6 35.3985 23.5755    3         3.6
 2017 APR  8   12 38 31.0 36.7423 22.8537   12         2.2
 2017 APR  8   13 21 46.7 37.8432 22.8662   20         1.5
 2017 APR  8   13 30 01.2 38.3833 20.4828   12         2.4
 2017 APR  8   13 31 42.6 36.7570 22.8593   10         2.1
 2017 APR  8   14 37 39.9 39.4050 23.9618   12         4.0
 2017 APR  8   14 43 02.1 39.3907 23.9693   13         2.6
 2017 APR  8   15 22 15.9 34.7462 23.8577   23         2.4
 2017 APR  8   15 43 48.9 38.3700 23.4082   17         1.6
 2017 APR  8   15 50 16.7 38.2050 20.5378   15         2.1
 2017 APR  8   15 56 31.6 38.4803 23.4365   12         1.7
 2017 APR  8   16 07 17.0 37.7897 22.8823   11         1.6
 2017 APR  8   17 15 03.3 38.3905 20.4613   11         2.5
 2017 APR  8   17 15 17.6 39.0975 21.7438   25         2.7
 2017 APR  8   17 30 46.7 38.4533 23.4423   17         1.3
 2017 APR  8   18 11 06.9 38.4292 23.4798   20         1.5
 2017 APR  8   18 11 07.0 38.4592 23.4830   18         1.5
 2017 APR  8   18 21 50.8 38.5248 20.5777   11         1.2
 2017 APR  8   18 27 47.9 38.4788 23.4633   14         1.8
 2017 APR  8   18 33 34.4 37.7168 21.8122   17         1.4
 2017 APR  8   18 41 10.5 38.3895 20.4452   14         1.5
 2017 APR  8   18 43 45.7 38.3890 20.4718    9         1.4
 2017 APR  8   18 58 52.3 38.3907 20.4520   10         1.6
 2017 APR  8   19 00 37.3 37.8022 21.1282   20         1.7
 2017 APR  8   19 32 42.7 38.4448 23.4630   17         1.5
 2017 APR  8   19 50 06.1 35.3842 22.9522   20         3.5
 2017 APR  8   19 57 26.8 38.3930 20.4425   13         1.1
 2017 APR  8   20 00 34.5 39.4107 23.9505   16         2.0
 2017 APR  8   20 06 12.3 39.3953 23.9515   12         2.4
 2017 APR  8   20 42 49.0 38.4485 23.4282   16         1.1
 2017 APR  8   20 54 34.8 36.5726 22.9532   23         1.5
 2017 APR  8   21 08 24.1 38.3867 20.4217   12         1.7
 2017 APR  8   21 10 56.7 41.8173 23.0582    9         1.7
 2017 APR  8   21 21 37.9 35.3840 23.5620   11         2.0
 2017 APR  8   21 24 55.2 35.0812 23.7488   17         1.7
 2017 APR  8   21 56 58.4 37.9829 23.8445    5         0.8
 2017 APR  8   22 24 47.7 38.3800 20.4695   11         1.5
 2017 APR  8   22 54 36.6 36.8385 21.6707   23         1.5
 2017 APR  8   23 15 38.8 39.5380 26.2470    8         1.6
 2017 APR  8   23 22 07.7 37.5268 20.5793   16         1.4
 2017 APR  8   23 28 48.6 34.7552 24.7860   14         2.1
 2017 APR  8   23 44 41.6 34.7598 24.8497   21         1.6
 2017 APR  8   23 46 48.3 34.7545 24.8090   22         2.3
 2017 APR  8   23 47 08.0 37.7147 21.3300   18         1.4
 2017 APR  9   00 03 16.0 37.4563 20.4623    5         2.2
 2017 APR  9   00 09 11.4 38.3848 20.4317   13         0.8
 2017 APR  9   00 09 47.4 34.7133 24.8342   12         2.0
 2017 APR  9   00 50 02.0 38.3805 20.4802   10         1.2
 2017 APR  9   01 08 42.5 37.4860 20.4327    6         1.5
 2017 APR  9   01 42 19.6 38.3945 20.4557   11         0.8
 2017 APR  9   02 03 46.3 38.6275 21.7432   16         2.0
 2017 APR  9   02 26 41.2 38.4537 23.4552    5         1.9
 2017 APR  9   02 49 12.5 41.1832 21.9287   12         1.6
 2017 APR  9   03 00 51.2 34.5910 23.6887   13         2.3
 2017 APR  9   03 50 46.2 38.7427 20.5323   14         1.6
 2017 APR  9   04 53 22.8 38.3890 20.4457   13         1.1
 2017 APR  9   05 25 59.4 39.6833 24.2637    9         2.8
 2017 APR  9   05 37 59.2 38.3208 21.7987   15         0.6
 2017 APR  9   05 40 03.5 41.0978 21.9935    9         3.4
 2017 APR  9   06 31 24.1 38.6207 24.4800   11         2.2
 2017 APR  9   07 44 09.9 39.4138 23.9628   13         2.7
 2017 APR  9   08 37 49.8 39.4563 20.7300   14         2.4
 2017 APR  9   08 44 37.3 38.5698 23.4463   11         1.2
 2017 APR  9   09 19 04.2 37.9362 20.1912   12         2.0
 2017 APR  9   09 50 03.8 38.9893 22.1775   18         1.9
 2017 APR  9   09 58 51.4 38.6442 20.6362   13         1.8
 2017 APR  9   10 05 56.1 41.8708 19.7880   18         2.7
 2017 APR  9   10 14 24.0 38.4625 23.4417    6         2.1
 2017 APR  9   10 14 34.9 41.8433 23.0692    6         1.6
 2017 APR  9   11 47 03.8 36.5562 22.9770   12         3.7
 2017 APR  9   11 55 53.8 37.5915 23.5608   15         1.8
 2017 APR  9   12 47 03.2 37.4518 20.1295   10         2.2
 2017 APR  9   13 19 57.7 38.3032 21.8348   10         1.3
 2017 APR  9   13 39 43.1 38.2993 21.8268   13         1.4
 2017 APR  9   14 17 58.7 38.3155 21.7837   14         1.6
 2017 APR  9   14 54 42.5 38.1558 20.5927   17         2.0
 2017 APR  9   15 13 35.2 38.4623 23.4565   10         1.8
 2017 APR  9   15 16 23.6 38.4535 23.4687    6         2.8
 2017 APR  9   15 38 43.3 39.4000 23.9827   10         1.8
 2017 APR  9   15 53 12.6 38.0040 24.3793   14         1.5
 2017 APR  9   17 47 56.2 38.3938 20.4263    8         1.4
 2017 APR  9   18 19 07.6 38.4612 23.4650    8         1.8
 2017 APR  9   19 11 24.3 38.0610 20.3610   21         1.4
 2017 APR  9   19 24 29.5 38.4850 23.4440   15         1.5
 2017 APR  9   19 54 39.4 38.3890 20.4455   12         1.4
 2017 APR  9   20 43 15.3 38.3832 20.4090   16         2.1
 2017 APR  9   21 02 58.9 38.0707 23.9962   16         1.6
 2017 APR  9   21 03 18.0 39.7533 20.7043   16         1.3
 2017 APR  9   21 29 42.0 38.4812 23.4585    7         1.9
 2017 APR  9   21 42 08.9 34.6235 24.8847   13         2.9
 2017 APR  9   21 53 38.6 39.5712 26.2087    9         2.9
 2017 APR  9   22 08 57.4 38.4262 23.4243   23         1.2
 2017 APR  9   22 14 47.0 38.3875 20.4633   10         1.4
 2017 APR  9   22 38 39.9 38.3967 20.4140   11         1.6
 2017 APR  9   23 06 32.3 38.3895 20.4557   10         1.2
 2017 APR  9   23 28 27.6 38.3902 20.4473   13         0.9
 2017 APR  9   23 28 53.1 38.1907 20.4667   11         1.2
 2017 APR  9   23 54 31.2 38.3347 23.7847   12         0.8
 2017 APR 10   00 25 54.9 39.3765 23.9418    8         1.9
 2017 APR 10   00 41 13.9 38.0098 22.0943    9         1.0
 2017 APR 10   00 41 19.0 39.3143 23.5777   11         0.6
 2017 APR 10   01 15 00.7 37.5315 21.6252   14         1.5
 2017 APR 10   01 15 03.5 35.0920 24.1922   30         1.7
 2017 APR 10   01 22 19.8 38.3123 21.8513   14         0.9
 2017 APR 10   01 41 33.7 38.4707 23.4368   12         0.9
 2017 APR 10   02 11 55.4 38.7995 27.4887    8         2.4
 2017 APR 10   02 28 30.3 38.1878 20.4628   10         1.9
 2017 APR 10   02 35 36.4 38.4543 23.4708   13         1.4
 2017 APR 10   02 51 32.6 38.4875 23.4547   15         1.2
 2017 APR 10   02 52 45.8 38.4805 23.4435   10         1.7
 2017 APR 10   03 16 35.3 38.3898 20.3758   15         1.5
 2017 APR 10   03 37 27.9 38.1725 20.4493   16         1.6
 2017 APR 10   03 40 52.3 38.3713 22.2495   10         1.8
 2017 APR 10   03 41 48.2 39.0027 22.5583   12         1.5
 2017 APR 10   04 29 33.0 39.5697 26.1630    8         1.5
 2017 APR 10   04 50 50.5 38.3952 20.4195   10         1.0
 2017 APR 10   04 51 47.4 36.5798 23.1325   22         2.7
 2017 APR 10   06 51 02.1 38.3682 21.8097    7         1.2
 2017 APR 10   07 11 14.1 38.4808 23.4375   11         1.8
 2017 APR 10   07 52 55.2 38.3145 21.8212   18         1.1
 2017 APR 10   07 53 41.2 38.3868 20.4645   11         1.1
 2017 APR 10   09 53 36.8 37.3785 22.1998   11         1.4
 2017 APR 10   09 54 14.8 37.0143 20.9385   24         1.7
 2017 APR 10   10 29 13.4 38.6918 20.6072    8         2.5
 2017 APR 10   10 38 05.9 37.1978 21.9755   13         1.8
 2017 APR 10   10 51 41.5 38.4643 23.4597   13         1.7
 2017 APR 10   12 20 53.2 38.2352 20.5678   18         2.2
 2017 APR 10   12 24 41.9 38.6098 24.5403    8         2.1
 2017 APR 10   12 39 10.7 36.1017 22.5057   10         2.3
 2017 APR 10   13 55 26.9 37.9943 21.1522   14         1.7
 2017 APR 10   14 07 39.8 34.5735 25.6927   26         2.9
 2017 APR 10   14 15 13.8 39.5217 26.2150   17         2.4
 2017 APR 10   14 56 50.0 38.3893 20.4260    6         1.5
 2017 APR 10   15 09 48.5 38.4613 23.4830    5         1.4
 2017 APR 10   16 55 42.5 38.4155 20.5918   17         1.1
 2017 APR 10   16 59 49.0 38.3918 20.4478   15         1.6
 2017 APR 10   17 15 52.5 38.6687 23.8877   10         1.7
 2017 APR 10   17 20 55.4 37.4953 20.4870    7         2.4
 2017 APR 10   17 32 32.1 38.3737 22.2792   14         1.8
 2017 APR 10   17 42 11.6 37.8435 22.8635   13         1.6
 2017 APR 10   17 45 25.2 37.5263 20.5085    9         2.0
 2017 APR 10   17 49 01.1 38.3873 20.4667   11         1.7
 2017 APR 10   18 00 05.7 38.6907 23.9138   10         2.8
 2017 APR 10   18 26 53.4 38.9355 21.9917   15         1.8
 2017 APR 10   19 20 30.8 38.3817 20.4685   11         1.5
 2017 APR 10   20 02 03.3 38.2072 22.6848   11         2.0
 2017 APR 10   21 10 32.3 40.3585 25.3345   10         1.5
 2017 APR 10   21 16 06.5 38.3838 20.4530   14         1.8
 2017 APR 10   21 20 02.6 38.4808 23.4840   10         1.4
 2017 APR 10   22 01 29.7 38.4232 20.7163   16         1.2
 2017 APR 10   22 07 17.0 38.4860 23.6488    8         0.9
 2017 APR 10   22 12 53.5 39.5648 26.1925   10         2.9
 2017 APR 10   22 39 24.8 38.4592 23.4647   13         1.2
 2017 APR 10   22 53 22.8 38.3810 20.4707   12         1.9
 2017 APR 10   23 10 05.4 37.6265 20.9165   22         2.0
 2017 APR 10   23 27 07.5 38.3968 20.4300   16         1.1
 2017 APR 10   23 38 50.5 38.5760 21.3908   19         1.3
 2017 APR 10   23 40 52.8 40.1562 21.6793   16         1.2
 2017 APR 10   23 41 43.7 38.6200 21.4160   18         1.5
 2017 APR 10   23 56 22.3 39.8078 20.6547   11         2.5
 2017 APR 11   00 38 58.3 38.4717 20.5145    8         1.0
 2017 APR 11   00 39 57.4 38.4525 23.4420   15         1.0
 2017 APR 11   01 05 34.6 38.4547 23.4735   10         1.0
 2017 APR 11   01 10 22.1 38.4918 23.4515    9         1.4
 2017 APR 11   01 10 40.1 38.3857 20.4478   12         0.8
 2017 APR 11   01 16 00.9 38.8737 23.0195   12         1.2
 2017 APR 11   01 42 24.2 38.3835 20.4503   12         0.8
 2017 APR 11   01 54 48.4 38.4605 23.4268   10         1.0
 2017 APR 11   01 56 04.4 39.5488 26.2522    9         1.1
 2017 APR 11   02 04 04.7 38.8738 23.0003    8         1.3
 2017 APR 11   02 05 42.1 38.3839 20.4332   17         1.3
 2017 APR 11   02 19 17.6 39.5575 26.1205   11         2.0
 2017 APR 11   02 45 26.1 37.4130 20.4768   11         1.2
 2017 APR 11   02 52 43.2 38.4635 23.4740   15         1.1
 2017 APR 11   02 59 39.4 37.4438 20.4803    3         2.2
 2017 APR 11   03 24 21.9 39.7748 20.7118   16         1.5
 2017 APR 11   03 25 07.9 38.3802 20.4460   15         1.5
 2017 APR 11   03 50 55.3 41.0232 19.7003   14         3.1
 2017 APR 11   04 32 59.7 38.4668 23.4980   10         1.9
 2017 APR 11   04 36 25.2 38.8585 23.0358   16         1.7
 2017 APR 11   04 57 40.3 38.4792 23.4370   11         2.4
 2017 APR 11   05 03 17.1 38.3888 20.4463   13         1.4
 2017 APR 11   05 09 24.3 38.3912 20.4453   11         1.6
 2017 APR 11   05 25 47.0 38.3867 20.4653   13         1.8
 2017 APR 11   05 31 49.4 37.7250 23.9815   14         1.0
 2017 APR 11   05 38 33.2 38.3842 20.4532   11         1.5
 2017 APR 11   05 45 37.8 39.5608 26.1530   10         2.9
 2017 APR 11   06 18 20.4 38.3912 20.4593   12         1.3
 2017 APR 11   06 38 27.3 39.7762 20.7023   12         1.9
 2017 APR 11   07 11 22.1 38.8933 23.3293    6         2.9
 2017 APR 11   10 28 04.1 38.3953 20.4283   11         2.0
 2017 APR 11   10 53 24.9 38.3942 20.4292   10         1.5
 2017 APR 11   10 54 57.0 38.4115 23.4490   27         1.5
 2017 APR 11   11 07 42.8 38.4748 23.4425   16         1.6
 2017 APR 11   11 13 28.9 38.3972 20.4263   12         1.3
 2017 APR 11   12 18 12.3 37.3162 23.6375   11         2.1
 2017 APR 11   13 09 53.1 35.3398 22.2090   14         2.5
 2017 APR 11   13 50 17.3 39.5555 26.1102   13         2.9
 2017 APR 11   14 31 32.4 37.1665 23.8013   16         1.8
 2017 APR 11   15 14 42.3 39.5395 26.0813   13         1.8
 2017 APR 11   17 02 30.2 34.9607 23.1143   21         2.0
 2017 APR 11   17 46 04.7 37.1210 23.8297   12         2.1
 2017 APR 11   18 35 30.2 38.4688 23.4705   16         1.3
 2017 APR 11   19 49 42.2 38.4875 23.4713    6         1.3
 2017 APR 11   20 17 41.8 38.3852 20.4688    9         2.2
 2017 APR 11   20 21 01.1 38.3847 20.4622   13         1.3
 2017 APR 11   20 37 51.5 38.3825 20.4563   10         1.9
 2017 APR 11   20 45 05.2 38.3993 21.9130    8         1.6
 2017 APR 11   21 14 44.9 38.4697 23.4547   11         1.7
 2017 APR 11   21 14 45.5 38.4862 23.4687   10         1.7
 2017 APR 11   21 21 14.9 38.4550 23.4433   14         1.3
 2017 APR 11   21 53 18.7 38.1948 22.5843    8         1.6
 2017 APR 11   22 08 15.0 38.4525 23.4628   12         1.3
 2017 APR 11   22 08 50.2 37.1052 21.5195    8         2.0
 2017 APR 11   22 48 43.7 34.0107 25.6105   10         3.3
 2017 APR 11   22 52 10.6 40.3637 27.5283   18         2.2
 2017 APR 11   23 00 59.0 40.4445 27.2740    6         3.3
 2017 APR 11   23 02 17.1 37.1303 23.8820    6         2.4
 2017 APR 11   23 10 58.9 38.3713 20.5042   10         1.0
 2017 APR 11   23 14 21.1 37.1647 23.8047    7         1.6
 2017 APR 11   23 21 35.5 38.3902 20.4320   14         1.4
 2017 APR 11   23 23 14.3 37.9752 22.8682   84         1.5
 2017 APR 11   23 51 08.4 36.4173 21.7613    6         1.7
 2017 APR 11   23 52 19.4 37.1590 23.8018   11         1.7
 2017 APR 12   00 49 10.7 40.5070 22.4280   17         1.0
 2017 APR 12   01 11 59.0 36.5467 23.1080   12         1.6
 2017 APR 12   01 14 47.6 38.4183 23.4750   31         1.0
 2017 APR 12   01 33 51.0 38.5510 21.5828    9         1.9
 2017 APR 12   03 21 58.8 39.5505 26.1185   16         2.1
 2017 APR 12   03 32 20.1 36.8008 21.7388   17         1.7
