   DATE         TIME     LAT.   LONG.  DEPTH    MAGNITUDE            
                   (GMT)    (N)    (E)    (km)       (Local)
 2017 JUL 13   23 18 11.0 38.9622 26.1032   10         2.5
 2017 JUL 13   23 46 25.9 38.2772 26.5300   18         2.4
 2017 JUL 14   00 00 58.1 38.8531 21.5131   20         1.0
 2017 JUL 14   00 01 06.1 41.0256 20.9887   10         1.9
 2017 JUL 14   00 13 10.6 38.9052 22.9208   11         1.1
 2017 JUL 14   00 15 21.3 38.8773 26.0292   14         1.7
 2017 JUL 14   01 47 35.0 38.1075 21.9997    8         0.7
 2017 JUL 14   01 49 24.7 38.7875 26.5180   13         2.0
 2017 JUL 14   01 58 34.3 36.9810 23.0602   11         1.1
 2017 JUL 14   09 19 22.3 38.2953 26.5925   11         2.4
 2017 JUL 14   10 39 12.5 38.3398 21.9960    6         3.7
 2017 JUL 14   14 14 01.7 38.2475 22.0972   37         1.3
 2017 JUL 14   14 28 19.5 38.3418 22.0255    8         1.2
 2017 JUL 14   14 47 23.5 38.2063 22.6021    9         1.9
 2017 JUL 14   15 32 34.9 37.4908 20.8392   34         2.0
 2017 JUL 14   16 18 26.7 38.3368 22.0177    7         1.8
 2017 JUL 14   16 48 53.0 38.3413 22.0282    9         1.2
 2017 JUL 14   16 58 16.3 41.1484 20.9903    2         2.9
 2017 JUL 14   16 59 33.9 41.0462 21.0649   10         2.9
 2017 JUL 14   17 06 42.5 38.3418 21.9998    9         2.2
 2017 JUL 14   17 32 46.5 37.9368 20.9238   20         1.6
 2017 JUL 14   17 43 46.7 39.3452 21.9352   17         1.6
 2017 JUL 14   18 34 52.1 39.5205 26.0680   14         2.3
 2017 JUL 14   23 21 05.1 40.9380 21.2445    7         1.8
 2017 JUL 15   01 22 02.6 38.3402 21.9923    4         4.1
 2017 JUL 15   01 26 54.4 38.3320 22.0085    5         3.4
 2017 JUL 15   01 35 48.2 38.3350 22.0197    5         3.6
 2017 JUL 15   01 42 33.3 38.3363 22.0162    5         3.1
 2017 JUL 15   02 16 13.0 38.3405 22.0225    6         3.7
 2017 JUL 15   02 41 42.5 38.3130 22.0903    7         1.5
 2017 JUL 15   02 42 49.3 38.8742 26.1484   10         2.0
 2017 JUL 15   02 45 50.3 38.3483 22.0108    8         3.1
 2017 JUL 15   02 47 38.0 38.3500 22.0097    7         3.5
 2017 JUL 15   03 05 14.1 38.3427 22.0268    4         4.0
 2017 JUL 15   04 06 44.3 38.9583 26.2088    9         2.0
 2017 JUL 15   04 12 05.0 38.3372 22.0340   12         1.8
 2017 JUL 15   04 12 50.3 38.2853 22.0630   28         1.3
 2017 JUL 15   04 15 46.0 38.4553 23.4498   27         1.3
 2017 JUL 15   04 21 16.2 38.3057 22.0252   17         2.0
 2017 JUL 15   06 07 35.5 38.7963 26.4920    7         3.0
 2017 JUL 15   06 27 15.0 38.3987 26.7052   12         3.0
 2017 JUL 15   07 30 53.6 38.2925 22.1038   21         2.0
 2017 JUL 15   08 49 22.8 38.4893 23.4857   30         1.4
 2017 JUL 15   08 55 03.4 38.3328 22.0247   13         1.4
 2017 JUL 15   10 29 37.8 38.4640 23.4758   18         1.6
 2017 JUL 15   10 44 15.1 41.8162 21.3867   10         2.8
 2017 JUL 15   12 07 34.6 38.9797 26.1005    9         2.1
 2017 JUL 15   12 17 57.4 38.3315 22.0587    8         1.4
 2017 JUL 15   12 19 21.7 35.0322 23.1517   13         3.2
 2017 JUL 15   12 34 16.5 39.4991 20.6593    3         2.1
 2017 JUL 15   12 38 41.0 39.6775 25.5532    8         1.8
 2017 JUL 15   12 40 59.6 38.3390 22.0268    8         1.5
 2017 JUL 15   12 47 58.5 38.3438 22.0080    7         2.0
 2017 JUL 15   12 49 04.8 38.7962 26.5548   16         1.6
 2017 JUL 15   12 50 24.3 38.3312 22.0527    8         1.7
 2017 JUL 15   12 51 07.0 38.3318 22.0647   10         1.9
 2017 JUL 15   15 37 37.7 38.3298 22.0633    5         2.3
 2017 JUL 15   17 15 10.3 38.1103 22.5890   18         1.6
 2017 JUL 15   17 30 16.3 38.3347 22.0667    9         1.6
 2017 JUL 15   18 18 54.4 38.9620 23.3562   15         1.5
 2017 JUL 15   18 50 04.3 41.2299 20.8063    5         2.4
 2017 JUL 15   20 30 15.7 34.8185 25.4608    5         5.3
 2017 JUL 15   20 46 06.7 34.9385 25.4615    3         3.7
 2017 JUL 15   21 04 56.3 34.8983 25.4872   12         3.3
 2017 JUL 15   21 06 03.1 34.9265 25.4764    8         3.9
 2017 JUL 15   21 06 11.5 39.6627 20.8180   26         1.4
 2017 JUL 15   21 14 28.4 34.8942 25.4685    8         3.8
 2017 JUL 15   21 32 30.9 34.9040 25.4318    4         3.3
 2017 JUL 15   21 36 39.9 34.9108 25.3923    6         3.1
 2017 JUL 15   22 36 57.0 34.8997 25.3927    5         2.9
 2017 JUL 15   23 29 34.7 38.3213 22.0200   14         1.2
 2017 JUL 15   23 33 54.3 34.8679 25.4672    8         2.9
 2017 JUL 15   23 35 13.6 38.3287 22.0700    8         1.0
 2017 JUL 15   23 47 21.2 38.1810 21.5365   15         1.0
 2017 JUL 15   23 52 42.5 40.6425 21.6445   27         1.6
 2017 JUL 16   00 10 58.0 38.7128 22.6853    8         1.4
 2017 JUL 16   00 14 11.6 38.3428 22.0282   11         1.7
 2017 JUL 16   00 20 50.7 34.8960 25.3938    4         3.1
 2017 JUL 16   00 38 55.8 38.7968 26.5168   16         2.1
 2017 JUL 16   00 43 02.4 38.3472 22.0142    9         2.3
 2017 JUL 16   00 50 42.2 34.8843 25.5020   10         3.0
 2017 JUL 16   01 13 22.8 34.8981 25.4828   18         2.7
 2017 JUL 16   01 22 46.2 38.9190 26.3868    9         2.4
 2017 JUL 16   01 31 03.2 38.3402 22.0210    9         1.4
 2017 JUL 16   01 31 04.8 34.8968 25.4745    8         3.1
 2017 JUL 16   01 34 35.2 36.5932 21.7825   14         2.2
 2017 JUL 16   01 37 03.3 38.7935 26.5190   11         2.2
 2017 JUL 16   02 11 08.8 34.8963 25.3922    6         3.0
 2017 JUL 16   02 51 25.2 34.9127 25.3652    5         3.5
 2017 JUL 16   03 26 16.7 34.7590 25.4935   16         2.6
 2017 JUL 16   04 02 19.2 41.1172 20.8828   12         2.3
 2017 JUL 16   04 05 20.4 34.9453 25.3359   18         2.6
 2017 JUL 16   04 13 52.7 39.1484 21.6953   20         2.9
 2017 JUL 16   04 22 10.7 38.3359 22.0703   13         1.2
 2017 JUL 16   05 33 27.6 38.9141 21.6172   15         1.8
 2017 JUL 16   05 47 46.5 40.1797 25.1797   14         2.2
 2017 JUL 16   05 48 55.4 38.7891 20.5859    9         0.8
 2017 JUL 16   06 03 39.7 38.6172 20.5859   10         3.6
 2017 JUL 16   06 14 34.5 38.2031 20.4219   13         1.2
 2017 JUL 16   08 39 40.8 38.3047 20.3672   16         2.0
 2017 JUL 16   08 45 26.7 36.1016 21.9609    8         2.5
 2017 JUL 16   09 04 01.7 38.1953 20.4141   14         1.5
 2017 JUL 16   09 17 42.7 38.9141 26.1172   14         2.0
 2017 JUL 16   09 40 02.4 34.9297 25.4766    8         3.3
 2017 JUL 16   09 41 25.6 34.8984 25.4609   22         3.5
 2017 JUL 16   10 18 28.6 38.8984 21.8984   18         1.9
 2017 JUL 16   10 43 38.9 37.5312 23.5938   22         2.0
 2017 JUL 16   10 51 51.2 37.8203 20.9766   19         2.0
 2017 JUL 16   11 38 38.2 37.5692 23.5833   15         1.4
 2017 JUL 16   12 01 18.5 38.8927 26.3615   10         2.0
 2017 JUL 16   14 07 32.0 38.7260 20.5840    9         1.0
 2017 JUL 16   14 34 02.0 38.9992 22.2693   14         1.9
 2017 JUL 16   14 38 15.8 38.9153 26.3867    9         2.2
 2017 JUL 16   15 15 18.0 38.3450 22.0225   11         1.6
 2017 JUL 16   15 53 57.3 38.3363 21.9798    7         2.0
 2017 JUL 16   17 22 10.1 38.8753 25.7278   10         2.4
 2017 JUL 16   18 02 00.6 38.3382 22.0564   11         1.5
 2017 JUL 16   18 05 31.8 37.9510 20.5915   11         2.3
 2017 JUL 16   18 22 38.0 37.3032 21.4206   10         2.1
 2017 JUL 16   19 28 29.8 36.4107 22.9873   10         1.8
 2017 JUL 16   19 29 10.1 38.3322 22.0385    8         1.3
 2017 JUL 16   20 22 37.1 37.9738 20.6212   18         1.9
 2017 JUL 16   20 22 39.6 38.9857 26.4793   12         2.0
 2017 JUL 16   20 27 55.1 34.5052 24.1357   19         2.9
 2017 JUL 16   22 07 53.2 38.5912 20.6010   11         1.9
 2017 JUL 16   22 20 41.4 38.3492 21.9717    8         2.0
 2017 JUL 16   22 43 47.5 38.3562 21.9683    7         1.9
 2017 JUL 16   23 33 49.4 38.3355 22.0193    9         2.4
 2017 JUL 17   00 42 15.3 38.6775 20.5667    7         1.8
 2017 JUL 17   02 10 36.0 38.6713 20.6098   10         1.4
 2017 JUL 17   02 58 47.2 38.3281 22.0656   12         0.6
 2017 JUL 17   02 59 16.4 39.5713 25.9872   15         1.8
 2017 JUL 17   03 25 10.8 38.3303 22.0660    9         1.7
 2017 JUL 17   03 29 43.4 38.9590 26.2287   11         1.8
 2017 JUL 17   04 24 01.4 38.3400 21.9628    7         2.0
 2017 JUL 17   04 51 43.5 38.9638 20.9833   24         1.7
 2017 JUL 17   04 54 19.4 38.3463 21.9800    9         1.9
 2017 JUL 17   05 09 47.8 38.3467 21.9828   11         1.4
 2017 JUL 17   05 17 36.3 34.9017 25.3653    6         2.5
 2017 JUL 17   05 31 52.9 38.8760 21.9535   13         1.7
 2017 JUL 17   05 48 26.3 33.9665 25.0469   10         3.0
 2017 JUL 17   06 39 11.7 38.3530 22.0233   11         1.5
 2017 JUL 17   06 55 58.0 38.3455 22.0357    8         1.8
 2017 JUL 17   07 36 56.1 38.1102 21.9762    7         3.5
 2017 JUL 17   07 48 17.7 37.9235 20.5708   15         2.2
 2017 JUL 17   08 52 43.4 34.4945 24.2162   14         2.6
 2017 JUL 17   10 13 32.6 38.6290 22.3683   13         1.6
 2017 JUL 17   11 33 38.8 34.8972 25.3768   18         1.7
 2017 JUL 17   11 33 46.9 38.0805 21.5365   27         1.9
 2017 JUL 17   13 09 06.4 34.9203 25.4512    8         2.6
 2017 JUL 17   13 51 19.4 36.9230 23.6118   10         2.1
 2017 JUL 17   14 04 04.7 36.9125 23.5630   15         1.6
 2017 JUL 17   14 37 14.5 38.1185 22.0052   14         1.7
 2017 JUL 17   14 58 22.7 34.8864 25.3993   10         2.7
 2017 JUL 17   15 32 57.6 38.1455 21.9788    5         2.5
 2017 JUL 17   19 19 45.6 36.9062 21.7812   12         2.1
 2017 JUL 17   19 24 06.4 40.2656 19.7656    6         2.2
 2017 JUL 17   19 43 33.7 36.8672 21.7578   19         0.7
 2017 JUL 17   20 11 49.6 38.9609 26.2578   16         2.5
 2017 JUL 17   20 15 23.7 38.7109 23.6953   11         1.9
 2017 JUL 17   20 58 52.5 37.9609 20.6172   18         1.8
 2017 JUL 17   21 02 27.7 38.0234 22.3984    9         0.9
 2017 JUL 17   21 16 12.9 37.9609 20.6953   22         1.8
 2017 JUL 17   21 19 17.8 38.7422 23.6797   14         1.8
 2017 JUL 17   22 01 39.7 38.3359 21.7734   15         1.3
 2017 JUL 17   22 29 10.3 38.9219 26.2031    8         2.2
 2017 JUL 17   23 26 40.9 38.7344 23.6719   16         1.9
 2017 JUL 17   23 27 27.5 38.6484 20.5547   10         2.4
 2017 JUL 17   23 46 22.6 40.7891 21.8516   18         1.1
 2017 JUL 17   23 57 01.5 37.9531 20.5781   18         1.6
 2017 JUL 18   00 22 54.9 35.7302 25.9283   26         2.1
 2017 JUL 18   01 15 34.3 38.7325 23.6932    7         1.9
 2017 JUL 18   01 43 23.1 38.7910 26.3867   10         1.7
 2017 JUL 18   02 33 10.1 38.7360 23.6740   10         1.9
 2017 JUL 18   03 04 27.7 38.7498 23.6925    9         1.6
 2017 JUL 18   03 40 21.6 38.3798 22.0779    9         0.3
 2017 JUL 18   05 20 56.8 39.0185 21.8717   21         1.7
 2017 JUL 18   06 04 42.4 37.3672 20.2689    8         2.6
 2017 JUL 18   06 49 18.7 38.3420 22.0357   10         1.2
 2017 JUL 18   07 15 43.1 38.7346 23.6861   10         2.3
 2017 JUL 18   08 02 48.1 41.2542 20.9400   14         2.1
 2017 JUL 18   08 02 57.9 37.9575 20.6025   13         2.2
 2017 JUL 18   10 05 37.8 38.4558 23.4977   12         1.6
 2017 JUL 18   12 16 01.6 38.7078 20.6022    5         3.0
 2017 JUL 18   13 19 39.7 37.8720 23.1420   11         2.2
 2017 JUL 18   13 23 21.1 39.0078 26.0859    9         2.1
 2017 JUL 18   13 52 28.8 37.2891 20.7578   22         2.3
 2017 JUL 18   14 18 30.9 38.3359 22.0234   11         1.8
 2017 JUL 18   14 32 05.9 38.4844 22.4844   11         1.9
 2017 JUL 18   14 43 08.4 39.0234 26.0703    8         2.7
 2017 JUL 18   14 55 45.5 38.4922 23.3984   20         1.5
 2017 JUL 18   16 46 32.4 41.7266 19.7578    8         2.2
 2017 JUL 18   17 16 38.9 37.3828 20.3203    8         2.6
 2017 JUL 18   18 59 40.9 38.8359 26.1797   16         2.0
 2017 JUL 18   20 00 54.7 38.5234 23.3984   17         2.1
 2017 JUL 18   20 39 00.7 37.8359 22.6328   18         2.2
 2017 JUL 18   20 41 48.2 37.8203 22.6172   15         1.9
 2017 JUL 18   21 14 45.9 38.3125 20.4375   13         1.1
 2017 JUL 18   22 02 52.4 35.4297 22.4141   10         3.2
 2017 JUL 18   23 26 11.3 38.3359 22.0391   12         1.4
 2017 JUL 18   23 35 14.1 41.1328 20.8672   14         1.7
 2017 JUL 19   00 51 00.4 38.4062 21.9688    6         0.6
 2017 JUL 19   01 11 29.6 38.3047 22.0859    8         1.0
 2017 JUL 19   01 36 44.4 37.9766 20.6797   19         1.9
 2017 JUL 19   01 39 02.1 37.9609 20.6016   19         3.1
 2017 JUL 19   01 49 30.9 37.9766 20.6484   21         2.7
 2017 JUL 19   01 56 20.9 37.9766 20.6953   15         1.8
 2017 JUL 19   02 15 10.6 37.9766 20.6328   22         1.7
 2017 JUL 19   02 30 07.5 41.4297 23.5078   21         1.3
 2017 JUL 19   02 37 56.4 38.1172 22.0078   21         1.3
 2017 JUL 19   03 17 10.2 38.4609 20.5703   13         1.6
 2017 JUL 19   04 00 42.0 41.1797 20.8984    8         2.0
 2017 JUL 19   04 37 59.0 38.7578 27.7266   18         3.2
 2017 JUL 19   04 42 50.3 38.7422 27.8672    9         4.0
 2017 JUL 19   05 33 50.5 37.9609 20.6953   22         1.4
 2017 JUL 19   06 43 58.7 38.7578 21.0234   16         1.2
 2017 JUL 19   07 21 51.7 38.3359 22.0547    9         1.4
 2017 JUL 19   07 29 06.3 38.7266 26.4922   11         2.6
 2017 JUL 19   07 42 23.2 38.4453 22.0234   15         1.6
 2017 JUL 19   09 03 49.0 39.1484 22.8047   14         1.6
 2017 JUL 19   09 47 00.3 38.3828 23.4922   17         1.7
 2017 JUL 19   10 02 02.1 38.4062 20.4688   12         1.2
 2017 JUL 19   10 02 18.3 39.0625 26.1875    3         1.4
 2017 JUL 19   10 30 05.5 38.2891 21.8203   16         0.9
 2017 JUL 19   11 01 20.1 38.8125 23.5625   15         1.7
 2017 JUL 19   11 37 32.5 38.8828 27.7891   14         3.3
 2017 JUL 19   12 08 20.4 37.8281 21.8594   14         2.3
 2017 JUL 19   12 29 11.8 38.5547 21.8984   15         1.3
 2017 JUL 19   12 42 40.4 38.7578 27.8672   10         3.0
 2017 JUL 19   12 45 25.7 38.5234 21.9141   20         1.4
 2017 JUL 19   13 02 17.1 38.3047 20.3828   13         1.2
 2017 JUL 19   13 05 55.8 38.4297 23.4922   22         1.5
 2017 JUL 19   13 57 58.4 37.9531 20.5469   17         1.8
 2017 JUL 19   14 00 23.5 39.0703 21.0078   20         2.2
 2017 JUL 19   14 53 48.6 40.7188 20.0938   21         2.2
 2017 JUL 19   15 12 16.1 38.2656 22.3281   12         1.6
 2017 JUL 19   15 25 39.3 39.2422 20.8984   22         1.7
 2017 JUL 19   15 29 37.2 37.8906 23.0781    9         2.1
 2017 JUL 19   16 33 42.7 38.1094 21.5156   22         1.7
 2017 JUL 19   16 45 31.7 41.1797 20.7891   10         2.4
 2017 JUL 19   17 36 29.4 38.3125 21.8125   17         1.2
 2017 JUL 19   18 30 13.0 40.4922 23.5234   15         1.6
 2017 JUL 19   18 56 47.8 37.2109 23.5703   11         2.2
 2017 JUL 19   18 58 28.9 41.2109 20.7734    7         2.1
 2017 JUL 19   19 00 45.2 39.4453 21.6016    6         1.8
 2017 JUL 19   19 48 09.3 41.1328 20.8984    4         2.3
 2017 JUL 19   19 49 35.7 38.4609 21.8984   13         1.7
 2017 JUL 19   20 19 57.7 38.0312 20.2812   18         1.2
 2017 JUL 19   20 28 00.9 38.3047 22.3672   11         1.2
 2017 JUL 19   20 41 48.2 37.7656 20.9844   22         1.6
 2017 JUL 19   21 45 51.6 38.3984 21.8984    8         1.0
 2017 JUL 19   22 15 05.4 38.8047 26.4922    9         1.7
 2017 JUL 19   22 31 32.7 38.8359 21.9922   18         0.9
 2017 JUL 19   23 08 18.8 38.8984 21.8984   16         1.1
 2017 JUL 20   02 37 46.1 38.1967 20.6338   22         1.4
 2017 JUL 20   02 46 17.8 37.8203 23.4453   10         1.8
 2017 JUL 20   03 53 39.5 40.9297 21.0547   10         1.9
 2017 JUL 20   03 55 08.4 37.9838 20.2803   16         1.2
 2017 JUL 20   03 55 41.2 38.3710 22.0102   12         1.3
 2017 JUL 20   03 58 55.2 38.5391 20.5234   12         1.0
 2017 JUL 20   04 25 54.3 38.3516 21.8203   13         1.0
 2017 JUL 20   04 33 16.4 37.9766 20.6016   20         1.6
 2017 JUL 20   06 11 28.3 38.7031 20.6094    5         1.1
 2017 JUL 20   06 34 06.7 38.6094 20.5156   11         1.0
 2017 JUL 20   07 07 06.8 38.3828 21.9922   13         2.1
 2017 JUL 20   07 11 08.5 40.8047 22.9453   20         1.1
 2017 JUL 20   07 15 45.1 38.3925 21.9378    5         4.1
 2017 JUL 20   07 21 16.6 38.4141 21.9609    7         2.4
 2017 JUL 20   07 22 33.2 39.0599 26.1849    6         2.4
 2017 JUL 20   07 31 08.8 38.4141 21.9453    9         1.5
 2017 JUL 20   07 49 03.6 38.4141 21.9766   15         1.9
 2017 JUL 20   08 04 25.7 38.3203 21.7266   10         1.5
 2017 JUL 20   08 34 35.3 34.8594 25.3281   13         3.1
 2017 JUL 20   09 22 23.7 41.1797 20.8828    6         2.2
 2017 JUL 20   09 56 39.9 39.1958 20.6805   17         1.8
 2017 JUL 20   10 01 55.2 38.3516 21.9922   14         1.2
 2017 JUL 20   10 18 21.7 38.3906 21.9844   16         1.8
 2017 JUL 20   10 19 33.0 38.3984 21.9609    9         1.8
 2017 JUL 20   10 23 30.7 39.1615 20.6427   10         2.2
 2017 JUL 20   10 58 11.7 38.4022 21.9767    7         1.6
 2017 JUL 20   12 53 48.7 38.9523 23.3013    9         2.0
 2017 JUL 20   14 02 46.8 41.1234 20.8528   10         3.0
 2017 JUL 20   14 52 42.2 38.4053 21.7452    7         2.5
 2017 JUL 20   14 58 06.2 38.9267 26.3602   10         2.0
 2017 JUL 20   15 13 50.0 38.3448 21.9667   10         1.8
 2017 JUL 20   15 23 51.5 38.3281 21.8281   18         1.1
 2017 JUL 20   16 01 08.7 38.3427 22.0368   10         1.1
 2017 JUL 20   16 01 17.5 37.8112 26.4197   16         2.5
 2017 JUL 20   16 41 17.9 38.3672 21.9922   16         1.8
 2017 JUL 20   16 53 46.3 39.5363 25.9812   15         3.1
 2017 JUL 20   17 14 08.1 38.2656 20.7656   19         2.2
 2017 JUL 20   17 32 10.3 38.7109 22.6641    8         1.1
 2017 JUL 20   18 07 00.7 38.8906 23.2031   16         1.7
 2017 JUL 20   18 20 22.6 38.7578 20.6016    9         1.1
 2017 JUL 20   18 20 41.7 38.8984 26.1953   17         2.2
 2017 JUL 20   19 12 03.4 38.7897 26.4900    8         2.4
 2017 JUL 20   19 24 05.6 40.1797 25.0547   17         1.4
 2017 JUL 20   20 19 45.0 41.1338 20.8762   10         2.4
 2017 JUL 20   20 40 43.2 38.8855 26.0573   10         2.2
 2017 JUL 20   20 54 16.6 36.9530 24.3552   10         2.2
 2017 JUL 20   20 56 25.7 38.7790 26.4944   13         1.9
 2017 JUL 20   21 02 47.3 40.9844 20.9531    8         2.0
 2017 JUL 20   21 13 49.3 38.8906 23.6406    8         1.5
 2017 JUL 20   21 20 49.3 37.9297 23.1172   12         1.4
 2017 JUL 20   21 28 06.6 38.3281 22.0469    9         1.6
 2017 JUL 20   21 56 52.0 39.0338 21.9582   20         1.5
 2017 JUL 20   22 03 06.7 38.3400 22.0358    9         1.2
 2017 JUL 20   22 10 01.9 36.9287 27.4658   20         2.8
 2017 JUL 20   22 31 11.7 36.9643 27.4332   10         6.2
 2017 JUL 20   22 37 37.9 36.9422 27.6693   10         4.3
 2017 JUL 20   22 44 20.8 37.0427 27.5133    8         3.8
 2017 JUL 20   22 48 29.1 36.9822 27.3815    5         3.5
 2017 JUL 20   22 50 45.8 36.9218 27.5782   10         3.8
 2017 JUL 20   22 52 59.5 36.9618 27.4247    8         4.4
 2017 JUL 20   23 00 45.4 36.9835 27.4568    7         4.0
 2017 JUL 20   23 07 26.5 36.8918 27.5747    5         3.5
 2017 JUL 20   23 23 52.6 36.9552 27.3952   10         4.3
 2017 JUL 20   23 27 32.4 38.3335 22.0100   10         2.4
 2017 JUL 20   23 32 09.1 36.9408 27.6238   11         3.9
 2017 JUL 20   23 43 06.7 41.0303 21.1084   15         2.0
 2017 JUL 20   23 45 08.5 36.9733 27.4228   15         3.9
 2017 JUL 20   23 50 16.9 36.9428 27.4405   14         3.9
 2017 JUL 20   23 53 39.6 36.9727 27.5977   12         3.9
 2017 JUL 21   00 10 34.6 34.9155 25.4764    6         3.7
 2017 JUL 21   00 11 09.7 36.9287 27.3779   17         3.6
 2017 JUL 21   00 16 42.3 36.9507 27.3535   13         4.0
 2017 JUL 21   00 30 21.1 36.9580 27.5537   16         3.5
 2017 JUL 21   00 33 35.2 36.9155 27.5697   13         4.0
 2017 JUL 21   00 53 47.8 36.9848 27.4012   11         3.9
 2017 JUL 21   00 57 08.2 36.8823 27.5988   18         3.8
 2017 JUL 21   01 17 10.4 36.9408 27.5895   12         3.7
 2017 JUL 21   01 25 34.8 36.9748 27.4237   13         4.0
 2017 JUL 21   01 30 53.1 36.8701 27.5830   17         3.5
 2017 JUL 21   01 35 44.9 36.9412 27.6002    8         4.4
 2017 JUL 21   01 38 50.0 36.9210 27.5760   11         4.4
 2017 JUL 21   01 50 31.6 36.9612 27.3767   16         4.1
 2017 JUL 21   01 54 47.5 36.9453 27.3780   11         4.1
 2017 JUL 21   02 12 35.2 36.8803 27.3777    8         4.5
 2017 JUL 21   02 20 02.4 36.9287 26.7041   12         3.6
 2017 JUL 21   02 38 12.2 39.1113 20.5371    8         1.8
 2017 JUL 21   02 54 27.5 36.9552 27.5410    9         3.4
 2017 JUL 21   03 09 35.7 36.9690 27.5395    7         3.6
 2017 JUL 21   03 13 59.6 36.9418 27.5250    8         3.2
 2017 JUL 21   03 20 30.5 38.7451 26.4404   13         2.4
 2017 JUL 21   03 24 41.3 36.9062 27.4560   11         3.1
 2017 JUL 21   03 36 28.1 38.8037 26.4697   14         2.3
 2017 JUL 21   03 55 33.5 36.9415 27.5603   10         3.5
 2017 JUL 21   03 59 02.0 36.9368 27.6455    8         4.0
 2017 JUL 21   04 09 41.0 36.8262 20.8887    2         2.6
 2017 JUL 21   04 39 25.2 36.9122 27.5922   12         3.7
 2017 JUL 21   04 54 07.3 39.7998 19.9951    6         2.4
 2017 JUL 21   05 04 01.4 36.9148 27.5927   12         4.4
 2017 JUL 21   05 13 59.8 36.9342 27.6307   13         3.9
 2017 JUL 21   05 26 56.6 36.9873 27.4365   13         3.2
 2017 JUL 21   05 30 55.7 36.9468 26.6935   15         3.3
 2017 JUL 21   05 43 01.3 36.9013 27.4610    6         3.5
 2017 JUL 21   05 52 13.7 36.9942 27.3480   10         3.9
 2017 JUL 21   05 55 32.7 36.8758 27.6360   13         3.8
 2017 JUL 21   06 27 58.3 36.8994 27.4951   19         3.3
 2017 JUL 21   06 47 23.7 36.8748 27.5440   26         3.7
 2017 JUL 21   07 04 48.8 39.0967 21.8701   19         1.5
 2017 JUL 21   07 05 25.5 36.9030 27.4985   16         3.7
 2017 JUL 21   07 11 27.8 36.9322 27.5602   12         3.6
 2017 JUL 21   07 13 31.4 39.3539 23.0740    4         1.6
 2017 JUL 21   07 13 51.9 36.9238 27.4633   14         3.4
 2017 JUL 21   07 23 55.9 38.3352 22.2945    8         1.8
 2017 JUL 21   07 28 18.1 36.9400 27.6377    7         3.8
 2017 JUL 21   07 47 19.0 36.8994 27.4658   12         3.3
 2017 JUL 21   08 03 56.9 36.9423 27.6367   16         3.7
 2017 JUL 21   08 28 29.3 36.9608 27.3258   13         3.0
 2017 JUL 21   08 34 02.1 36.9542 27.5280    8         3.4
 2017 JUL 21   08 58 40.5 36.9717 27.4995    7         3.4
 2017 JUL 21   09 15 09.6 38.9695 23.0022   13         2.3
 2017 JUL 21   09 55 54.5 36.9640 27.6857    8         4.1
 2017 JUL 21   10 04 55.7 36.1766 22.8556   10         2.8
 2017 JUL 21   10 20 42.6 36.9090 27.5992   13         3.5
 2017 JUL 21   10 21 47.7 38.6906 20.6099    8         0.2
 2017 JUL 21   10 36 54.9 34.9123 25.5002    4         4.3
 2017 JUL 21   10 45 17.7 36.8994 27.5244   18         3.4
 2017 JUL 21   11 06 40.5 36.9580 27.5244   15         3.3
 2017 JUL 21   11 26 12.9 37.0175 27.4026    8         3.2
 2017 JUL 21   12 01 45.4 36.9873 27.4365   18         3.5
 2017 JUL 21   12 05 25.6 36.9208 27.5723   13         3.5
 2017 JUL 21   12 05 29.3 38.2548 20.4157   15         1.6
 2017 JUL 21   12 28 00.4 36.8994 27.3486   16         3.3
 2017 JUL 21   12 48 47.6 36.9648 27.5982   14         3.1
 2017 JUL 21   12 57 47.6 41.2939 23.4521   15         1.5
 2017 JUL 21   13 42 10.2 36.9727 27.3633   13         3.3
 2017 JUL 21   14 14 33.5 36.9873 27.3486   15         3.0
 2017 JUL 21   14 21 57.6 36.9740 27.5318   10         3.6
 2017 JUL 21   14 36 45.0 38.9209 20.6982   14         1.4
 2017 JUL 21   14 38 31.0 36.9517 27.5335   13         3.0
 2017 JUL 21   14 49 38.0 38.4229 20.5811   21         1.4
 2017 JUL 21   14 54 32.7 36.9392 27.4125   14         2.8
 2017 JUL 21   15 10 53.5 39.9902 27.0410   15         2.4
 2017 JUL 21   15 18 40.7 36.9393 26.6862   11         3.3
 2017 JUL 21   15 20 37.7 37.5879 20.6543   17         2.6
 2017 JUL 21   15 32 50.1 36.9423 27.2830   22         2.9
 2017 JUL 21   15 41 11.5 36.9395 27.3278    9         3.2
 2017 JUL 21   16 13 53.8 38.4548 23.4983    5         2.9
 2017 JUL 21   16 24 31.8 38.4442 23.4845   10         1.4
 2017 JUL 21   16 36 59.3 38.3290 22.0390    3         1.4
 2017 JUL 21   16 55 25.9 36.9728 27.3532   14         3.6
 2017 JUL 21   17 09 50.9 36.8900 27.3152   23         4.8
 2017 JUL 21   17 18 22.0 38.4229 23.4814   18         2.1
 2017 JUL 21   17 19 48.5 36.9350 27.3770   12         3.5
 2017 JUL 21   17 28 29.3 36.9403 27.3338   12         3.8
 2017 JUL 21   17 45 21.5 36.9630 27.5865   13         3.4
 2017 JUL 21   18 02 27.4 37.8369 21.2842   18         1.8
 2017 JUL 21   18 55 54.7 37.7783 21.2549   20         1.9
