      DATE         TIME     LAT.   LONG.  DEPTH    MAGNITUDE
                   (GMT)    (N)    (E)    (km)       (Local)
 1970 JAN  2   18 27 35.0   37.20   23.90    0         2.5
 1970 JAN  2   21 43 46.0   37.00   27.50    0         4.1
 1970 JAN  5   16 58 25.0   38.30   22.10    0         3.1
 1970 JAN  6   23 20 45.0   36.10   27.30    0         3.9
 1970 JAN  7   01 52 23.0   37.10   20.20    0         3.9
 1970 JAN  9   03 51 26.0   37.00   26.50    0         3.7
 1970 JAN 11   22 16 39.0   38.00   20.30    0         3.7
 1970 JAN 11   23 44 48.0   36.40   27.40    0         3.8
 1970 JAN 13   11 44 57.0   38.10   22.40    0         3.0
 1970 JAN 13   22 34 46.0   38.00   20.40    0         3.7
 1970 JAN 15   08 26 56.0   36.00   27.00    0         4.1
 1970 JAN 16   22 41 52.0   35.00   23.60  100         3.9
 1970 JAN 17   04 59 14.0   36.60   22.10    0         3.6
 1970 JAN 18   18 34 19.0   36.75   20.25    0         3.9
 1970 JAN 20   01 41 53.0   38.70   26.60    0         3.7
 1970 JAN 21   21 44 20.0   36.60   26.50   50         3.6
 1970 JAN 22   07 09 10.0   36.90   21.40    0         3.7
 1970 JAN 23   09 20 50.0   37.75   28.00    0         3.9
 1970 JAN 23   16 15 36.0   36.80   25.70    0         3.4
 1970 JAN 24   15 43 53.0   37.20   23.30  100         3.8
 1970 JAN 25   04 58 22.0   38.30   22.70    0         2.7
 1970 JAN 25   09 57 13.0   39.20   21.30    0         3.7
 1970 JAN 26   14 36 50.0   37.60   20.10    0         3.8
 1970 JAN 27   11 05 33.0   40.20   21.40    0         3.7
 1970 JAN 27   12 35 20.0   38.75   24.00    0         3.1
 1970 JAN 27   20 44 30.0   39.25   20.75    0         3.5
 1970 JAN 30   06 30  7.0   39.25   22.75    0         3.1
 1970 JAN 30   12 11 15.0   38.80   24.00    0         3.2
 1970 JAN 30   19 17 24.0   39.30   21.80    0         3.4
 1970 JAN 31   01 26 44.0   39.40   21.00    0         4.0
 1970 JAN 31   08 03 57.0   39.40   20.90    0         3.7
 1970 FEB  2   10 47  8.0   39.20   22.70    0         3.1
 1970 FEB  3   00 14 40.0   39.40   22.40    0         3.2
 1970 FEB  4   16 44 54.0   37.80   23.20    0         2.4
 1970 FEB  5   05 14 38.0   39.20   19.60    0         3.9
 1970 FEB  5   05 17 52.0   34.90   27.70    0         4.2
 1970 FEB  5   19 48 10.0   37.30   22.00    0         3.3
 1970 FEB  5   20 41 38.0   38.60   25.20    0         3.1
 1970 FEB  8   02 51 46.0   37.70   20.70    0         3.6
 1970 FEB  9   02 04 12.0   40.10   20.30    0         4.1
 1970 FEB  9   04 14 22.0   36.80   23.60    0         3.0
 1970 FEB 10   02 31 11.0   38.90   24.20    0         4.3
 1970 FEB 11   19 01 20.0   37.70   22.60   50         4.3
 1970 FEB 13   14 42 11.0   39.00   21.50    0         3.4
 1970 FEB 14   00 46 52.0   39.10   24.20    0         3.1
 1970 FEB 16   09 40 50.0   38.70   24.70    0         2.7
 1970 FEB 16   15 48 32.0   39.90   20.30    0         4.1
 1970 FEB 17   00 16 28.0   39.20   21.00    0         4.2
 1970 FEB 17   04 51  3.0   39.10   21.40    0         4.1
 1970 FEB 17   15 08 11.0   38.90   21.40    0         3.4
 1970 FEB 18   01 50 42.0   35.30   26.30    0         4.0
 1970 FEB 18   09 26 12.0   39.75   25.00    0         3.3
 1970 FEB 18   16 56 54.0   37.40   22.60    0         2.7
 1970 FEB 18   17 06 35.0   39.00   24.00    0         2.8
 1970 FEB 18   19 46  7.0   36.60   27.10    0         3.9
 1970 FEB 18   19 49  7.0   36.60   27.10    0         4.0
 1970 FEB 18   20 20 35.0   36.70   27.10    0         3.8
 1970 FEB 19   01 02 58.0   37.20   22.10    0         3.0
 1970 FEB 19   03 44 59.0   36.70   27.10    0         3.7
 1970 FEB 20   07 22  9.0   35.30   27.20    0         4.3
 1970 FEB 20   10 06  9.0   36.70   27.20    0         4.2
 1970 FEB 20   12 56 40.0   38.60   22.20    0         2.9
 1970 FEB 20   20 19 30.0   36.80   27.20    0         4.0
 1970 FEB 21   23 59 46.0   38.40   23.10    0         2.8
 1970 FEB 22   12 20 42.0   39.20   23.30    0         3.8
 1970 FEB 22   12 27 49.0   39.20   23.20    0         3.1
 1970 FEB 22   12 48  6.0   39.10   23.20    0         3.0
 1970 FEB 22   15 48 27.0   35.40   25.20    0         4.1
 1970 FEB 22   15 52 12.0   35.30   25.30    0         4.2
 1970 FEB 23   01 42 31.0   39.20   23.30    0         3.0
 1970 FEB 23   18 46 52.0   38.80   24.50    0         3.0
 1970 FEB 24   01 44 39.0   36.30   27.70  100         4.0
 1970 FEB 24   18 08 20.0   39.20   23.20    0         3.1
 1970 FEB 24   19 07 57.0   39.10   23.20    0         3.1
 1970 FEB 26   11 27 58.0   39.50   21.50    0         3.4
 1970 FEB 26   19 52 41.0   38.50   20.40    0         3.7
 1970 FEB 27   17 06 23.0   36.70   22.40    0         3.0
 1970 FEB 27   17 34 54.0   39.20   20.30    0         3.8
 1970 FEB 28   11 42  4.0   37.00   22.20    0         3.3
 1970 MAR  1   19 39 33.0   38.40   22.40    0         2.9
 1970 MAR  3   16 35 41.0   38.30   20.60    0         4.1
 1970 MAR  4   01 51 31.0   34.60   26.40    0         4.2
 1970 MAR  5   10 57 47.0   37.50   20.80    0         3.6
 1970 MAR  6   23 49  1.0   38.30   23.20    0         2.8
 1970 MAR  7   05 15 18.0   36.50   23.20    0         3.3
 1970 MAR  8   20 29 50.0   35.60   20.70    0         3.8
 1970 MAR  9   17 28 14.0   38.40   27.10    0         3.8
 1970 MAR 12   23 40  5.0   37.90   22.90    0         2.8
 1970 MAR 13   01 08 37.0   37.40   22.00    0         2.8
 1970 MAR 13   01 37 29.0   39.40   22.80    0         3.3
 1970 MAR 13   01 57   .0   36.30   20.70    0         3.8
 1970 MAR 15   00 25 11.0   35.20   25.20    0         3.8
 1970 MAR 15   05 08 24.0   36.50   21.00    0         3.6
 1970 MAR 17   17 00 53.0   41.30   20.90    0         4.4
 1970 MAR 17   19 13 18.0   36.60   22.20    0         3.4
 1970 MAR 18   13 23 10.0   38.40   21.60    0         3.2
 1970 MAR 21   14 14 20.0   35.90   26.60    0         3.9
 1970 MAR 21   14 19 56.0   37.70   22.10    0         3.0
 1970 MAR 23   05 30 51.0   37.10   20.80    0         3.5
 1970 MAR 23   07 56  6.0   39.20   27.80    0         4.2
 1970 MAR 23   20 56  3.0   39.00   20.50    0         4.8
 1970 MAR 23   21 34  3.0   39.00   20.70    0         3.6
 1970 MAR 23   22 19  3.0   39.20   20.10    0         3.8
 1970 MAR 24   06 14 37.0   39.10   20.30    0         3.7
 1970 MAR 24   08 27 34.0   36.50   21.00    0         3.6
 1970 MAR 25   17 14 53.0   35.10   22.60    0         4.0
 1970 MAR 26   00 32 17.0   38.90   26.50    0         3.3
 1970 MAR 26   01 34  5.0   39.20   19.80    0         3.9
 1970 MAR 26   06 20 12.0   39.10   20.20    0         3.8
