      DATE         TIME     LAT.   LONG.  DEPTH    MAGNITUDE            
                   (GMT)    (N)    (E)    (km)       (Local)
 2020 AUG 11   03 31 17.2 37.6849 24.0985    3         1.2
 2020 AUG 11   03 42 01.6 40.5807 22.5851   16         2.2
 2020 AUG 11   05 11 49.0 37.6776 24.1132   10         1.3
 2020 AUG 11   07 17 13.5 38.4773 20.4140    6         3.3
 2020 AUG 11   07 56 24.8 37.2391 20.4044   12         2.2
 2020 AUG 11   09 08 18.7 37.6781 21.7461   12         2.2
 2020 AUG 11   09 50 00.8 39.2624 23.7589   11         2.1
 2020 AUG 11   11 14 02.6 36.6403 21.8802   14         2.3
 2020 AUG 11   11 24 31.8 36.1386 21.6513    6         3.2
 2020 AUG 11   11 38 07.9 39.5851 24.7527   18         2.4
 2020 AUG 11   12 01 40.2 39.2940 23.7419   17         1.7
 2020 AUG 11   12 13 22.4 38.2182 21.8623   14         1.5
 2020 AUG 11   12 37 17.4 35.5252 26.5714   34         2.8
 2020 AUG 11   12 43 27.6 35.5380 26.5439   27         2.9
 2020 AUG 11   12 56 50.5 38.3601 21.8037   12         1.3
 2020 AUG 11   13 45 13.1 39.2381 23.7584   12         1.9
 2020 AUG 11   14 23 22.5 39.1626 23.6792   10         1.7
 2020 AUG 11   14 30 44.8 39.5897 24.6922   15         1.7
 2020 AUG 11   15 51 07.1 37.3251 20.5783    9         2.4
 2020 AUG 11   16 04 29.4 37.5357 21.8875   14         1.5
 2020 AUG 11   16 23 03.0 37.0724 20.4941   21         2.3
 2020 AUG 11   16 30 08.8 39.1246 23.4627   18         1.6
 2020 AUG 11   17 45 44.7 34.3506 25.6787   11         2.5
 2020 AUG 11   18 16 45.5 35.1535 26.7526    6         3.5
 2020 AUG 11   20 06 45.0 40.6668 20.6003    6         2.9
 2020 AUG 11   20 49 33.7 38.6897 21.2471   20         1.0
 2020 AUG 11   21 03 54.3 39.2413 23.8092   15         1.7
 2020 AUG 11   21 37 08.7 37.1036 20.2377    6         3.7
 2020 AUG 11   21 52 55.7 37.1164 20.2615    6         3.3
 2020 AUG 11   22 03 35.5 36.7854 21.9228   13         2.0
 2020 AUG 11   22 13 32.0 37.0816 20.3311    6         2.8
 2020 AUG 11   22 20 31.0 38.4233 21.9429    9         1.2
 2020 AUG 11   22 35 56.6 37.9042 22.6122   14         1.3
 2020 AUG 11   22 57 34.5 39.4716 20.5238   18         2.1
 2020 AUG 11   23 10 27.5 39.4730 20.5417   16         1.6
 2020 AUG 11   23 39 15.0 39.4295 22.7293   16         2.7
 2020 AUG 11   23 48 53.7 39.2592 23.8060   14         2.2
 2020 AUG 12   00 19 35.9 34.9704 23.1070   10         2.1
 2020 AUG 12   00 34 33.1 37.7948 21.6083   19         1.0
 2020 AUG 12   00 52 54.3 37.1622 20.4172    7         1.9
 2020 AUG 12   01 02 19.1 37.7898 21.6270   22         1.2
 2020 AUG 12   01 07 51.9 37.7934 21.6655   19         1.5
 2020 AUG 12   02 49 00.9 40.5634 22.5897   13         2.7
 2020 AUG 12   02 54 42.7 34.7882 24.8895   21         2.9
 2020 AUG 12   03 05 15.4 40.1651 23.9749   12         2.4
 2020 AUG 12   03 13 01.1 40.1523 23.9658   12         1.8
 2020 AUG 12   03 40 35.4 39.7092 24.0976   18         1.9
 2020 AUG 12   04 48 53.0 38.1564 23.4201   12         1.5
 2020 AUG 12   04 57 05.7 40.5780 22.5494   10         3.5
 2020 AUG 12   06 48 33.8 38.5721 22.4551   10         1.5
 2020 AUG 12   06 51 27.6 37.6447 24.1058    9         1.3
 2020 AUG 12   09 21 31.2 40.5588 22.5742   18         2.1
 2020 AUG 12   09 23 45.8 37.8012 21.1606   26         1.8
 2020 AUG 12   09 33 55.2 37.9720 21.5346   26         1.9
 2020 AUG 12   10 10 18.2 38.4160 21.8385   10         1.7
 2020 AUG 12   10 11 05.8 38.4196 21.8321    8         1.3
 2020 AUG 12   12 22 44.3 38.0580 23.6302   16         1.0
 2020 AUG 12   12 50 00.5 38.4334 23.5854   16         2.2
 2020 AUG 12   13 07 40.4 39.1878 22.6735   12         2.1
 2020 AUG 12   15 13 01.8 37.9802 20.6520   22         2.1
 2020 AUG 12   17 12 32.9 34.4916 24.6661   25         2.4
 2020 AUG 12   18 29 43.7 37.9349 22.7628    6         1.2
 2020 AUG 12   20 36 54.9 37.2958 20.3879   15         2.2
 2020 AUG 12   20 43 20.5 37.2592 20.3073   14         2.1
 2020 AUG 12   22 01 10.2 40.5757 22.5902   14         2.5
 2020 AUG 12   23 11 22.3 38.6412 21.7680   19         1.0
 2020 AUG 12   23 31 05.9 39.4661 22.7477   18         2.3
 2020 AUG 13   00 41 32.7 38.4627 20.4817   18         1.7
 2020 AUG 13   00 50 34.2 39.5901 24.6286   10         1.6
 2020 AUG 13   01 05 08.7 36.1514 23.1985   15         2.2
 2020 AUG 13   02 47 23.3 38.0205 22.9335    7         1.4
 2020 AUG 13   02 48 54.3 37.6273 19.9429    9         1.9
 2020 AUG 13   02 57 52.0 37.4515 20.4391   15         2.2
 2020 AUG 13   03 08 54.3 37.6428 22.2620   24         1.4
 2020 AUG 13   03 21 39.6 39.2569 23.8010   13         2.3
 2020 AUG 13   03 57 26.1 37.7174 20.7234   12         2.0
 2020 AUG 13   04 19 39.1 38.4306 21.8449    9         1.5
 2020 AUG 13   04 58 59.1 37.8195 21.1569   18         1.6
 2020 AUG 13   05 01 54.5 37.6657 24.0903   12         1.4
 2020 AUG 13   05 54 46.7 40.5780 22.6007   14         2.5
 2020 AUG 13   07 52 06.1 39.2056 22.6401   12         2.0
 2020 AUG 13   07 56 00.0 37.0981 20.9335    5         2.2
 2020 AUG 13   08 04 05.3 38.3304 21.6861   41         1.1
 2020 AUG 13   09 44 21.3 38.9017 21.2027   20         1.5
 2020 AUG 13   11 45 34.2 38.0708 23.6357   13         1.1
 2020 AUG 13   11 47 06.9 38.2603 21.8761    9         2.7
 2020 AUG 13   12 30 08.6 37.1091 21.4627   25         1.8
 2020 AUG 13   13 00 11.2 38.3249 21.7703    8         1.0
 2020 AUG 13   13 04 27.5 40.5368 22.6364   10         2.8
 2020 AUG 13   13 35 18.1 36.0242 31.2708   35         3.5
 2020 AUG 13   13 41 35.1 38.0424 22.8566   13         2.5
 2020 AUG 13   13 50 01.3 39.2990 20.6424   13         1.8
 2020 AUG 13   14 25 58.0 39.2770 23.8046    9         1.9
 2020 AUG 13   14 39 34.1 35.4474 22.6703   16         2.5
 2020 AUG 13   14 56 12.2 39.2368 20.8237   13         2.0
 2020 AUG 13   15 59 20.5 38.0965 21.9923   18         1.2
 2020 AUG 13   16 00 23.5 38.6746 23.5208    9         2.0
 2020 AUG 13   16 04 00.3 38.2668 21.8788   15         2.3
 2020 AUG 13   16 27 04.6 35.1031 23.4174   36         2.5
 2020 AUG 13   17 44 34.7 37.3370 20.4364   16         2.1
 2020 AUG 13   20 14 02.0 37.8447 21.2636   17         2.0
 2020 AUG 13   21 41 24.5 38.4041 21.6573   24         0.8
 2020 AUG 13   21 53 26.8 37.9848 22.7605    8         1.5
 2020 AUG 13   21 58 24.3 35.8392 21.6119   11         2.9
 2020 AUG 13   22 19 55.6 40.5368 22.5961   12         2.7
 2020 AUG 13   22 30 55.3 39.9944 24.2683   13         1.9
 2020 AUG 13   22 58 06.9 36.3583 22.2519   14         2.5
 2020 AUG 13   23 33 21.8 35.6049 22.5677   11         2.2
 2020 AUG 14   00 19 39.8 36.2888 22.2153   16         2.1
 2020 AUG 14   00 32 56.6 36.3135 22.2510    7         2.0
 2020 AUG 14   01 50 40.6 38.4489 21.8605    9         1.1
 2020 AUG 14   02 39 08.0 34.9805 23.3789   18         2.3
 2020 AUG 14   04 27 12.6 38.4142 21.8596    8         0.8
 2020 AUG 14   08 00 47.1 38.1413 21.0585   12         1.3
 2020 AUG 14   08 16 03.0 40.5826 22.5687   10         2.6
 2020 AUG 14   08 58 50.0 38.2462 21.5012   15         1.0
 2020 AUG 14   09 53 55.9 37.8017 20.5989    6         2.1
 2020 AUG 14   10 48 43.9 39.2349 23.7918    7         2.1
 2020 AUG 14   13 46 27.3 35.1398 26.3104   14         4.0
 2020 AUG 14   14 15 34.7 34.8752 26.3297    7         3.4
 2020 AUG 14   15 46 10.1 40.0763 21.3483    9         2.6
 2020 AUG 14   15 51 49.3 37.2015 20.3339    9         2.0
 2020 AUG 14   16 30 07.5 35.8246 23.2672   43         2.0
 2020 AUG 14   16 39 29.8 34.3498 25.8884   11         3.8
 2020 AUG 14   17 37 56.9 40.4398 23.4476   12         2.6
 2020 AUG 14   17 48 54.4 34.3304 25.8929   15         4.3
 2020 AUG 14   18 09 38.0 37.2299 21.0306   17         1.8
 2020 AUG 14   18 11 39.6 34.4733 25.8160    9         2.6
 2020 AUG 14   18 49 17.2 34.7003 25.6110    8         2.6
 2020 AUG 14   19 10 36.0 37.8676 21.4458   21         1.2
 2020 AUG 14   19 33 56.2 34.5044 25.6128   16         2.4
 2020 AUG 14   20 39 27.9 35.6158 26.7975   20         3.3
 2020 AUG 14   21 02 28.5 39.5224 24.1672   23         2.1
 2020 AUG 14   21 35 53.4 34.6225 24.0372   30         2.1
 2020 AUG 14   21 57 38.6 38.3679 22.0056    9         0.4
 2020 AUG 14   23 18 27.9 36.6705 21.3849    9         2.3
 2020 AUG 14   23 29 01.7 37.2757 20.3586    5         2.1
 2020 AUG 14   23 56 35.9 38.1129 22.0784    9         1.0
 2020 AUG 15   00 08 50.1 38.0498 22.9289    8         1.0
 2020 AUG 15   01 20 48.9 37.5705 20.3586    5         1.6
 2020 AUG 15   01 23 59.7 34.3694 25.8422   10         2.8
 2020 AUG 15   01 51 14.9 38.0360 22.9637    8         1.1
 2020 AUG 15   02 07 57.4 34.4081 25.8622   10         2.7
 2020 AUG 15   02 28 21.6 36.5121 21.9626    9         2.0
 2020 AUG 15   03 00 02.2 34.4412 25.8133    8         3.0
 2020 AUG 15   03 19 23.2 37.1924 22.1338    6         2.4
 2020 AUG 15   03 26 42.0 34.2041 25.9131    6         3.2
 2020 AUG 15   04 06 46.5 38.2114 20.4959   18         1.1
 2020 AUG 15   04 14 16.7 38.4315 20.4781   17         1.8
 2020 AUG 15   04 39 40.6 34.8715 26.3974    7         2.8
 2020 AUG 15   06 00 05.6 38.0617 20.8269   11         1.4
 2020 AUG 15   06 23 51.8 38.3363 21.7754   20         1.0
 2020 AUG 15   06 26 59.0 38.3290 21.7863   18         1.3
 2020 AUG 15   06 27 31.3 38.3363 21.7735   19         2.2
 2020 AUG 15   06 29 59.0 38.3308 21.7818   19         2.2
 2020 AUG 15   06 32 04.7 38.3409 21.7744   20         2.4
 2020 AUG 15   06 38 34.4 37.2528 20.4364   13         2.5
 2020 AUG 15   06 38 49.0 38.3107 21.7781   20         0.7
 2020 AUG 15   07 23 42.6 38.1871 23.2283   10         2.0
 2020 AUG 15   08 50 09.9 37.6337 22.1429   18         1.5
 2020 AUG 15   09 41 50.3 37.6822 21.2833   21         3.2
 2020 AUG 15   09 58 30.3 38.0630 22.7573   17         1.6
 2020 AUG 15   10 01 47.3 37.5732 21.3135   16         1.4
 2020 AUG 15   11 35 25.4 37.6730 21.3217   16         2.0
 2020 AUG 15   14 25 37.7 38.3418 21.7818   22         2.2
 2020 AUG 15   15 33 11.8 34.6527 25.5304   83         2.6
 2020 AUG 15   16 27 13.1 38.8106 20.9715   15         2.0
 2020 AUG 15   17 50 07.9 40.0204 24.2111   19         1.8
 2020 AUG 15   19 02 44.9 38.9566 21.9553   17         1.2
 2020 AUG 15   19 51 43.2 35.9738 23.0246    6         2.3
 2020 AUG 15   20 08 17.1 36.9305 20.6891   14         2.1
 2020 AUG 15   20 44 42.3 37.6016 21.3510   16         1.6
 2020 AUG 15   21 15 27.6 37.6547 21.3235   17         1.4
 2020 AUG 15   22 07 09.8 34.4385 25.8252    7         2.9
 2020 AUG 15   22 59 07.1 38.4819 21.7973   14         1.4
 2020 AUG 15   22 59 35.1 35.2002 23.0420   31         2.5
 2020 AUG 15   23 16 25.6 38.5130 21.7900   11         1.0
 2020 AUG 15   23 28 08.0 38.2365 22.5847   14         1.5
 2020 AUG 16   00 40 30.9 34.3854 25.9406   11         3.9
 2020 AUG 16   00 46 02.1 38.3734 22.0074    8         0.8
 2020 AUG 16   00 46 22.7 37.1205 20.9532    6         3.1
 2020 AUG 16   02 09 44.6 37.5632 21.3986    8         1.8
 2020 AUG 16   02 59 45.4 40.7899 25.5647    9         2.7
 2020 AUG 16   04 34 00.8 39.7348 20.2542    6         2.0
 2020 AUG 16   04 51 24.4 37.5128 20.4987    6         2.0
 2020 AUG 16   05 37 40.7 34.0558 24.4171   11         2.9
 2020 AUG 16   06 14 57.8 38.6847 25.4279   35         2.3
 2020 AUG 16   07 15 04.3 36.1990 23.1766   16         2.1
 2020 AUG 16   10 26 24.9 37.4359 20.4620    9         1.9
 2020 AUG 16   10 37 59.9 34.8477 24.0921   29         1.6
 2020 AUG 16   10 52 02.7 36.9003 22.9623   52         2.0
 2020 AUG 16   11 42 12.4 38.7108 20.6255   14         1.7
 2020 AUG 16   11 58 44.9 38.1194 22.7605   13         1.7
 2020 AUG 16   12 29 18.2 38.8692 22.5664   12         1.6
 2020 AUG 16   12 31 23.9 37.8474 23.1541   10         2.8
 2020 AUG 16   12 55 47.2 37.6662 21.2581   12         2.4
 2020 AUG 16   16 52 46.6 38.3720 22.3247   14         1.8
 2020 AUG 16   17 22 17.2 37.4496 20.4337    6         3.1
 2020 AUG 16   18 18 06.2 37.3178 20.8292    8         2.1
 2020 AUG 16   19 07 50.9 38.3405 22.1539   19         0.9
 2020 AUG 16   19 08 22.0 38.4325 22.0152    9         0.7
 2020 AUG 16   19 18 28.5 38.4425 22.0198   10         1.7
 2020 AUG 16   19 24 30.3 38.4352 22.0097    8         1.8
 2020 AUG 16   19 26 19.1 38.4370 22.0097   12         1.7
 2020 AUG 16   20 47 57.0 38.9795 21.1670   14         1.6
 2020 AUG 16   21 45 25.0 35.4346 26.7041   14         2.8
 2020 AUG 16   21 46 01.4 38.1738 23.2324   18         1.5
 2020 AUG 16   21 54 55.5 37.5183 21.6760   18         1.7
 2020 AUG 16   22 23 13.0 37.2803 20.3760   15         2.3
 2020 AUG 16   23 15 56.4 38.3043 21.8321   16         1.0
 2020 AUG 16   23 45 25.0 37.6025 20.9033   20         2.7
 2020 AUG 16   23 57 35.1 37.7023 21.1826   19         1.9
 2020 AUG 17   00 20 31.4 38.0727 22.9353   10         1.6
 2020 AUG 17   02 50 18.0 40.3171 19.5364    2         2.4
 2020 AUG 17   03 19 14.5 37.4817 20.4456   12         2.3
 2020 AUG 17   03 36 22.8 39.0221 21.9548   19         1.5
 2020 AUG 17   04 14 18.9 37.4382 20.4570    2         2.2
 2020 AUG 17   05 40 17.8 38.2521 22.5096   14         1.5
 2020 AUG 17   06 38 16.3 38.0566 22.8809    5         1.7
 2020 AUG 17   07 10 14.7 37.8955 20.9619   17         1.6
 2020 AUG 17   07 27 03.5 36.9049 23.7250   90         5.2
 2020 AUG 17   09 10 46.0 38.1308 22.1109   61         1.8
 2020 AUG 17   09 59 01.0 37.7092 20.7994   13         1.9
 2020 AUG 17   10 35 37.5 35.2977 25.6224    9         2.1
 2020 AUG 17   11 37 55.4 38.7094 22.6108   94         3.5
 2020 AUG 17   13 11 31.7 40.5826 22.5797   11         2.2
 2020 AUG 17   13 38 54.4 37.6831 20.9106   18         2.0
 2020 AUG 17   15 09 39.1 38.1395 23.5835    6         1.0
 2020 AUG 17   15 26 25.0 37.2427 22.7646   69         2.4
 2020 AUG 17   18 47 56.0 38.2906 21.5392    9         0.9
 2020 AUG 17   19 01 42.1 38.0704 21.9919   52         1.5
 2020 AUG 17   20 27 19.0 37.7055 21.3826   19         2.5
 2020 AUG 17   20 55 38.7 37.0001 23.6078   74         2.2
 2020 AUG 17   21 25 56.1 37.6813 21.1102   12         1.8
 2020 AUG 17   22 39 05.2 37.5934 20.5719   11         2.0
 2020 AUG 17   22 45 26.0 37.3334 20.6122   15         2.2
 2020 AUG 17   22 46 08.6 34.8578 23.1097   22         2.2
 2020 AUG 17   23 35 20.2 37.5027 20.4611   16         1.6
 2020 AUG 17   23 51 59.2 37.2263 22.1475   25         1.8
 2020 AUG 18   00 10 25.0 39.6487 20.9756   24         1.4
 2020 AUG 18   02 19 49.5 37.6263 24.0582  162         2.3
 2020 AUG 18   03 34 12.3 37.5027 20.4337    6         2.2
 2020 AUG 18   03 38 31.6 38.1015 20.7376   16         1.8
 2020 AUG 18   03 40 40.4 40.5267 21.1615    6         2.1
 2020 AUG 18   05 35 05.3 37.8383 23.1340   10         2.2
 2020 AUG 18   05 55 51.9 37.7271 24.0747    9         0.9
 2020 AUG 18   06 58 52.3 37.6474 24.1159    8         1.3
 2020 AUG 18   07 23 38.5 35.2533 22.9962   47         2.8
 2020 AUG 18   10 37 12.0 36.4105 21.8903   48         2.1
 2020 AUG 18   11 23 16.3 37.3654 23.2150   10         1.6
 2020 AUG 18   14 43 39.6 39.2674 20.3508   24         2.3
 2020 AUG 18   15 37 01.7 34.9786 22.7289   27         3.1
 2020 AUG 18   15 59 42.5 34.9557 22.7023    9         3.0
 2020 AUG 18   17 35 15.7 35.7330 22.0807   20         2.6
 2020 AUG 18   18 29 21.9 37.6863 21.1894   28         1.9
 2020 AUG 18   19 17 35.5 38.5643 21.8587   18         0.9
 2020 AUG 18   22 13 55.7 34.9365 22.6904   12         2.6
 2020 AUG 19   00 20 23.6 37.8108 21.1766   24         2.8
 2020 AUG 19   00 24 12.8 37.8767 23.1871    7         1.5
 2020 AUG 19   00 35 58.9 38.4879 20.4868   16         2.6
 2020 AUG 19   00 46 43.5 37.8072 21.1757   22         1.8
 2020 AUG 19   02 01 30.4 36.9205 27.7762   20         2.7
 2020 AUG 19   03 08 20.3 37.7229 20.8333   19         2.0
 2020 AUG 19   04 46 49.7 40.2209 21.0828    9         2.5
 2020 AUG 19   06 49 19.7 37.7234 20.9875   31         1.4
 2020 AUG 19   07 37 43.7 37.7142 20.7880   36         2.6
 2020 AUG 19   08 33 07.7 38.1326 23.5556    7         1.2
 2020 AUG 19   08 35 13.4 37.0340 22.1603    5         2.0
 2020 AUG 19   08 39 40.3 38.1436 23.5941    8         1.3
 2020 AUG 19   09 14 41.8 37.8891 21.3089    4         1.7
 2020 AUG 19   09 49 17.1 33.9587 25.6897   35         4.1
 2020 AUG 19   11 44 52.4 38.4471 21.8623   10         1.8
 2020 AUG 19   12 10 44.6 37.9427 20.9001   22         2.1
 2020 AUG 19   12 20 18.6 34.1565 25.6238   25         3.4
 2020 AUG 19   12 35 44.9 38.9461 24.0752   14         2.0
 2020 AUG 19   12 48 33.6 39.0390 25.8206   17         3.0
 2020 AUG 19   13 04 49.6 39.0225 20.7156   27         1.9
 2020 AUG 19   13 13 19.3 38.3931 23.7209   18         1.4
 2020 AUG 19   13 15 52.5 39.4936 24.2967   16         2.0
 2020 AUG 19   14 14 20.5 37.1494 23.8431   24         2.0
 2020 AUG 19   16 21 39.8 39.3631 26.1996   15         2.4
 2020 AUG 19   16 53 59.9 37.1970 20.4007    8         2.7
 2020 AUG 19   18 36 21.9 36.6769 28.3145   67         3.7
 2020 AUG 19   19 25 51.6 38.4476 25.7309   12         2.1
 2020 AUG 19   19 28 54.3 37.7994 20.9976   24         1.7
 2020 AUG 19   19 34 26.5 39.0536 25.8371   17         2.4
 2020 AUG 19   19 51 05.8 36.9342 23.7103   82         2.3
 2020 AUG 19   19 59 29.8 38.4169 21.9878    7         1.0
 2020 AUG 19   20 39 59.5 38.4760 23.3002    8         1.2
 2020 AUG 19   20 43 55.2 37.4103 20.9125    7         1.8
 2020 AUG 19   20 50 05.0 38.8792 24.4954   11         2.4
 2020 AUG 19   22 27 25.8 35.0446 22.8534   23         2.7
 2020 AUG 19   22 41 24.0 35.2533 23.0951   34         2.8
 2020 AUG 19   23 11 05.9 37.9788 22.7664   10         0.9
 2020 AUG 19   23 25 48.3 38.7575 20.6145   12         1.7
 2020 AUG 19   23 28 42.7 35.3403 23.0502   30         2.0
 2020 AUG 19   23 37 16.7 35.1453 23.2141   48         2.1
 2020 AUG 20   00 51 35.6 34.4508 25.5409   11         2.2
 2020 AUG 20   01 26 06.9 38.0461 22.3714   10         1.2
 2020 AUG 20   01 32 09.4 36.4297 22.3196    9         1.8
 2020 AUG 20   02 39 48.3 38.4444 22.0674   12         0.9
 2020 AUG 20   03 01 35.1 38.4123 21.9145   12         1.8
 2020 AUG 20   03 56 21.1 36.6440 20.4977    8         2.5
 2020 AUG 20   05 35 07.8 38.3876 21.7104   11         0.9
 2020 AUG 20   05 52 20.4 39.5668 24.8058   21         2.7
 2020 AUG 20   08 42 01.4 38.3968 23.7328   14         1.6
 2020 AUG 20   09 19 24.8 33.7886 25.8329   10         3.9
 2020 AUG 20   11 23 22.0 35.0299 22.9633   16         2.3
 2020 AUG 20   11 46 12.9 37.5412 22.3050   25         1.3
 2020 AUG 20   12 27 11.2 35.2917 23.4851   24         1.9
 2020 AUG 20   14 37 32.3 38.2910 22.3535   11         1.4
 2020 AUG 20   15 04 52.1 35.6818 27.5848   12         2.9
 2020 AUG 20   16 30 03.9 38.3780 23.7222   12         1.2
 2020 AUG 20   16 57 36.3 37.2363 20.4785    9         2.8
 2020 AUG 20   18 40 45.8 37.2400 20.4309   25         2.1
 2020 AUG 20   19 02 54.8 38.6279 21.6064   13         0.7
 2020 AUG 20   19 08 18.8 37.8017 23.6549   13         1.2
 2020 AUG 20   19 58 11.0 39.4208 25.6403   14         1.8
 2020 AUG 20   20 05 14.5 38.1976 23.1427   15         2.0
 2020 AUG 20   20 07 12.2 37.7623 23.6082   14         1.3
 2020 AUG 20   20 10 53.4 39.5828 24.7330   15         2.0
 2020 AUG 20   20 13 06.8 37.4149 20.4428    6         2.5
 2020 AUG 20   20 40 15.8 39.0651 23.2008   14         1.7
 2020 AUG 20   21 09 01.7 38.3720 22.2853   13         1.6
 2020 AUG 20   21 18 02.1 37.2665 20.5106   12         2.4
 2020 AUG 20   22 28 38.2 37.8767 23.4874   16         2.0
 2020 AUG 20   22 59 33.6 38.0507 22.4226   70         2.3
 2020 AUG 20   23 21 29.9 37.8781 23.4402    9         1.3
 2020 AUG 20   23 40 38.4 34.5840 24.8318   24         3.1
 2020 AUG 20   23 54 22.2 38.2315 21.3785   11         1.1
 2020 AUG 21   00 13 56.6 37.9601 23.6128   13         1.3
 2020 AUG 21   00 18 18.7 35.0217 27.1774   18         2.5
 2020 AUG 21   01 07 16.3 37.9555 23.6256   10         1.0
 2020 AUG 21   01 37 40.4 38.3611 22.2102   10         0.8
 2020 AUG 21   01 48 18.4 37.1585 20.3732    9         2.7
 2020 AUG 21   02 14 31.0 38.3281 21.7717    9         1.4
 2020 AUG 21   02 17 06.1 38.3272 21.7754    9         0.8
 2020 AUG 21   02 53 03.3 37.5183 21.9690   14         1.6
 2020 AUG 21   02 57 55.1 36.4948 22.3334   16         1.7
 2020 AUG 21   06 08 13.1 36.2347 21.9781   14         3.6
 2020 AUG 21   07 02 22.2 37.3553 20.6818   16         2.4
 2020 AUG 21   07 25 26.0 38.2040 22.5467   14         1.6
 2020 AUG 21   09 06 03.3 38.4306 21.9392    8         1.4
 2020 AUG 21   09 50 07.4 38.3212 21.7667    6         1.4
 2020 AUG 21   10 00 23.3 42.2626 25.8893   35         3.9
 2020 AUG 21   10 03 09.8 37.4483 20.3581    2         3.4
 2020 AUG 21   10 29 00.0 37.4222 20.4373    2         3.7
 2020 AUG 21   10 32 19.8 37.4432 20.4364   16         2.3
 2020 AUG 21   10 56 50.1 37.3508 20.4044   13         2.3
 2020 AUG 21   11 56 49.3 38.3949 21.9511    9         1.2
 2020 AUG 21   12 42 33.0 37.4176 20.4034   12         2.2
 2020 AUG 21   13 43 36.3 34.3542 26.8835   30         2.6
 2020 AUG 21   13 44 58.3 37.4203 20.4282   12         2.1
 2020 AUG 21   13 56 36.9 35.9935 23.9552   32         2.4
 2020 AUG 21   14 06 10.6 37.8896 22.6094   17         2.7
 2020 AUG 21   15 31 43.2 38.3418 22.2121   14         3.3
 2020 AUG 21   18 34 20.9 37.4460 20.4703   14         2.2
 2020 AUG 21   18 41 32.0 37.0981 20.2963    9         2.1
 2020 AUG 21   18 54 53.9 37.4020 20.4080    7         2.3
 2020 AUG 21   21 25 03.9 36.4307 22.3096   14         1.8
 2020 AUG 21   22 49 01.0 38.1276 23.4856    9         3.1
 2020 AUG 21   22 52 46.9 38.0992 23.4883    9         1.4
 2020 AUG 21   22 55 11.0 38.1084 23.4938    7         1.1
 2020 AUG 21   23 04 59.0 38.1093 23.4856    6         0.5
 2020 AUG 21   23 08 16.8 38.1052 23.4970    6         0.8
 2020 AUG 21   23 12 40.1 38.1363 23.4970   10         2.6
 2020 AUG 21   23 29 36.9 37.2990 22.1388   13         2.2
 2020 AUG 22   00 07 11.2 37.8983 22.6126   17         2.1
 2020 AUG 22   01 24 06.8 38.4013 21.8147    7         0.9
 2020 AUG 22   01 51 40.7 39.2551 20.5270   33         1.2
 2020 AUG 22   02 43 35.5 34.7214 24.7714   18         2.8
 2020 AUG 22   03 32 18.3 38.7080 22.2404   19         1.5
 2020 AUG 22   04 28 52.9 38.4439 21.9113    9         1.3
 2020 AUG 22   04 31 55.1 38.0727 21.9987   23         4.2
 2020 AUG 22   05 44 20.2 38.0800 22.0042   21         1.0
 2020 AUG 22   06 24 01.5 38.0708 22.0262   18         1.5
 2020 AUG 22   06 24 28.8 38.0791 22.0345   19         1.3
 2020 AUG 22   07 52 58.2 36.2283 24.7330   85         2.7
 2020 AUG 22   09 01 39.0 38.7886 23.3409   15         1.8
 2020 AUG 22   09 23 15.9 38.4096 20.4524   15         2.2
 2020 AUG 22   09 31 02.0 38.0278 21.5520   18         1.5
 2020 AUG 22   10 25 30.1 38.2777 21.7635    9         2.2
 2020 AUG 22   10 30 14.2 37.8200 23.1047   17         1.6
 2020 AUG 22   10 48 53.2 38.2773 21.7648    8         1.6
 2020 AUG 22   11 20 26.1 37.4716 21.3144   32         2.1
 2020 AUG 22   12 31 31.4 37.6987 24.0939    7         0.9
 2020 AUG 22   12 40 17.1 40.1001 27.1362   35         2.5
 2020 AUG 22   13 14 14.7 34.7736 23.3148   14         2.6
 2020 AUG 22   13 38 15.7 36.8051 23.3231   61         2.1
 2020 AUG 22   14 25 47.3 37.2968 22.2198    5         1.1
 2020 AUG 22   14 33 14.1 37.7371 20.1462    5         2.3
 2020 AUG 22   16 47 36.8 38.3981 22.3636   11         0.9
 2020 AUG 22   18 33 37.8 37.9930 22.0171   22         1.2
 2020 AUG 22   18 36 26.1 37.2885 20.5948    5         2.3
 2020 AUG 22   19 12 02.2 37.7545 20.1544   10         1.8
 2020 AUG 22   19 42 30.5 39.5581 21.9653   62         2.0
 2020 AUG 22   19 57 15.5 39.5782 21.9086   52         1.9
 2020 AUG 22   20 06 53.1 39.5700 21.9662    7         2.3
 2020 AUG 22   21 30 29.8 40.2988 25.0626    4         1.9
 2020 AUG 22   21 50 33.3 37.2418 20.3448    8         2.2
 2020 AUG 22   22 02 18.6 40.2896 25.0589   14         2.1
 2020 AUG 22   22 09 16.1 35.5975 26.5338   43         2.1
 2020 AUG 22   22 28 07.2 39.1891 22.2189   17         1.3
 2020 AUG 22   23 08 26.8 37.5696 19.8450    8         1.8
 2020 AUG 22   23 16 21.1 37.5714 19.7296    6         1.9
 2020 AUG 22   23 31 19.2 37.2638 20.4840    7         1.8
 2020 AUG 23   00 04 38.9 38.8948 22.2322   15         1.4
 2020 AUG 23   00 17 53.7 38.2004 20.4135   10         1.4
 2020 AUG 23   00 51 55.7 38.0612 20.3513   16         2.1
 2020 AUG 23   01 24 25.5 39.4377 20.2922   16         1.8
