      DATE         TIME     LAT.   LONG.  DEPTH    MAGNITUDE            
                   (GMT)    (N)    (E)    (km)       (Local)
 2020 MAR 24   14 06 54.7 38.7556 22.5636   19         1.5
 2020 MAR 24   14 14 51.3 39.2990 20.5472    8         2.0
 2020 MAR 24   14 52 17.3 39.2546 20.5824    8         2.3
 2020 MAR 24   15 42 55.3 39.2899 20.5692   31         1.7
 2020 MAR 24   15 46 10.8 39.2986 20.5595   10         3.6
 2020 MAR 24   16 37 54.0 38.7300 22.4483   20         1.5
 2020 MAR 24   18 34 32.5 38.5643 21.3158    7         1.4
 2020 MAR 24   18 36 33.8 38.5634 21.3158    6         1.7
 2020 MAR 24   18 38 18.6 37.9976 20.6126   31         2.1
 2020 MAR 24   19 14 17.5 37.2574 20.7523   16         2.3
 2020 MAR 24   19 19 44.3 37.5284 22.1072   15         2.1
 2020 MAR 24   19 25 13.6 37.2473 20.6580   11         2.2
 2020 MAR 24   19 39 15.8 37.6602 21.4993   29         2.3
 2020 MAR 24   20 14 05.1 37.6181 20.9024   20         2.2
 2020 MAR 24   20 23 50.8 37.6382 20.9134   17         1.7
 2020 MAR 24   20 36 28.7 37.5522 23.2809   13         1.6
 2020 MAR 24   20 36 51.6 37.5339 23.1161   13         2.0
 2020 MAR 24   21 12 15.6 38.4393 25.8600   18         2.5
 2020 MAR 24   21 38 24.1 36.5075 28.4297   46         2.5
 2020 MAR 24   21 54 32.6 39.2500 20.5833   10         2.3
 2020 MAR 24   22 16 31.9 38.1029 21.5492   21         1.7
 2020 MAR 24   22 37 02.0 37.3041 20.6964   16         1.9
 2020 MAR 24   22 39 08.8 38.7355 22.4455   18         1.6
 2020 MAR 24   22 56 49.2 38.1601 23.5153    9         1.2
 2020 MAR 24   23 26 06.4 37.8470 21.2338   28         1.6
 2020 MAR 24   23 34 55.3 38.2077 22.6089   10         1.3
 2020 MAR 24   23 35 59.3 38.1015 20.3201   13         2.1
 2020 MAR 24   23 37 43.9 39.3045 20.6314   13         2.0
 2020 MAR 24   23 56 12.5 37.6483 20.6525   15         1.6
 2020 MAR 25   00 30 56.9 37.2711 20.5719   16         1.9
 2020 MAR 25   00 47 50.1 39.3283 20.6094    9         1.8
 2020 MAR 25   01 16 23.2 39.3329 20.6158   35         1.5
 2020 MAR 25   01 19 07.7 38.4531 23.9694   14         1.4
 2020 MAR 25   01 46 27.9 39.2120 20.6049    8         1.4
 2020 MAR 25   01 57 25.3 34.6637 24.0326    8         3.1
 2020 MAR 25   02 31 09.1 39.3082 20.6168    8         2.4
 2020 MAR 25   02 48 00.4 39.3073 20.4108   44         1.6
 2020 MAR 25   02 51 45.3 37.2601 20.8246   14         2.5
 2020 MAR 25   03 44 19.4 37.4579 20.5499   13         2.6
 2020 MAR 25   04 40 40.9 38.1033 23.5483   14         1.7
 2020 MAR 25   04 52 20.9 36.9891 23.0914   17         1.9
 2020 MAR 25   05 04 47.1 38.1821 23.9859    7         1.6
 2020 MAR 25   05 51 12.3 38.1436 20.3531   12         1.6
 2020 MAR 25   05 58 54.7 38.3597 22.0963   11         1.9
 2020 MAR 25   06 09 23.0 37.5687 20.2744    9         1.7
 2020 MAR 25   07 33 40.0 37.5719 21.7973   17         1.9
 2020 MAR 25   08 34 46.6 39.2870 27.5465   10         3.6
 2020 MAR 25   08 41 20.1 39.2433 27.6447   10         3.2
 2020 MAR 25   09 32 31.3 37.4506 20.6451    9         2.0
 2020 MAR 25   09 49 45.1 39.2780 20.6122   13         4.0
 2020 MAR 25   10 44 59.2 39.2715 20.6406    5         2.6
 2020 MAR 25   11 24 36.5 35.1447 22.8494   13         3.6
 2020 MAR 25   11 31 54.6 35.1425 22.8983   12         2.4
 2020 MAR 25   11 36 51.8 36.0297 27.3907   15         2.6
 2020 MAR 25   13 13 58.2 38.0214 21.9539   10         2.6
 2020 MAR 25   13 40 48.6 38.0589 23.7639   13         1.0
 2020 MAR 25   14 58 50.1 39.2546 20.5898   22         2.1
 2020 MAR 25   15 21 57.1 38.5625 21.3524   17         1.4
 2020 MAR 25   17 46 34.6 35.2029 22.8598    9         3.2
 2020 MAR 25   18 34 15.9 39.2404 20.5728   37         1.8
 2020 MAR 25   19 24 13.5 38.0846 23.5469   13         1.5
 2020 MAR 25   19 29 51.8 38.3345 21.7369   13         2.2
 2020 MAR 25   19 43 30.6 37.6364 20.9647   13         2.1
 2020 MAR 25   19 52 11.2 38.0891 23.5506   13         1.5
 2020 MAR 25   19 53 52.5 38.3253 21.7360   14         1.3
 2020 MAR 25   19 56 17.7 38.6925 22.4355   22         1.8
 2020 MAR 25   20 46 30.9 37.8314 20.5133   17         2.3
 2020 MAR 25   20 49 24.8 38.0914 23.5419   14         2.5
 2020 MAR 25   21 18 25.1 38.1084 23.5332   15         2.5
 2020 MAR 25   21 19 21.2 34.7974 23.2397   44         3.0
 2020 MAR 25   21 38 18.4 34.5392 23.9264   29         3.2
 2020 MAR 25   21 48 05.8 38.0891 23.5423   13         1.5
 2020 MAR 25   21 49 05.1 38.0919 23.5423   13         1.5
 2020 MAR 25   22 01 05.6 39.3942 20.4721   18         1.5
 2020 MAR 25   22 09 06.6 38.0891 23.5497   13         1.2
 2020 MAR 25   22 10 12.0 37.6016 20.8603   11         1.6
 2020 MAR 25   22 10 31.7 38.0882 23.5423   12         1.3
 2020 MAR 25   22 24 40.2 39.2441 20.6058    8         3.4
 2020 MAR 25   23 07 20.3 38.2814 22.3796   14         1.7
 2020 MAR 25   23 12 11.9 38.2549 22.7229   14         1.6
 2020 MAR 26   00 11 54.5 38.1134 23.6041   22         1.5
 2020 MAR 26   00 26 17.6 37.6483 20.9235   22         2.3
 2020 MAR 26   01 05 37.7 38.8376 21.4755   13         1.5
 2020 MAR 26   01 41 56.4 38.2388 22.7280   34         1.8
 2020 MAR 26   01 53 25.4 39.2807 20.4941   49         2.1
 2020 MAR 26   03 14 02.9 38.7071 22.4254   20         1.6
 2020 MAR 26   03 15 49.9 38.4270 25.7350   16         2.6
 2020 MAR 26   03 51 19.0 38.1221 23.6723   14         1.6
 2020 MAR 26   05 04 40.8 39.2720 20.5925   11         2.0
 2020 MAR 26   05 43 50.3 39.3008 20.6003   21         1.7
 2020 MAR 26   06 12 10.9 37.1722 20.4510    6         2.3
 2020 MAR 26   07 20 37.2 37.8085 22.0596   15         1.5
 2020 MAR 26   07 38 29.7 37.2372 20.3879    8         4.3
 2020 MAR 26   08 11 32.1 38.0177 21.9722   14         2.3
 2020 MAR 26   08 49 21.7 37.2025 20.3531    5         2.7
 2020 MAR 26   09 28 52.1 39.3155 20.5600   39         2.0
 2020 MAR 26   10 36 47.5 37.7962 21.2810   20         2.3
 2020 MAR 26   10 57 21.1 38.1258 23.6668   14         1.8
 2020 MAR 26   11 06 59.0 38.4352 20.5183    8         2.2
 2020 MAR 26   11 23 00.1 38.0855 21.6197   28         2.2
 2020 MAR 26   12 10 40.5 37.3032 20.6149    5         2.5
 2020 MAR 26   12 50 16.1 37.3599 20.4977    6         2.6
 2020 MAR 26   13 38 44.8 38.1532 23.8902    5         1.1
 2020 MAR 26   13 52 42.1 37.3105 21.5250    8         2.1
 2020 MAR 26   13 55 06.7 37.3489 21.6019   43         2.0
 2020 MAR 26   15 07 01.8 38.6050 23.6179   13         1.7
 2020 MAR 26   15 43 39.1 38.4911 21.5584   15         1.4
 2020 MAR 26   16 27 59.4 38.3611 21.7790   13         1.5
 2020 MAR 26   16 45 23.7 36.4645 24.1544   18         2.7
 2020 MAR 26   17 24 43.2 34.7589 23.8348   42         2.3
 2020 MAR 26   17 45 02.3 37.9843 22.8580   75         2.0
 2020 MAR 26   18 00 42.8 38.3432 21.7996    9         1.6
 2020 MAR 26   18 10 56.7 37.6401 20.9610   17         2.3
 2020 MAR 26   18 33 42.7 38.4471 23.4663   15         2.1
 2020 MAR 26   20 37 42.1 35.5435 27.6938   10         2.1
 2020 MAR 26   23 11 53.8 37.6767 20.5618   12         2.2
 2020 MAR 26   23 30 45.4 38.9566 26.2857    8         2.5
 2020 MAR 27   00 07 52.7 39.2615 20.5920   16         1.5
 2020 MAR 27   00 40 48.6 37.6181 20.9042    8         1.7
 2020 MAR 27   01 08 59.8 38.5551 21.3789    2         1.4
 2020 MAR 27   01 10 31.1 38.5684 21.3876   18         1.5
 2020 MAR 27   01 47 49.3 34.2535 26.3727   23         2.2
 2020 MAR 27   02 24 49.5 36.4792 26.9870    5         3.1
 2020 MAR 27   03 18 34.9 38.4402 25.7455   15         2.9
 2020 MAR 27   03 55 54.8 40.2155 19.6674    6         2.1
 2020 MAR 27   04 31 08.4 36.4069 27.1051   74         3.0
 2020 MAR 27   04 46 24.3 38.9809 22.2359   72         3.0
 2020 MAR 27   04 58 20.0 36.2228 28.7704   30         3.1
 2020 MAR 27   05 01 14.9 39.2935 20.4483   50         2.1
 2020 MAR 27   06 18 20.9 38.7804 24.1466   11         2.2
 2020 MAR 27   06 38 50.5 36.3940 27.1216   69         2.7
 2020 MAR 27   08 29 51.3 38.1734 20.3773   12         2.2
 2020 MAR 27   08 49 14.7 37.4075 20.8878    8         2.2
 2020 MAR 27   10 11 13.4 36.6779 28.8190   19         2.3
 2020 MAR 27   10 13 25.4 37.1123 21.7342   30         1.7
 2020 MAR 27   10 26 10.6 36.5442 28.9197   62         2.8
 2020 MAR 27   14 00 02.2 37.1613 28.5626   22         3.5
 2020 MAR 27   15 12 58.0 38.1454 22.7060   10         1.7
 2020 MAR 27   15 17 08.2 38.0722 22.7261   15         1.7
 2020 MAR 27   15 47 24.9 39.2880 20.6094   29         1.7
 2020 MAR 27   17 56 05.8 39.3123 20.5669   34         1.7
 2020 MAR 27   18 42 28.0 39.3301 20.5783   37         1.5
 2020 MAR 27   18 50 22.4 39.8685 24.0829   11         2.2
 2020 MAR 27   18 53 33.5 39.8502 23.8541    8         2.6
 2020 MAR 27   19 07 26.8 35.8566 28.3493    6         3.1
 2020 MAR 27   19 08 00.9 39.8273 23.8678   11         2.4
 2020 MAR 27   19 41 00.2 39.2972 20.5911   15         1.4
 2020 MAR 27   19 54 04.9 37.4277 20.9134   15         1.8
 2020 MAR 27   20 24 00.8 37.7632 20.6905   16         1.6
 2020 MAR 27   20 25 57.1 39.0294 22.1599   16         1.9
 2020 MAR 27   20 35 53.1 37.2720 20.3952   10         2.1
 2020 MAR 27   20 38 43.4 35.1260 27.9666    5         3.4
 2020 MAR 27   21 29 10.0 38.2498 24.3045    9         2.0
 2020 MAR 27   23 55 53.5 39.1365 21.5620   12         3.1
 2020 MAR 28   00 10 56.8 38.2777 23.6861   12         1.1
 2020 MAR 28   00 36 31.3 38.3034 22.4739   11         1.3
 2020 MAR 28   01 06 21.6 39.2880 20.5801    8         1.7
 2020 MAR 28   02 08 20.7 37.3874 20.3842    5         2.1
 2020 MAR 28   02 15 03.7 35.3979 27.6196   10         2.6
 2020 MAR 28   02 41 57.7 37.5568 21.6962   12         1.3
 2020 MAR 28   02 42 54.7 37.5522 20.6296   18         2.3
 2020 MAR 28   05 16 31.7 38.0502 22.7518   26         1.4
 2020 MAR 28   07 09 56.8 38.8495 20.0775   20         2.1
 2020 MAR 28   08 19 04.7 40.4842 21.5126   10         2.4
 2020 MAR 28   08 30 21.2 35.3915 26.1411    7         2.6
 2020 MAR 28   08 56 42.2 36.8449 22.8767   16         2.3
 2020 MAR 28   09 09 21.8 37.0193 23.1198   11         1.9
 2020 MAR 28   09 13 35.8 38.3725 21.8179    6         1.3
 2020 MAR 28   09 59 41.4 37.6511 22.6089   14         1.8
 2020 MAR 28   10 12 26.4 36.4966 20.6323   35         2.8
 2020 MAR 28   10 29 36.3 38.1198 22.3581   12         1.8
 2020 MAR 28   10 49 04.0 38.3437 21.7699    9         1.5
 2020 MAR 28   11 08 04.5 38.3414 23.3286    6         1.7
 2020 MAR 28   11 48 19.5 38.3249 23.3121    8         1.4
 2020 MAR 28   12 04 55.2 37.8021 21.1395   13         1.6
 2020 MAR 28   14 17 20.3 38.5057 21.7387   18         0.7
 2020 MAR 28   14 20 18.0 39.3246 20.5069   40         1.9
 2020 MAR 28   14 42 15.2 37.4002 20.4776   11         2.3
 2020 MAR 28   16 34 39.3 37.3581 20.6754   15         2.1
 2020 MAR 28   18 04 52.2 35.4684 26.3022   10         2.5
 2020 MAR 28   18 49 10.1 39.3411 20.5142   38         2.2
 2020 MAR 28   19 32 47.4 38.8628 23.4618   13         1.6
 2020 MAR 28   20 04 25.1 34.9887 24.3631   33         2.0
 2020 MAR 28   20 20 07.9 38.3400 22.3091   18         1.6
 2020 MAR 28   20 26 33.2 39.0834 21.6646   14         1.9
 2020 MAR 28   21 00 23.1 38.4398 22.1599   13         1.7
 2020 MAR 28   21 24 27.4 38.1194 21.5529   18         1.3
 2020 MAR 28   22 06 39.8 35.0162 24.4382    8         1.8
 2020 MAR 28   22 10 04.0 38.7181 23.0406   10         1.6
 2020 MAR 28   22 16 10.9 35.0107 24.3887   11         1.9
 2020 MAR 28   22 44 56.8 41.2505 23.7263   15         2.3
 2020 MAR 28   23 19 02.8 34.9191 23.9236   15         1.6
 2020 MAR 28   23 31 02.8 37.7110 20.7344   10         1.6
 2020 MAR 28   23 48 56.9 37.8397 21.1826   13         1.4
 2020 MAR 29   00 10 36.8 39.2331 20.5234   12         1.6
 2020 MAR 29   00 27 10.7 37.6991 21.4925   17         1.5
 2020 MAR 29   00 51 36.7 38.4380 22.1809   14         0.9
 2020 MAR 29   01 02 04.8 36.4220 22.9216   10         1.9
 2020 MAR 29   01 27 09.9 38.4631 26.8542    6         2.8
 2020 MAR 29   02 00 54.8 37.9399 20.2986   13         1.6
 2020 MAR 29   02 23 38.3 38.5725 21.5987   14         0.9
 2020 MAR 29   02 34 34.5 38.2260 20.7321   14         2.3
 2020 MAR 29   02 52 51.2 37.8163 21.0805   15         2.8
 2020 MAR 29   03 21 36.0 38.4586 26.8204    8         2.6
 2020 MAR 29   03 29 10.4 37.4103 20.8575   10         2.6
 2020 MAR 29   03 50 17.5 37.4496 20.9390    9         1.6
 2020 MAR 29   04 09 51.5 35.4831 27.6041    6         3.1
 2020 MAR 29   04 34 25.5 37.3041 20.5170    6         4.0
 2020 MAR 29   04 53 46.8 37.0102 23.1418   11         2.7
 2020 MAR 29   05 56 38.8 39.0216 27.9474   11         3.7
 2020 MAR 29   06 21 18.4 37.4886 21.0750   12         3.0
 2020 MAR 29   06 36 20.1 37.8335 21.5425   21         1.1
 2020 MAR 29   06 49 06.2 37.3178 20.8017   20         1.7
 2020 MAR 29   07 19 14.9 37.8108 21.2416   20         1.7
 2020 MAR 29   08 19 09.0 39.9248 23.5204   16         2.3
 2020 MAR 29   09 50 36.0 38.9663 27.7477   10         2.1
 2020 MAR 29   10 35 30.5 41.6907 22.3873   10         3.2
 2020 MAR 29   10 56 19.3 39.2862 20.6479    7         1.5
 2020 MAR 29   11 42 40.6 39.1085 27.9343   10         2.6
 2020 MAR 29   12 28 12.8 41.7719 22.2345    7         1.7
 2020 MAR 29   12 40 58.3 34.8724 22.9999   20         2.2
 2020 MAR 29   13 40 43.3 39.3713 20.7239   57         1.9
 2020 MAR 29   13 51 22.2 38.7268 22.4231   14         1.5
 2020 MAR 29   14 39 03.1 37.5531 20.5353    8         2.0
 2020 MAR 29   14 49 03.0 37.2821 20.5573   14         1.9
 2020 MAR 29   14 49 41.3 38.3853 21.9827    7         1.1
 2020 MAR 29   14 52 25.9 37.9683 22.4208    8         1.6
 2020 MAR 29   14 56 43.0 37.2968 20.5609   14         1.8
 2020 MAR 29   15 31 41.4 34.8137 24.9279   22         2.0
 2020 MAR 29   16 06 07.2 37.5504 21.7465   10         1.7
 2020 MAR 29   18 42 17.3 39.2377 20.5573   13         2.5
 2020 MAR 29   19 35 07.5 36.9955 23.0832   16         1.7
 2020 MAR 29   19 46 02.6 38.9127 26.1612   14         2.2
 2020 MAR 29   20 16 40.2 37.5348 20.3778    7         1.6
 2020 MAR 29   20 52 38.4 38.4499 23.6916    6         2.5
 2020 MAR 29   20 56 44.3 38.4512 23.6929    2         1.2
 2020 MAR 29   21 42 48.6 40.1871 19.8129    2         1.7
 2020 MAR 29   21 55 16.3 39.2862 20.5692   23         1.6
 2020 MAR 29   22 38 18.1 34.9452 24.7884    2         2.5
 2020 MAR 29   23 00 32.1 38.3867 22.0116    8         1.0
 2020 MAR 29   23 36 37.1 37.5467 21.7319   14         1.5
 2020 MAR 30   00 34 28.5 37.7911 22.8937   28         1.3
 2020 MAR 30   01 37 23.0 38.6311 22.8172   14         1.4
 2020 MAR 30   01 59 32.8 37.2615 21.8651   30         1.8
 2020 MAR 30   02 12 48.1 35.4108 26.1310    8         2.4
 2020 MAR 30   02 47 39.1 37.3471 20.7413   15         1.9
 2020 MAR 30   03 11 15.9 38.6224 22.3114   16         1.2
 2020 MAR 30   04 15 31.8 38.2352 22.5797   11         1.3
 2020 MAR 30   04 22 23.4 37.8360 21.1496   15         1.2
 2020 MAR 30   05 15 45.2 37.5485 21.7685   18         1.7
 2020 MAR 30   05 21 11.3 37.5755 21.7479   10         1.8
 2020 MAR 30   06 17 38.5 37.5842 21.7346    8         1.6
 2020 MAR 30   07 07 05.2 38.2278 22.7023   17         1.4
 2020 MAR 30   07 48 13.8 35.2496 23.2050   53         2.4
 2020 MAR 30   08 02 53.3 37.6236 20.9061   22         2.3
 2020 MAR 30   09 50 43.3 37.5801 21.7186   18         1.7
 2020 MAR 30   10 59 57.2 37.5755 20.5989   17         2.4
 2020 MAR 30   11 41 37.3 38.4901 21.6252   16         1.2
 2020 MAR 30   12 31 19.5 35.1869 27.8412    8         2.8
 2020 MAR 30   13 30 22.6 35.4135 23.3615   35         3.0
 2020 MAR 30   15 08 54.1 37.3306 20.7138    5         1.9
 2020 MAR 30   15 56 39.6 37.8914 21.4174   17         3.8
 2020 MAR 30   16 37 47.3 37.4588 20.9793   12         1.9
 2020 MAR 30   17 10 30.3 35.8127 28.2486   10         2.8
 2020 MAR 30   17 17 29.7 37.8571 21.3702   18         1.5
 2020 MAR 30   17 23 39.9 37.9019 21.4828   23         1.2
 2020 MAR 30   18 24 30.7 37.8951 21.4787   21         1.3
 2020 MAR 30   18 29 59.2 37.8841 21.4842   26         1.4
 2020 MAR 30   19 29 19.5 40.0479 20.5618   12         2.2
 2020 MAR 30   19 45 45.5 37.8493 21.1299   25         1.6
 2020 MAR 30   21 26 15.5 38.3730 21.8156   14         1.1
 2020 MAR 30   21 27 16.2 37.5645 21.5620   10         1.1
 2020 MAR 30   22 40 32.9 37.2491 20.5133   17         1.9
 2020 MAR 30   23 37 51.0 37.3911 21.1478   29         1.6
 2020 MAR 31   00 04 11.1 38.9763 22.1324   18         1.1
 2020 MAR 31   00 14 09.5 37.8845 21.4709   28         1.8
 2020 MAR 31   00 25 49.1 34.9741 23.9053   29         2.1
 2020 MAR 31   01 20 14.6 37.6190 20.2863   11         1.7
 2020 MAR 31   02 10 12.0 39.2647 20.5769   16         1.4
 2020 MAR 31   02 13 02.7 36.5493 20.6836   11         2.2
 2020 MAR 31   02 53 54.2 36.9494 22.9983   32         1.7
 2020 MAR 31   03 00 54.3 36.9924 27.5650   14         3.1
 2020 MAR 31   04 21 12.9 39.2747 20.5289    4         1.1
 2020 MAR 31   04 43 34.0 39.3901 20.5678   21         1.4
 2020 MAR 31   04 44 15.9 39.5316 20.6259   15         1.3
 2020 MAR 31   04 56 37.1 38.3327 22.3274   11         2.4
 2020 MAR 31   05 04 45.3 37.3251 20.4337    6         2.1
 2020 MAR 31   06 23 58.0 37.2015 20.6891   12         1.8
 2020 MAR 31   08 36 31.4 38.7053 20.5614    8         1.9
 2020 MAR 31   09 30 13.0 37.4313 20.7962   10         2.3
 2020 MAR 31   10 00 44.7 39.3663 21.6408   18         1.7
 2020 MAR 31   10 10 46.5 37.8181 21.1519   18         2.4
 2020 MAR 31   12 00 48.7 35.3165 25.8884   13         2.6
 2020 MAR 31   13 59 27.3 38.6833 23.6613   11         1.6
 2020 MAR 31   14 22 29.9 38.8541 23.1857   12         1.6
 2020 MAR 31   15 44 33.3 38.1102 21.8385   21         2.8
 2020 MAR 31   15 46 50.9 38.1175 21.8211   14         2.0
 2020 MAR 31   15 53 31.3 38.8765 23.3849   15         2.0
 2020 MAR 31   15 55 29.6 38.8472 23.3894   10         2.5
 2020 MAR 31   16 13 32.3 41.7689 20.1020   10         3.1
 2020 MAR 31   17 27 59.2 35.3055 22.7135   10         3.1
 2020 MAR 31   17 46 31.1 38.5776 22.5430   26         1.5
 2020 MAR 31   18 40 01.9 40.2425 21.7488   18         1.5
 2020 MAR 31   18 41 21.4 40.2621 21.8948   26         1.6
 2020 MAR 31   19 12 36.9 35.4034 22.7985   13         2.5
 2020 MAR 31   20 12 21.6 34.9091 26.7865    8         2.7
 2020 MAR 31   20 19 41.4 37.8548 22.9335   13         1.3
 2020 MAR 31   20 29 52.2 38.0910 21.5291   23         1.7
 2020 MAR 31   20 58 18.6 34.8431 24.2120   44         2.8
 2020 MAR 31   21 23 41.8 38.7804 21.8129   18         0.9
 2020 MAR 31   22 03 52.6 39.3466 20.4721   47         1.6
 2020 MAR 31   22 38 17.1 38.0663 21.7003   32         1.4
 2020 MAR 31   22 49 00.1 38.1129 21.5199   22         1.5
 2020 MAR 31   23 11 51.2 37.3947 20.5801    8         2.4
 2020 MAR 31   23 41 32.1 35.3751 25.8939    6         3.1
 2020 MAR 31   23 54 47.9 38.1747 23.4146    8         1.6
 2020 APR  1   00 16 50.0 35.0531 22.4402   13         2.8
 2020 APR  1   00 39 05.3 39.2862 20.5637   11         1.7
 2020 APR  1   00 43 04.8 39.2624 20.6149    6         2.2
 2020 APR  1   01 17 12.8 39.0372 21.1899   18         1.2
 2020 APR  1   01 17 48.0 37.6071 22.9861   10         2.2
 2020 APR  1   03 01 24.7 37.8932 21.4549   22         1.5
 2020 APR  1   03 09 31.8 39.3169 20.6483   12         1.8
 2020 APR  1   03 34 10.0 38.4531 23.4494   11         2.9
 2020 APR  1   04 23 19.0 37.5055 24.3951   12         1.9
 2020 APR  1   05 28 43.1 39.2587 20.5765   16         1.6
 2020 APR  1   06 01 25.1 37.4002 20.7065   14         2.1
 2020 APR  1   06 41 36.0 38.4238 22.2263   14         1.5
 2020 APR  1   07 37 04.7 38.4494 23.4586   12         1.9
 2020 APR  1   08 30 25.6 38.6719 23.6719    9         1.7
 2020 APR  1   10 05 24.9 37.6392 20.4419   10         2.2
 2020 APR  1   10 39 35.2 39.9161 23.4970   14         2.4
 2020 APR  1   10 55 02.9 37.9106 21.4732   20         1.7
 2020 APR  1   11 40 10.9 38.1715 23.3958    8         2.2
 2020 APR  1   12 59 49.5 37.3123 20.7578   15         2.0
 2020 APR  1   13 33 24.4 38.1075 21.5520   20         1.7
 2020 APR  1   13 45 11.9 38.3597 21.7795   13         1.6
 2020 APR  1   15 36 16.8 36.9539 21.5227   19         1.7
 2020 APR  1   16 38 22.6 37.4973 21.5707   12         1.8
 2020 APR  1   18 15 40.8 34.8843 24.6432    8         2.0
 2020 APR  1   19 11 01.2 38.4293 25.7565   18         3.1
 2020 APR  1   19 25 42.4 36.6064 21.6064    3         2.6
 2020 APR  1   20 16 12.1 40.0996 19.8399    2         2.9
 2020 APR  1   21 50 54.3 38.4059 22.0006    7         1.4
 2020 APR  1   21 59 09.3 38.8408 24.1969   17         1.6
 2020 APR  1   22 15 21.5 38.9690 22.0226   14         1.8
 2020 APR  1   22 16 14.1 38.9653 22.0299   15         1.8
 2020 APR  1   22 17 27.4 38.9644 22.0290   14         1.4
 2020 APR  1   22 17 57.8 38.9662 22.0491   17         2.0
 2020 APR  2   01 51 19.3 35.3252 25.2919   17         2.5
 2020 APR  2   02 03 16.3 34.4046 26.3022   12         2.5
 2020 APR  2   02 06 48.4 38.5002 21.8916   12         1.3
 2020 APR  2   02 14 21.7 36.6293 21.6257    6         2.6
 2020 APR  2   02 26 12.7 37.9445 20.7124   35         1.6
 2020 APR  2   02 58 54.1 37.2638 20.7916   16         2.0
 2020 APR  2   03 00 15.1 37.6346 20.5124   18         2.4
 2020 APR  2   04 38 29.2 37.6511 22.5394   54         1.8
 2020 APR  2   06 09 42.7 38.1450 21.6664   25         1.3
 2020 APR  2   06 11 30.2 38.1377 21.6682   26         1.0
 2020 APR  2   06 53 45.4 37.4359 20.4840    9         2.4
 2020 APR  2   07 21 52.5 38.2585 22.0912   10         1.3
 2020 APR  2   07 22 41.4 38.4618 22.1471    8         1.4
 2020 APR  2   07 30 46.7 38.4041 23.8948   14         1.6
 2020 APR  2   08 22 55.8 39.7801 20.6493   12         2.1
 2020 APR  2   10 09 55.2 36.7447 21.5799   22         2.6
 2020 APR  2   12 04 02.6 35.1508 23.0658   20         2.5
 2020 APR  2   12 24 20.2 38.9772 21.1290   27         2.0
 2020 APR  2   13 58 10.3 35.3879 25.8774    9         2.5
 2020 APR  2   14 28 10.3 37.8392 23.8737   18         1.9
 2020 APR  2   15 15 02.9 38.3917 21.9122    6         1.3
 2020 APR  2   15 39 26.2 37.5430 20.7358   19         1.9
 2020 APR  2   17 29 34.9 38.9882 22.0647   14         1.6
 2020 APR  2   18 04 36.2 37.6071 21.2448   16         1.4
 2020 APR  2   20 04 12.4 38.8898 21.7218   19         1.5
 2020 APR  2   20 42 32.0 38.4027 21.7987    2         0.9
 2020 APR  2   21 02 19.2 38.4846 20.4652   12         1.8
 2020 APR  2   21 02 37.2 40.6274 21.4673   42         2.4
 2020 APR  2   21 28 50.6 36.7401 21.5936   21         1.4
 2020 APR  2   21 34 18.3 37.6529 20.3165   15         2.1
 2020 APR  2   21 34 59.2 39.2606 20.4959    6         2.5
 2020 APR  2   22 31 12.2 35.8887 22.6131    8         2.8
 2020 APR  2   22 34 34.4 39.3228 20.5673   13         1.3
 2020 APR  2   23 05 50.4 35.0793 27.9749   44         3.5
 2020 APR  2   23 20 41.8 34.7605 27.8972   35         3.3
 2020 APR  2   23 31 33.7 39.0591 21.7831    8         1.7
 2020 APR  3   00 02 56.6 34.5877 26.3150    2         3.9
 2020 APR  3   00 24 45.1 38.7419 21.7323   12         2.3
 2020 APR  3   01 32 03.1 39.2972 20.5930   10         1.4
 2020 APR  3   01 33 04.6 39.3063 20.5380   39         2.2
 2020 APR  3   03 39 49.6 38.4261 21.9218    7         1.1
 2020 APR  3   05 07 55.2 38.2040 22.7005   22         1.6
 2020 APR  3   05 08 14.7 35.1768 24.0074   17         3.0
 2020 APR  3   05 27 17.3 37.6410 20.3595   21         2.3
 2020 APR  3   06 22 38.5 39.2889 20.5646   11         2.6
 2020 APR  3   09 15 54.0 38.0246 22.9843   14         2.1
 2020 APR  3   09 36 52.3 38.0415 22.9701   18         1.7
 2020 APR  3   12 14 18.1 37.4002 20.9903   24         2.2
 2020 APR  3   15 27 39.7 38.5789 24.5512   15         1.8
 2020 APR  3   15 31 16.6 37.7316 21.1478   33         1.9
 2020 APR  3   15 55 27.8 38.4251 21.9502   10         1.8
 2020 APR  3   16 06 15.4 38.1322 21.9429   15         1.6
 2020 APR  3   16 31 48.1 37.3517 20.4108    9         2.2
 2020 APR  3   17 12 52.6 38.1157 21.9823   18         2.0
 2020 APR  3   17 16 01.1 38.1523 20.3654   13         2.7
 2020 APR  3   17 38 32.6 39.2784 23.5909   12         2.4
 2020 APR  3   18 32 28.1 34.7122 24.1635   26         2.8
 2020 APR  3   18 45 51.2 38.5808 24.5595   12         2.0
 2020 APR  3   19 27 16.8 37.7151 21.4279   26         1.7
 2020 APR  3   19 56 13.4 37.4350 23.6343   21         1.6
 2020 APR  3   20 03 48.7 38.1564 20.2762    7         2.2
 2020 APR  3   20 05 17.7 38.1303 20.3004   12         1.7
 2020 APR  3   20 14 35.0 37.3929 20.6424    4         2.7
