 DATE         TIME     LAT.   LONG.  DEPTH    MAGNITUDE            
                   (GMT)    (N)    (E)    (km)       (Local)
 2019 MAR  9   00 38 26.3 37.6465 20.8887   11         1.3
 2019 MAR  9   00 56 12.1 37.6904 20.9912   10         1.2
 2019 MAR  9   01 28 59.8 37.6694 20.6735   13         2.2
 2019 MAR  9   01 37 59.2 38.5400 23.4814   18         1.2
 2019 MAR  9   01 49 22.8 37.8662 20.6982   14         1.5
 2019 MAR  9   01 51 16.0 38.9209 22.4561   19         1.4
 2019 MAR  9   01 51 46.9 38.9209 22.4561   20         1.9
 2019 MAR  9   01 56 59.5 34.6143 23.9209   33         2.5
 2019 MAR  9   01 59 48.8 37.4927 20.6177   22         2.1
 2019 MAR  9   02 38 51.0 37.5732 20.7275   20         2.4
 2019 MAR  9   02 46 00.4 37.4918 20.6918   11         3.0
 2019 MAR  9   03 00 16.0 35.8154 23.4814   15         1.9
 2019 MAR  9   03 19 09.4 37.5146 20.7861   20         1.6
 2019 MAR  9   03 25 46.3 37.6611 20.7275   13         1.6
 2019 MAR  9   03 26 32.2 37.6309 20.5838   12         3.0
 2019 MAR  9   03 31 40.7 35.3320 29.4727   20         1.9
 2019 MAR  9   04 02 00.7 37.6904 20.6689   10         1.8
 2019 MAR  9   04 07 35.6 37.5980 20.9958   13         1.9
 2019 MAR  9   04 19 18.6 37.5732 20.5811   18         1.5
 2019 MAR  9   04 28 39.3 38.8229 21.3455   15         2.1
 2019 MAR  9   04 32 25.8 37.3984 20.6406   11         2.0
 2019 MAR  9   04 37 05.9 37.0926 21.9937   10         2.2
 2019 MAR  9   04 59 43.7 34.7607 24.2432   20         2.2
 2019 MAR  9   05 10 06.6 37.6611 20.6982   10         1.9
 2019 MAR  9   05 25 25.3 37.6987 20.5582   15         1.7
 2019 MAR  9   05 29 20.6 37.7637 20.5957   10         1.7
 2019 MAR  9   06 10 07.8 37.7490 20.5811   17         1.8
 2019 MAR  9   06 18 37.8 37.7197 21.0498    6         1.5
 2019 MAR  9   06 30 15.5 37.6758 20.8008    5         1.9
 2019 MAR  9   06 45 53.6 37.5879 20.7129    9         1.8
 2019 MAR  9   06 59 02.5 37.6025 20.6396    9         1.8
 2019 MAR  9   07 17 27.9 37.6904 20.5811   15         2.0
 2019 MAR  9   07 18 09.7 37.5586 20.5664   10         2.8
 2019 MAR  9   07 30 15.5 37.5293 20.5371   14         2.1
 2019 MAR  9   07 36 04.6 37.5146 20.7275   33         2.2
 2019 MAR  9   08 14 55.6 37.5751 20.8319    8         1.9
 2019 MAR  9   08 35 14.8 37.6363 20.6715    6         2.0
 2019 MAR  9   09 20 19.8 37.6859 20.5472   12         2.3
 2019 MAR  9   09 37 25.2 37.7197 20.6104   14         1.6
 2019 MAR  9   09 50 23.9 37.7051 20.8301   18         1.6
 2019 MAR  9   10 02 59.2 37.7197 20.5811    7         1.7
 2019 MAR  9   10 36 33.5 37.5547 20.6016   15         2.0
 2019 MAR  9   10 59 02.2 37.4141 20.5234   13         2.1
 2019 MAR  9   11 29 36.8 37.5469 20.6094   16         1.9
 2019 MAR  9   11 38 56.1 38.2166 23.4064    4         1.1
 2019 MAR  9   12 50 00.7 37.7783 20.8154   14         1.6
 2019 MAR  9   13 05 28.2 37.4561 20.7861   26         1.9
 2019 MAR  9   13 09 10.4 39.3457 20.2441   19         1.8
 2019 MAR  9   13 20 27.4 37.6712 20.7742    8         1.7
 2019 MAR  9   13 31 51.4 37.7490 20.6396   14         1.4
 2019 MAR  9   14 07 18.6 37.5586 20.5664    9         2.1
 2019 MAR  9   14 34 04.2 37.6611 20.5518   11         2.4
 2019 MAR  9   14 38 48.0 37.3682 20.5811    8         2.8
 2019 MAR  9   15 27 25.5 37.3242 20.6836   15         2.1
 2019 MAR  9   16 15 40.9 37.2510 26.9092   18         2.6
 2019 MAR  9   16 22 17.0 37.2363 26.8652   15         3.1
 2019 MAR  9   16 29 58.9 39.0674 24.2725   13         1.9
 2019 MAR  9   16 34 06.2 37.6025 20.6396   13         2.1
 2019 MAR  9   17 04 40.4 37.0166 21.4893   28         2.1
 2019 MAR  9   18 03 05.4 37.3682 20.6396   10         1.9
 2019 MAR  9   18 09 10.8 37.4561 22.0459   12         1.8
 2019 MAR  9   18 54 56.0 37.7490 20.4639   11         2.3
 2019 MAR  9   18 59 13.1 38.4521 23.8623   12         1.4
 2019 MAR  9   19 11 26.7 38.5400 22.0459   10         1.4
 2019 MAR  9   19 57 10.5 37.6904 20.5518   17         2.2
 2019 MAR  9   20 31 04.6 37.4854 20.5811   16         2.0
 2019 MAR  9   20 45 09.0 37.6904 20.7275   16         2.4
 2019 MAR  9   21 02 12.6 37.6465 20.7129   10         1.7
 2019 MAR  9   21 29 57.3 37.4268 20.8447   20         2.0
 2019 MAR  9   21 35 04.1 37.4561 20.6982   17         2.1
 2019 MAR  9   21 36 52.0 40.5460 23.6783    8         0.9
 2019 MAR  9   22 02 26.7 37.7197 20.6104   13         2.1
 2019 MAR  9   22 21 39.5 39.4043 21.0059   12         2.5
 2019 MAR  9   22 41 45.4 37.4295 20.4611   14         2.9
 2019 MAR  9   22 48 54.9 37.4771 20.4904   17         2.8
 2019 MAR  9   22 53 04.1 37.4414 20.6836   22         1.7
 2019 MAR  9   23 34 22.0 37.8662 21.1377   22         1.6
 2019 MAR  9   23 46 45.1 38.6641 21.2891   20         1.8
 2019 MAR  9   23 55 27.6 37.4268 20.6396   30         2.0
 2019 MAR 10   00 15 18.9 37.7051 20.7129   11         1.5
 2019 MAR 10   00 16 16.6 37.4561 20.9619   20         1.7
 2019 MAR 10   00 34 53.5 36.6504 26.3965   15         2.1
 2019 MAR 10   00 37 14.1 37.6318 20.8740   16         1.8
 2019 MAR 10   00 53 40.7 37.7490 20.7275   18         1.3
 2019 MAR 10   01 00 01.9 37.5146 20.6396   12         2.1
 2019 MAR 10   01 05 08.3 38.5541 24.0943   10         1.2
 2019 MAR 10   01 51 35.5 37.6318 21.3721   19         1.4
 2019 MAR 10   02 09 10.2 37.2217 22.0166    8         1.5
 2019 MAR 10   02 28 00.3 38.8916 21.6943   15         1.8
 2019 MAR 10   03 08 35.5 37.7046 20.7559   10         2.3
 2019 MAR 10   03 08 37.6 38.1592 21.5479   17         1.2
 2019 MAR 10   03 22 25.7 37.7188 20.6021   12         1.8
 2019 MAR 10   03 24 45.1 37.7216 20.7111   10         2.3
 2019 MAR 10   03 48 59.6 37.6904 20.5811   10         1.4
 2019 MAR 10   03 56 03.5 37.7490 20.6104   10         1.6
 2019 MAR 10   04 05 07.8 37.2803 20.7861   21         1.9
 2019 MAR 10   04 07 27.9 37.4277 20.5875    8         2.8
 2019 MAR 10   04 30 19.1 37.7783 20.4932   14         1.7
 2019 MAR 10   04 53 08.4 37.7554 20.4813   17         1.9
 2019 MAR 10   05 29 46.3 39.5068 26.3818   24         2.0
 2019 MAR 10   06 49 25.3 37.6611 20.6104   12         1.6
 2019 MAR 10   07 14 32.7 37.6611 20.6982   12         2.0
 2019 MAR 10   07 18 24.4 38.8330 25.6494   15         2.2
 2019 MAR 10   09 29 38.0 37.5732 20.6104   33         1.5
 2019 MAR 10   09 34 51.7 36.2578 28.4453   22         2.2
 2019 MAR 10   09 58 17.6 38.3936 22.0166   11         1.4
 2019 MAR 10   10 54 02.2 34.9072 24.3896   23         2.8
 2019 MAR 10   10 58 41.4 37.6611 20.8154   13         2.2
 2019 MAR 10   11 02 45.5 38.2344 20.4219    8         1.2
 2019 MAR 10   11 05 37.6 38.2344 20.4219    7         1.3
 2019 MAR 10   11 39 54.3 38.1172 20.4297   20         1.4
 2019 MAR 10   11 40 58.0 37.5703 20.7578   18         1.3
 2019 MAR 10   11 42 29.3 37.6172 20.5078    9         2.0
 2019 MAR 10   11 46 34.0 37.7266 20.3828    5         1.8
 2019 MAR 10   11 55 24.5 37.6484 20.6641   13         2.6
 2019 MAR 10   12 04 03.3 37.7031 20.6719   16         1.6
 2019 MAR 10   12 26 45.1 41.2109 23.7422   14         1.4
 2019 MAR 10   13 02 46.4 37.3672 20.5234    6         2.7
 2019 MAR 10   13 12 46.1 39.4922 21.0078   13         1.6
 2019 MAR 10   13 20 35.5 37.3672 20.5124    4         2.7
 2019 MAR 10   13 49 01.1 37.3947 20.4593    6         2.3
 2019 MAR 10   13 54 52.5 36.6357 21.9349    5         2.1
 2019 MAR 10   14 51 59.1 37.4167 20.4831   13         2.1
 2019 MAR 10   15 43 30.3 38.7031 25.8594   15         2.5
 2019 MAR 10   15 55 40.2 37.5897 20.3156    8         1.9
 2019 MAR 10   15 58 21.0 40.3594 23.9531    8         2.0
 2019 MAR 10   16 22 44.1 38.8594 25.9531   16         2.7
 2019 MAR 10   16 50 14.6 37.4268 20.7275   21         1.8
 2019 MAR 10   17 22 16.7 37.5439 20.6689   18         1.8
 2019 MAR 10   17 26 55.5 37.4854 20.5811   11         2.2
 2019 MAR 10   18 11 14.7 37.6025 20.7861   13         1.9
 2019 MAR 10   18 14 06.2 37.4561 20.6689    8         2.2
 2019 MAR 10   18 20 31.2 37.5293 20.6543   15         2.0
 2019 MAR 10   18 27 13.6 37.6291 20.7889    8         1.9
 2019 MAR 10   18 33 23.7 38.8623 25.9717   16         2.2
 2019 MAR 10   18 33 28.4 37.4268 20.8740   17         1.8
 2019 MAR 10   18 39 12.5 38.8477 25.9570   12         2.5
 2019 MAR 10   18 57 11.8 37.6611 20.6689   10         2.8
 2019 MAR 10   19 02 22.7 37.5293 20.5371    6         2.4
 2019 MAR 10   19 14 09.9 37.6611 20.7275    8         1.4
 2019 MAR 10   19 31 55.2 37.4707 20.7715   18         1.5
 2019 MAR 10   20 20 02.7 37.5430 20.7138   10         1.8
 2019 MAR 10   20 35 52.2 37.6611 20.5225   12         1.9
 2019 MAR 10   20 47 09.8 37.6263 20.3339    8         1.9
 2019 MAR 10   21 01 15.6 37.6611 20.8740   14         2.0
 2019 MAR 10   21 16 25.7 37.6904 20.5811   12         1.8
 2019 MAR 10   21 36 28.4 37.5961 20.6168   13         1.7
 2019 MAR 10   21 54 45.5 37.6025 20.6982   18         2.0
 2019 MAR 10   22 16 17.1 37.8369 21.1084   10         1.6
 2019 MAR 10   22 45 21.1 37.3389 20.8740   10         2.0
 2019 MAR 10   22 52 10.8 38.9209 24.0381   12         1.6
 2019 MAR 10   23 01 43.1 40.5029 23.5107    7         1.4
 2019 MAR 10   23 27 07.7 37.6804 20.7724   16         1.6
 2019 MAR 10   23 51 43.9 38.1885 20.6104    9         1.4
 2019 MAR 11   00 25 51.3 35.3946 27.6997   24         2.2
 2019 MAR 11   00 32 09.5 38.6426 22.7637   12         1.3
 2019 MAR 11   00 38 57.9 37.6611 20.6396   16         1.3
 2019 MAR 11   00 39 56.8 35.2881 24.2432   15         2.3
 2019 MAR 11   01 01 01.8 37.4854 20.6982   18         1.8
 2019 MAR 11   01 20 55.1 37.5705 20.6552   11         3.2
 2019 MAR 11   01 26 30.5 38.2764 21.6650   26         2.1
 2019 MAR 11   01 32 58.1 38.8916 26.0010   10         2.4
 2019 MAR 11   01 35 19.5 40.5332 21.5846   10         1.3
 2019 MAR 11   01 56 50.4 37.7637 20.7715   16         2.1
 2019 MAR 11   02 03 54.6 37.6538 20.8596   10         1.8
 2019 MAR 11   02 12 39.5 37.7035 20.7416   10         1.4
 2019 MAR 11   02 18 32.9 37.7426 20.4556   17         2.1
 2019 MAR 11   03 03 43.7 37.6904 20.6689   11         1.6
 2019 MAR 11   03 12 00.5 37.7490 20.7568    9         1.8
 2019 MAR 11   03 52 51.0 37.6611 20.6982    9         1.6
 2019 MAR 11   04 12 38.7 38.5355 23.8705   16         1.3
 2019 MAR 11   04 46 32.8 38.0859 24.0234    6         1.9
 2019 MAR 11   05 11 31.7 38.1299 21.5479   16         1.8
 2019 MAR 11   05 12 28.4 37.4561 20.6982   18         2.6
 2019 MAR 11   05 21 27.1 35.8887 27.2168    8         2.7
 2019 MAR 11   05 39 14.8 37.9541 23.1299   14         1.2
 2019 MAR 11   05 44 44.1 37.5732 22.0459   11         2.9
 2019 MAR 11   06 04 34.2 37.5146 20.5518   16         2.2
 2019 MAR 11   06 24 25.0 35.2588 25.8545   33         3.4
 2019 MAR 11   08 00 52.4 37.4121 20.5957   20         2.1
 2019 MAR 11   08 08 21.8 38.8916 23.3057   23         1.3
 2019 MAR 11   08 12 22.3 38.2764 23.3643    6         1.9
 2019 MAR 11   08 22 54.4 37.6611 20.7275   10         2.0
 2019 MAR 11   08 52 46.5 37.6904 20.6689   14         2.1
 2019 MAR 11   09 02 13.5 38.8623 25.9424   16         1.9
 2019 MAR 11   09 55 19.8 37.6071 20.6754   12         2.0
 2019 MAR 11   10 20 40.9 37.4561 20.6689   19         2.8
 2019 MAR 11   10 31 23.0 40.6641 23.3203   14         2.0
 2019 MAR 11   11 11 21.2 37.5879 20.6543    9         1.6
 2019 MAR 11   11 42 09.1 37.3389 20.6396   18         2.7
 2019 MAR 11   11 46 54.1 37.3535 20.7129   18         2.7
 2019 MAR 11   12 19 37.7 38.5400 23.7158   16         1.5
 2019 MAR 11   12 28 26.4 40.1221 19.9951   13         1.8
 2019 MAR 11   12 45 01.2 37.6318 21.0791   15         1.9
 2019 MAR 11   13 44 09.1 35.2443 27.0849   10         2.8
 2019 MAR 11   13 51 12.2 37.4854 20.6982   21         2.1
 2019 MAR 11   13 57 12.8 38.8348 25.9991   18         3.6
 2019 MAR 11   14 16 04.2 39.1260 23.3643   12         1.4
 2019 MAR 11   14 27 14.4 39.5361 26.4404   28         2.1
 2019 MAR 11   14 41 22.2 37.2803 20.6104    8         2.5
 2019 MAR 11   15 56 03.9 37.7051 20.5957    4         1.6
 2019 MAR 11   16 08 21.0 38.1903 22.9523   14         2.5
 2019 MAR 11   16 59 49.8 37.6025 20.6396   10         2.1
 2019 MAR 11   17 12 16.9 38.4897 25.5130    8         2.4
 2019 MAR 11   17 36 42.3 38.4814 25.5322   14         2.2
 2019 MAR 11   18 11 36.8 39.0674 20.7275   12         1.6
 2019 MAR 11   18 32 26.0 37.6172 20.7422   12         2.7
 2019 MAR 11   18 36 49.5 37.2803 20.5811   12         2.7
 2019 MAR 11   18 47 34.5 40.6361 22.9903   15         1.0
 2019 MAR 11   19 15 35.2 40.6480 22.9967   13         2.5
 2019 MAR 11   19 18 36.3 40.6348 22.9980   14         1.3
 2019 MAR 11   19 36 04.3 39.1113 23.1152   12         1.5
 2019 MAR 11   19 42 30.8 37.6025 20.6396   12         2.6
 2019 MAR 11   19 44 55.9 40.6348 22.9980   14         2.8
 2019 MAR 11   19 56 00.6 37.6080 20.3119   15         2.1
 2019 MAR 11   19 56 57.4 37.5879 20.4199   12         3.1
 2019 MAR 11   20 21 00.2 37.4268 20.7275   19         2.4
 2019 MAR 11   20 57 13.9 37.3682 20.6104   12         1.9
 2019 MAR 11   21 03 56.4 38.4247 22.0624   10         1.3
 2019 MAR 11   21 12 53.6 37.5732 23.3350   26         1.8
 2019 MAR 11   21 56 29.6 37.8076 23.1885   10         1.5
 2019 MAR 11   21 56 40.4 37.2510 29.2529   33         2.6
 2019 MAR 11   22 09 47.7 39.5361 23.4229   10         1.9
 2019 MAR 11   22 45 42.5 37.8955 22.9834   15         1.8
 2019 MAR 11   22 48 55.0 37.3682 20.6689   12         2.3
 2019 MAR 11   23 00 21.7 36.5479 22.9834   15         2.5
 2019 MAR 11   23 01 02.6 37.8809 21.1230   15         2.1
 2019 MAR 11   23 08 12.9 37.9102 23.0273   12         1.6
 2019 MAR 11   23 10 11.6 37.7051 20.4199   10         2.3
 2019 MAR 11   23 14 51.8 37.5586 20.8008   12         2.1
 2019 MAR 11   23 29 13.4 37.8369 22.9248   15         1.6
 2019 MAR 12   00 37 36.9 36.6064 28.7549   27         2.0
 2019 MAR 12   00 47 15.8 38.1445 20.6836   14         2.5
 2019 MAR 12   00 56 21.4 39.4482 20.1709    6         2.4
 2019 MAR 12   01 12 42.7 38.9795 20.6689   12         1.8
 2019 MAR 12   01 19 16.2 35.2881 24.2432   11         1.9
 2019 MAR 12   01 21 17.6 38.9795 20.6396   13         2.9
 2019 MAR 12   02 39 27.2 39.7119 25.5908   14         2.5
 2019 MAR 12   02 48 25.6 38.3936 21.7822   20         0.8
 2019 MAR 12   02 58 57.6 38.1885 22.4561    9         1.5
 2019 MAR 12   03 29 14.4 37.4854 20.7275   20         2.3
 2019 MAR 12   03 55 40.1 39.7385 25.6357   13         2.2
 2019 MAR 12   04 29 36.0 38.8623 25.9717   11         2.4
 2019 MAR 12   04 48 53.3 37.4561 20.7568   20         2.1
 2019 MAR 12   05 03 26.9 34.4678 25.3857   33         3.8
 2019 MAR 12   05 12 21.1 37.5439 22.0752   11         1.4
 2019 MAR 12   05 44 23.6 34.5850 25.2686   33         2.6
 2019 MAR 12   07 03 54.6 38.9648 20.5664   16         3.1
 2019 MAR 12   07 18 03.5 35.3467 24.2432   16         2.9
 2019 MAR 12   07 21 53.8 37.6904 20.8447    6         1.8
 2019 MAR 12   07 38 03.0 37.3389 20.5811   15         2.5
 2019 MAR 12   07 42 38.4 37.7051 20.4785   16         2.1
 2019 MAR 12   08 15 10.8 37.4854 20.6396   18         2.1
 2019 MAR 12   08 32 02.3 37.3975 20.6396    7         3.6
 2019 MAR 12   08 36 49.3 37.6611 20.6982   11         1.8
 2019 MAR 12   08 36 56.8 41.1182 23.9795   15         1.6
 2019 MAR 12   08 38 53.9 37.9248 21.8408   12         3.5
 2019 MAR 12   08 42 22.0 41.1182 24.0088   17         1.8
 2019 MAR 12   08 46 53.7 40.4736 22.6611   12         1.8
 2019 MAR 12   08 55 19.7 41.1122 23.9854   19         1.7
 2019 MAR 12   09 58 53.3 37.6318 20.7568   10         2.8
 2019 MAR 12   10 03 00.6 37.6025 20.7568   11         2.5
 2019 MAR 12   10 19 01.8 37.9248 21.8408   10         2.2
 2019 MAR 12   10 31 22.3 37.7197 20.7275   18         1.9
 2019 MAR 12   11 15 49.0 37.6318 20.7568   12         2.6
 2019 MAR 12   11 21 57.9 37.4561 20.7568   15         2.4
 2019 MAR 12   12 20 39.5 37.7051 20.7129    6         1.9
 2019 MAR 12   13 25 10.0 38.2178 23.3936    6         1.8
 2019 MAR 12   13 29 46.1 37.3480 20.6232    9         3.0
 2019 MAR 12   13 57 37.6 37.6611 20.5225   16         1.8
 2019 MAR 12   14 18 17.8 38.3473 21.4201    9         2.8
 2019 MAR 12   14 20 59.0 38.3354 21.4458   14         2.6
 2019 MAR 12   14 38 27.1 38.9209 21.9873    8         1.8
 2019 MAR 12   15 37 02.5 37.4854 20.7275   10         2.6
 2019 MAR 12   15 58 52.9 37.6771 20.8302   10         2.0
 2019 MAR 12   16 02 26.1 37.6904 20.6982   10         2.1
 2019 MAR 12   17 21 27.2 37.6754 20.5792   10         1.9
 2019 MAR 12   17 31 50.9 37.4487 20.5591   15         2.4
 2019 MAR 12   17 43 03.9 37.7783 20.5518   16         2.2
 2019 MAR 12   17 49 35.7 39.2139 26.0889    8         1.5
 2019 MAR 12   18 49 01.5 37.4661 21.0837   12         3.0
 2019 MAR 12   18 59 48.8 37.5146 20.7275   19         2.1
 2019 MAR 12   19 14 56.0 37.6318 20.7861   12         2.2
 2019 MAR 12   19 17 34.1 37.6318 20.7861    8         2.7
 2019 MAR 12   19 56 20.7 37.4268 20.6104    9         2.3
 2019 MAR 12   20 26 38.3 35.3174 24.2139   12         2.4
 2019 MAR 12   20 35 54.4 37.6611 20.7568    9         2.2
 2019 MAR 12   21 19 31.8 37.7637 20.5957   19         2.1
 2019 MAR 12   21 35 40.9 37.6904 20.4053   14         2.4
 2019 MAR 12   21 37 30.3 37.6318 20.7861    9         2.4
 2019 MAR 12   21 43 04.9 37.7051 20.8301    6         2.2
 2019 MAR 12   21 49 12.8 37.6611 22.4561   18         2.1
 2019 MAR 12   22 32 33.8 37.7197 20.4346   12         2.2
 2019 MAR 12   22 35 53.9 37.6904 20.9033    7         2.1
 2019 MAR 12   22 40 15.1 37.6465 20.7715   15         2.4
 2019 MAR 12   22 53 23.3 40.1514 24.9170   16         2.6
 2019 MAR 12   22 56 08.6 37.7783 20.5225   15         2.4
 2019 MAR 12   23 03 13.8 41.2061 24.6826   10         1.9
 2019 MAR 12   23 09 48.4 37.7197 20.8154    7         2.3
 2019 MAR 12   23 20 25.5 40.7959 21.4307    8         2.0
 2019 MAR 12   23 30 23.9 37.5732 20.6982   17         3.0
 2019 MAR 12   23 40 24.3 39.7394 25.6256   11         2.9
 2019 MAR 13   00 13 47.6 35.0977 33.8086   42         2.0
 2019 MAR 13   00 42 17.6 37.7197 20.5811   18         2.0
 2019 MAR 13   00 47 49.7 37.6318 20.8447   12         1.9
 2019 MAR 13   01 59 33.1 37.7783 20.6982   17         2.0
 2019 MAR 13   02 20 50.7 39.0381 25.6201   17         2.0
 2019 MAR 13   02 36 34.2 37.6904 20.4346    8         2.1
 2019 MAR 13   02 46 20.4 39.2931 20.9853    7         2.1
 2019 MAR 13   03 10 04.0 37.6904 20.7861    9         2.1
 2019 MAR 13   03 12 27.9 34.7168 24.2285   12         2.9
 2019 MAR 13   03 17 36.7 37.6099 20.3687   17         2.0
 2019 MAR 13   03 22 38.5 37.6904 20.6982   12         2.2
 2019 MAR 13   03 57 10.5 37.3874 20.7468   10         2.9
 2019 MAR 13   04 01 36.3 37.7490 20.5225   10         2.2
 2019 MAR 13   04 40 22.7 37.6611 20.6104   11         2.0
 2019 MAR 13   05 00 20.8 37.6520 20.7037   16         2.2
 2019 MAR 13   05 28 57.5 37.4277 20.7779    6         2.6
 2019 MAR 13   05 36 28.6 40.1569 19.7223    6         1.7
 2019 MAR 13   05 50 51.1 37.6611 20.4932   11         2.2
 2019 MAR 13   06 13 24.9 38.3574 22.0775    8         1.9
 2019 MAR 13   06 50 11.2 37.6904 20.4346   12         2.0
 2019 MAR 13   06 51 04.4 37.7051 20.5371   27         1.6
 2019 MAR 13   07 05 25.6 39.6185 26.4093    8         3.4
 2019 MAR 13   07 08 59.0 39.5947 26.4111   12         3.1
 2019 MAR 13   07 15 51.1 37.2153 20.5270    5         2.7
 2019 MAR 13   08 53 36.1 39.6533 21.0498    8         1.4
 2019 MAR 13   09 15 33.5 37.4854 20.8740   20         2.5
 2019 MAR 13   09 37 56.6 37.8076 20.5811   21         2.3
 2019 MAR 13   10 06 40.4 39.8145 23.0566   18         1.7
 2019 MAR 13   11 37 45.0 37.5146 22.6025   37         2.0
 2019 MAR 13   11 55 15.7 37.6025 20.7568   12         2.0
 2019 MAR 13   12 29 57.0 40.5391 22.4922   16         1.9
 2019 MAR 13   12 50 08.5 38.1172 22.8359    7         1.9
 2019 MAR 13   13 15 54.1 38.4297 23.9297   13         2.3
 2019 MAR 13   13 36 56.8 37.4453 20.4609    8         3.1
 2019 MAR 13   13 40 26.5 38.5547 21.9141   18         1.9
 2019 MAR 13   14 04 18.4 37.3516 20.6797   15         2.4
 2019 MAR 13   14 14 52.4 38.4297 21.8984   11         1.8
 2019 MAR 13   14 30 55.8 41.1328 23.3047   13         1.8
 2019 MAR 13   15 35 51.0 37.5938 20.7812   16         2.3
 2019 MAR 13   15 42 59.7 37.8203 21.1484   20         2.5
 2019 MAR 13   16 13 03.6 38.3281 21.5156   15         2.0
 2019 MAR 13   16 33 36.8 37.6875 20.6875   15         2.4
 2019 MAR 13   17 40 54.7 39.1953 22.3828   14         1.9
 2019 MAR 13   18 04 45.7 37.5078 20.6484   15         2.7
 2019 MAR 13   18 54 35.7 37.4219 20.7656   13         1.9
 2019 MAR 13   18 56 43.4 41.1328 23.3203   10         2.3
 2019 MAR 13   19 05 04.4 37.2578 20.6641    6         2.8
 2019 MAR 13   19 13 35.1 38.7734 25.9609   17         3.1
 2019 MAR 13   19 18 18.8 39.1127 24.2390   15         2.6
 2019 MAR 13   19 30 05.9 41.1484 23.3359   12         1.7
 2019 MAR 13   19 40 48.9 37.3984 20.4922    7         2.1
 2019 MAR 13   20 49 28.5 37.5732 20.4932   12         2.1
 2019 MAR 13   21 32 32.9 37.7197 20.6982   17         2.0
 2019 MAR 13   21 36 00.6 37.7197 20.5811   16         2.0
 2019 MAR 13   21 49 55.0 37.7197 20.6104   18         2.3
 2019 MAR 13   21 56 54.4 38.9355 25.0488   14         2.9
 2019 MAR 13   22 07 27.8 38.5693 23.4521   12         1.4
 2019 MAR 13   22 08 52.6 37.7490 20.4639   14         2.2
 2019 MAR 13   22 24 46.9 38.5693 23.5107   20         1.6
 2019 MAR 13   22 30 01.6 38.1885 20.5225   14         1.9
 2019 MAR 13   22 32 11.0 39.2725 20.9326   13         2.0
 2019 MAR 13   22 36 01.8 39.2432 20.9619   11         1.8
 2019 MAR 13   22 45 29.8 39.2725 20.9326   12         2.2
 2019 MAR 13   22 46 31.8 39.2725 20.9326    9         2.3
 2019 MAR 13   22 56 37.5 34.4824 23.9941   25         2.9
 2019 MAR 13   23 51 04.2 37.7197 20.5811    9         1.8
 2019 MAR 14   00 07 40.1 38.8477 27.3633   14         2.6
 2019 MAR 14   00 14 59.0 39.2715 20.9116   13         2.7
 2019 MAR 14   00 22 23.2 39.2638 20.9450   14         1.9
 2019 MAR 14   00 30 12.7 39.2871 20.9473   10         1.4
 2019 MAR 14   00 40 53.7 41.6309 24.7559    9         1.6
 2019 MAR 14   00 40 58.2 37.6465 20.3613   16         2.3
 2019 MAR 14   00 50 31.8 37.6318 20.6396    6         2.2
 2019 MAR 14   00 53 57.9 37.3682 20.5811   13         2.3
 2019 MAR 14   01 01 02.9 39.2725 20.9326   13         1.8
 2019 MAR 14   01 03 50.4 39.2432 20.9326   15         1.7
 2019 MAR 14   01 29 06.0 40.6494 23.0127   10         1.3
 2019 MAR 14   01 34 08.8 37.5732 20.5518   10         2.0
 2019 MAR 14   01 39 46.2 38.9795 26.2646   10         2.4
 2019 MAR 14   01 55 03.2 38.5986 23.8037   12         1.5
 2019 MAR 14   02 00 26.1 37.5439 20.8447   15         1.9
 2019 MAR 14   02 19 25.1 37.4863 20.7321   10         3.2
 2019 MAR 14   02 22 46.6 39.2725 20.9326   10         2.5
 2019 MAR 14   02 26 19.1 39.2715 20.9573    8         2.9
 2019 MAR 14   02 33 52.3 37.4268 20.7861   19         1.9
 2019 MAR 14   02 41 30.3 37.4561 20.6689    9         2.5
 2019 MAR 14   02 54 07.3 38.3936 21.8994    7         1.6
 2019 MAR 14   03 05 16.1 34.7314 32.2412   16         2.1
 2019 MAR 14   03 08 02.6 37.6401 20.3696   13         2.0
 2019 MAR 14   03 12 41.2 39.2665 20.9523   14         2.1
 2019 MAR 14   03 20 16.3 37.9701 20.9358   17         2.1
 2019 MAR 14   03 35 43.5 37.5586 20.8008   11         1.9
 2019 MAR 14   04 00 50.5 39.2432 20.9619   14         1.7
 2019 MAR 14   04 09 56.9 39.2432 20.9619   16         2.5
 2019 MAR 14   04 12 53.0 39.2725 20.9326    8         2.8
 2019 MAR 14   04 17 12.2 38.5400 21.8115   10         0.9
 2019 MAR 14   04 19 10.5 37.6758 24.0820    6         0.9
 2019 MAR 14   04 25 06.6 39.2578 20.9766   15         2.2
 2019 MAR 14   04 47 11.8 39.2725 20.9326   10         2.6
 2019 MAR 14   04 49 17.6 39.2432 20.9619   12         2.6
 2019 MAR 14   04 57 10.0 39.2793 20.9349   13         3.3
 2019 MAR 14   05 37 00.9 39.2432 20.9619   14         1.9
 2019 MAR 14   05 49 55.8 39.2725 20.9619   22         1.7
 2019 MAR 14   07 19 04.5 39.2725 20.9326   11         1.9
 2019 MAR 14   07 21 45.9 38.2324 23.6426   17         1.4
 2019 MAR 14   07 33 46.2 39.2725 20.9326   15         1.8
 2019 MAR 14   07 38 34.4 39.2725 20.9326   15         2.0
 2019 MAR 14   07 50 19.6 37.6611 20.6982   12         2.0
