 DATE         TIME     LAT.   LONG.  DEPTH    MAGNITUDE            
                   (GMT)    (N)    (E)    (km)       (Local)
 2019 MAY 11   12 21 43.0 37.6904 20.6689   13         2.0
 2019 MAY 11   13 31 31.0 37.3663 20.7001   14         2.0
 2019 MAY 11   14 02 05.7 38.4668 22.5879   18         1.2
 2019 MAY 11   14 06 32.0 38.4668 23.9941   16         1.4
 2019 MAY 11   15 04 20.8 37.6822 20.6955    7         1.7
 2019 MAY 11   16 36 29.3 37.6401 20.7211   12         1.8
 2019 MAY 11   16 54 34.9 38.7451 23.5107   11         1.3
 2019 MAY 11   17 02 29.8 38.3936 20.4932   12         1.8
 2019 MAY 11   17 17 15.1 37.7783 20.7275   11         1.9
 2019 MAY 11   17 36 49.1 37.6611 20.8447   14         1.6
 2019 MAY 11   17 38 04.7 37.6611 20.7275   11         1.8
 2019 MAY 11   17 48 11.8 37.4561 20.7861   12         2.1
 2019 MAY 11   17 53 22.5 37.3975 22.5146   19         2.2
 2019 MAY 11   18 31 45.0 38.4521 23.7744   12         1.1
 2019 MAY 11   18 35 08.7 38.4521 22.5732   11         2.1
 2019 MAY 11   18 39 31.5 37.3682 20.7861   11         1.8
 2019 MAY 11   18 40 03.0 39.0088 26.0596   13         2.5
 2019 MAY 11   19 17 50.5 37.6611 20.6982   11         1.7
 2019 MAY 11   19 24 55.6 38.3936 21.9287    5         1.3
 2019 MAY 11   19 48 41.1 37.4066 20.7623    6         2.3
 2019 MAY 11   19 55 00.2 37.3764 20.7266    8         2.4
 2019 MAY 11   20 21 04.6 37.6904 20.7275   13         1.8
 2019 MAY 11   20 31 17.5 39.0381 26.0596   14         2.7
 2019 MAY 11   20 39 26.4 37.6611 22.5146   33         1.3
 2019 MAY 11   20 42 16.8 38.4521 23.4814   14         1.3
 2019 MAY 11   21 29 44.1 37.6904 20.7275    9         1.5
 2019 MAY 11   21 40 17.8 38.2631 20.4305   12         1.1
 2019 MAY 11   21 50 45.8 38.1020 22.0592   43         1.5
 2019 MAY 11   22 40 05.8 34.9100 23.5062   16         2.5
 2019 MAY 11   22 54 31.2 39.2432 20.0830   36         1.4
 2019 MAY 11   23 11 38.5 37.6904 20.6689   14         1.5
 2019 MAY 11   23 12 15.8 37.6904 20.7568    6         2.0
 2019 MAY 11   23 31 02.7 35.3906 25.0781   20         1.4
 2019 MAY 11   23 55 01.7 37.3682 20.6982   12         1.7
 2019 MAY 12   00 06 00.7 37.3389 20.6689   18         1.9
 2019 MAY 12   00 35 09.7 37.6868 21.2878   18         1.4
 2019 MAY 12   00 38 45.1 38.1299 23.3057    9         1.0
 2019 MAY 12   00 50 48.7 37.7197 20.6982    9         1.5
 2019 MAY 12   00 52 29.0 36.0666 22.0316   10         2.6
 2019 MAY 12   00 58 55.0 37.6611 20.6982   13         1.5
 2019 MAY 12   01 22 54.6 38.4229 23.3643   10         1.2
 2019 MAY 12   01 31 38.6 37.7197 20.7275   14         1.6
 2019 MAY 12   01 33 34.0 38.4439 23.2864   18         1.2
 2019 MAY 12   01 33 41.1 37.6611 20.7275    7         1.0
 2019 MAY 12   01 40 09.3 38.4521 22.5732   18         1.4
 2019 MAY 12   01 46 41.1 39.1461 21.9781   47         1.2
 2019 MAY 12   01 50 03.5 38.3936 20.4932   10         1.2
 2019 MAY 12   01 57 56.8 37.7783 20.8447   16         1.8
 2019 MAY 12   02 13 27.2 37.7051 20.5371   15         1.7
 2019 MAY 12   02 22 39.4 37.3682 20.7275    9         2.2
 2019 MAY 12   03 23 27.1 37.6611 20.7275   12         1.6
 2019 MAY 12   03 39 48.2 37.2803 20.6982   28         1.9
 2019 MAY 12   03 43 46.0 37.6025 20.6396   15         2.3
 2019 MAY 12   04 31 46.6 37.6007 20.6488   12         1.9
 2019 MAY 12   04 43 51.4 37.6904 20.8154   20         1.7
 2019 MAY 12   04 56 33.1 37.7051 20.7715   10         1.5
 2019 MAY 12   05 20 09.6 38.3643 22.0166   12         2.2
 2019 MAY 12   06 36 32.9 38.5547 21.9141   15         1.1
 2019 MAY 12   06 54 13.5 38.3203 21.4453   23         1.9
 2019 MAY 12   07 28 27.6 37.6904 20.7275   14         1.5
 2019 MAY 12   08 03 18.7 35.0098 24.6973   20         2.2
 2019 MAY 12   08 08 35.9 38.9941 26.0449   18         2.3
 2019 MAY 12   08 18 06.1 37.4268 20.8740   19         1.9
 2019 MAY 12   09 00 00.9 37.5439 20.5518   12         2.3
 2019 MAY 12   09 07 49.2 37.4176 20.8026   14         2.1
 2019 MAY 12   09 21 54.8 36.6384 21.3351   11         2.1
 2019 MAY 12   10 06 17.5 37.7197 20.6104    9         1.7
 2019 MAY 12   11 24 35.6 38.3643 22.2510   14         1.9
 2019 MAY 12   12 08 45.2 37.4707 20.5371   22         2.0
 2019 MAY 12   12 18 31.3 37.6025 20.6396    7         2.7
 2019 MAY 12   12 40 40.7 39.2285 23.5254   15         2.1
 2019 MAY 12   13 45 48.2 37.6025 20.6396   10         3.1
 2019 MAY 12   13 49 14.1 37.2803 22.8955   33         1.8
 2019 MAY 12   14 14 26.6 35.2441 26.6895   20         2.9
 2019 MAY 12   14 15 02.9 37.6611 20.6396   17         1.8
 2019 MAY 12   14 22 35.5 39.9463 24.0381   16         1.7
 2019 MAY 12   14 30 36.3 38.3936 22.0166   14         2.1
 2019 MAY 12   15 55 55.3 37.7518 20.7651   23         1.7
 2019 MAY 12   15 57 55.8 37.6025 20.6396    6         2.3
 2019 MAY 12   16 21 52.7 37.6950 20.6918   16         3.2
 2019 MAY 12   18 23 51.0 37.7307 21.3684   22         2.1
 2019 MAY 12   18 31 03.6 37.4863 20.3531    8         2.1
 2019 MAY 12   18 56 53.9 38.3350 21.4893   17         1.1
 2019 MAY 12   19 07 13.3 38.4229 21.0498   21         1.8
 2019 MAY 12   19 23 08.3 37.6611 20.6982   16         1.6
 2019 MAY 12   19 34 54.8 36.7676 21.6504   20         1.9
 2019 MAY 12   20 13 24.0 38.3350 22.0752    9         0.9
 2019 MAY 12   20 16 36.3 37.2803 24.2139   33         2.0
 2019 MAY 12   20 59 39.8 38.1152 20.4785   20         1.5
 2019 MAY 12   21 04 47.5 41.2207 24.6387   13         2.3
 2019 MAY 12   21 11 32.0 37.5146 20.8154   16         1.8
 2019 MAY 12   21 13 33.7 34.9319 25.2567   14         1.8
 2019 MAY 12   21 21 23.7 35.2295 23.3350   36         2.5
 2019 MAY 12   21 36 30.8 37.6318 20.6689    8         1.5
 2019 MAY 12   21 45 03.3 37.6025 20.9033   13         1.4
 2019 MAY 12   21 47 19.0 37.5439 20.7861   11         1.6
 2019 MAY 12   22 03 16.8 37.6675 20.6790   15         2.1
 2019 MAY 12   22 07 25.0 37.6611 20.6982   15         2.5
 2019 MAY 12   23 07 36.7 37.4002 20.3860    6         2.6
 2019 MAY 12   23 16 20.3 41.2061 24.6240   10         1.4
 2019 MAY 12   23 21 42.5 37.6437 20.8237   16         2.1
 2019 MAY 12   23 47 32.4 37.9102 21.2695    6         3.0
 2019 MAY 13   00 16 39.9 38.2471 22.0459   12         1.9
 2019 MAY 13   00 41 28.6 37.6428 20.6873   10         1.8
 2019 MAY 13   01 07 21.7 37.3535 20.8301   12         2.6
 2019 MAY 13   01 16 19.6 39.7284 23.7616   20         1.8
 2019 MAY 13   01 25 31.1 37.5439 20.6396    7         2.8
 2019 MAY 13   01 36 19.8 37.3961 22.0088    8         2.9
 2019 MAY 13   02 06 34.5 37.6346 20.8145   15         1.9
 2019 MAY 13   02 20 06.0 40.5212 25.7922   10         2.1
 2019 MAY 13   02 20 33.4 38.5986 23.8330   20         1.0
 2019 MAY 13   02 28 12.5 37.6465 20.7129    7         1.7
 2019 MAY 13   02 36 04.0 37.9102 21.2695    6         3.0
 2019 MAY 13   02 36 58.4 37.9102 21.2695    5         2.8
 2019 MAY 13   03 04 36.8 37.7490 20.7275   19         2.2
 2019 MAY 13   03 11 41.7 39.7202 23.7772   22         2.1
 2019 MAY 13   04 09 10.8 38.3432 23.6197   11         2.6
 2019 MAY 13   05 52 18.9 38.6087 23.8010   15         2.3
 2019 MAY 13   05 56 32.1 39.1699 21.7676   20         1.4
 2019 MAY 13   06 02 53.7 39.1846 21.7529   19         1.9
 2019 MAY 13   06 18 31.4 38.4229 24.0967   21         1.0
 2019 MAY 13   06 27 17.8 39.1699 21.7090   16         2.3
 2019 MAY 13   07 05 27.9 37.9111 21.2595    7         1.9
 2019 MAY 13   07 06 59.5 37.9102 21.2695    8         2.0
 2019 MAY 13   07 27 31.5 39.1846 21.7236   18         1.7
 2019 MAY 13   08 53 52.1 39.1846 21.7236   13         2.0
 2019 MAY 13   09 29 50.6 38.5693 21.8408   15         1.2
 2019 MAY 13   09 52 12.3 38.7080 20.5824    7         1.8
 2019 MAY 13   10 00 14.1 37.6318 20.5518   21         2.7
 2019 MAY 13   10 02 44.9 39.1983 21.7520   13         2.7
 2019 MAY 13   10 17 19.9 39.1992 21.7383   14         1.4
 2019 MAY 13   11 41 38.4 39.1699 21.7090   13         2.7
 2019 MAY 13   11 43 34.4 38.4531 22.9239   11         2.3
 2019 MAY 13   11 48 18.9 39.7385 23.8028   16         3.4
 2019 MAY 13   11 54 39.3 37.6904 20.7568    7         2.0
 2019 MAY 13   11 55 09.7 39.7412 23.7744   14         2.5
 2019 MAY 13   11 55 29.2 37.6227 20.7294   18         2.1
 2019 MAY 13   12 36 52.9 34.9512 23.0566   20         2.5
 2019 MAY 13   12 44 17.1 37.4561 20.5518   17         2.2
 2019 MAY 13   12 45 33.0 39.7559 23.7598   16         2.4
 2019 MAY 13   12 56 32.8 35.0244 23.5693   21         2.0
 2019 MAY 13   12 59 51.7 37.4918 20.7266   10         3.7
 2019 MAY 13   13 42 50.8 38.4668 23.4082   16         1.5
 2019 MAY 13   13 53 40.9 36.2109 21.6797   27         2.4
 2019 MAY 13   13 56 28.1 39.8730 23.7012   20         1.9
 2019 MAY 13   15 02 53.0 37.4112 20.5563   11         3.4
 2019 MAY 13   15 11 52.8 37.8149 21.7749   47         1.6
 2019 MAY 13   15 31 28.6 37.6891 21.2379   23         4.2
 2019 MAY 13   15 44 41.3 38.5986 23.8037   16         1.6
 2019 MAY 13   16 11 15.4 38.4668 20.5957   15         2.2
 2019 MAY 13   16 18 21.2 37.6904 21.3135   12         1.8
 2019 MAY 13   16 26 27.5 37.5732 20.6396   16         2.6
 2019 MAY 13   16 42 25.2 37.7197 21.2842   10         1.9
 2019 MAY 13   16 53 39.7 37.7051 21.2988   14         1.8
 2019 MAY 13   16 57 17.9 37.6671 21.2746    8         4.7
 2019 MAY 13   17 02 38.5 37.6904 21.2842   14         2.6
 2019 MAY 13   17 04 03.9 37.6740 21.2770   11         2.8
 2019 MAY 13   17 08 55.7 37.6904 21.2842   24         2.2
 2019 MAY 13   17 28 36.4 37.7197 21.2549   22         2.6
 2019 MAY 13   17 38 50.0 37.6904 21.2842   18         1.6
 2019 MAY 13   17 51 30.9 37.6888 21.2717   24         2.6
 2019 MAY 13   18 08 02.2 37.7051 21.2988   14         2.0
 2019 MAY 13   18 20 40.8 37.7051 21.2988   19         2.5
 2019 MAY 13   18 45 21.9 37.6904 21.2549   25         1.9
 2019 MAY 13   18 52 19.6 37.6904 21.2549    9         2.7
 2019 MAY 13   19 19 19.6 34.8486 25.2393   24         2.2
 2019 MAY 13   19 32 40.8 37.6904 21.2842   21         2.4
 2019 MAY 13   19 35 22.2 37.7197 21.2842   22         2.1
 2019 MAY 13   19 51 18.4 37.7051 21.2988   18         1.9
 2019 MAY 13   20 13 44.7 37.6904 21.3135   18         2.1
 2019 MAY 13   20 44 47.1 38.4554 23.3418   25         1.6
 2019 MAY 13   20 47 23.7 37.6880 21.2846   10         3.0
 2019 MAY 13   21 05 58.3 39.3018 22.1338   21         1.8
 2019 MAY 13   21 08 19.8 37.6611 20.6982   16         2.6
 2019 MAY 13   21 14 18.9 37.7197 21.2842   16         1.9
 2019 MAY 13   21 27 32.8 37.6909 21.2717   11         4.3
 2019 MAY 13   21 36 35.0 37.6904 21.2842   16         2.7
 2019 MAY 13   22 02 27.0 37.7197 21.2842   18         1.9
 2019 MAY 13   22 25 03.4 37.6318 21.1963   14         2.4
 2019 MAY 13   22 35 16.0 41.5576 24.1260   24         2.0
 2019 MAY 13   22 38 27.2 37.7110 21.3048    5         3.0
 2019 MAY 13   22 42 19.8 37.7197 20.5811   16         2.6
 2019 MAY 13   22 59 55.6 39.7412 23.7451   16         2.2
 2019 MAY 13   23 05 15.4 37.7051 21.2988   19         2.0
 2019 MAY 13   23 12 42.3 37.6758 20.6836   15         2.5
 2019 MAY 13   23 52 42.7 37.6904 21.2842   14         1.5
 2019 MAY 13   23 54 35.2 38.1006 26.1768   17         2.4
 2019 MAY 14   00 11 02.6 39.9605 20.7985    6         1.9
 2019 MAY 14   00 27 27.4 37.7197 21.2842   13         1.6
 2019 MAY 14   00 37 44.6 37.6904 21.2842   16         1.6
 2019 MAY 14   00 39 41.7 37.7051 21.2988   18         1.9
 2019 MAY 14   00 44 50.2 37.7051 21.2988   10         1.5
 2019 MAY 14   00 45 57.3 37.6758 21.2695   16         1.5
 2019 MAY 14   00 53 35.9 37.6758 21.2695   19         2.1
 2019 MAY 14   00 57 31.8 39.1846 21.7236   10         2.2
 2019 MAY 14   01 07 26.4 37.6025 20.7275    8         2.0
 2019 MAY 14   01 37 52.9 37.6904 21.3135   14         2.4
 2019 MAY 14   01 42 19.9 37.6904 21.2842   19         2.4
 2019 MAY 14   02 00 33.4 37.5613 23.3835   10         1.1
 2019 MAY 14   02 11 49.4 38.4814 23.5986   12         1.1
 2019 MAY 14   02 13 09.1 37.6904 21.2842   19         1.8
 2019 MAY 14   02 58 30.9 37.7051 20.7129   11         2.0
 2019 MAY 14   03 20 33.4 37.6611 20.7275   10         2.5
 2019 MAY 14   03 45 10.5 36.7529 21.6943   20         2.2
 2019 MAY 14   04 13 28.3 37.7051 21.2988    9         1.8
 2019 MAY 14   04 21 19.5 37.3819 20.4922   13         2.9
 2019 MAY 14   04 21 25.4 38.9502 20.6396   18         1.4
 2019 MAY 14   04 32 03.6 37.6854 21.2782   15         2.4
 2019 MAY 14   05 12 03.9 35.0244 23.4814   26         2.3
 2019 MAY 14   05 46 23.5 38.3057 21.6357   30         1.2
 2019 MAY 14   05 46 59.9 37.7197 21.4014   19         2.2
 2019 MAY 14   06 11 02.8 34.2773 25.0195   38         3.1
 2019 MAY 14   06 23 35.6 37.6904 21.2549   22         2.6
 2019 MAY 14   06 25 57.1 38.2910 22.4707   12         1.8
 2019 MAY 14   06 46 44.4 37.7051 21.2988   20         2.4
 2019 MAY 14   07 08 04.2 37.6318 20.6689   12         1.9
 2019 MAY 14   07 34 20.2 37.6611 20.7275    7         1.8
 2019 MAY 14   07 35 33.6 39.1992 21.7383   12         2.1
 2019 MAY 14   07 52 38.1 38.6046 23.7758   16         1.8
 2019 MAY 14   09 06 39.2 37.7197 21.2842   17         3.0
 2019 MAY 14   09 18 21.2 37.6904 21.3135   10         1.7
 2019 MAY 14   09 20 29.9 37.6666 20.7147    8         1.8
 2019 MAY 14   09 35 06.8 37.6904 21.2842   18         3.2
 2019 MAY 14   10 49 48.8 37.6904 21.2842   14         1.5
 2019 MAY 14   11 28 19.8 37.4121 22.1191   10         1.9
 2019 MAY 14   11 36 11.0 39.1992 21.7383   13         2.1
 2019 MAY 14   12 25 59.8 37.5732 20.6396   13         2.0
 2019 MAY 14   12 54 23.6 41.1621 24.1113    9         1.6
 2019 MAY 14   12 56 48.9 39.3311 20.8740   15         1.5
 2019 MAY 14   13 08 43.9 37.6318 20.6689   25         2.0
 2019 MAY 14   13 24 06.5 37.6904 20.7275   12         2.1
 2019 MAY 14   14 47 37.2 40.0049 21.5186   17         1.8
 2019 MAY 14   15 07 58.4 37.9715 20.1645    6         3.8
 2019 MAY 14   15 27 04.4 37.6904 20.7568   15         2.1
 2019 MAY 14   16 09 52.5 38.9355 22.4121   13         1.6
 2019 MAY 14   16 11 38.0 37.5146 20.6689   19         2.1
 2019 MAY 14   17 00 01.9 37.6904 21.2842   22         2.4
 2019 MAY 14   17 04 31.4 37.6328 20.6204   14         2.2
 2019 MAY 14   17 12 24.4 37.6904 21.3135   18         1.7
 2019 MAY 14   17 17 36.1 37.6758 21.2695   18         2.2
 2019 MAY 14   17 38 53.1 38.0713 23.7744    7         1.1
 2019 MAY 14   18 04 12.5 37.6904 21.3135   19         1.7
 2019 MAY 14   18 17 00.3 37.7197 20.8154   13         1.6
 2019 MAY 14   18 32 27.2 37.3682 20.7568   20         2.6
 2019 MAY 14   18 39 03.2 37.6904 21.3135   21         1.6
 2019 MAY 14   18 58 37.1 39.0674 26.6455   13         2.1
 2019 MAY 14   19 12 43.9 37.6758 21.2695   22         1.8
 2019 MAY 14   19 18 25.6 37.6758 21.2695   24         1.4
 2019 MAY 14   19 19 51.7 37.6772 21.2791   21         2.3
 2019 MAY 14   19 24 25.2 37.6861 21.2631   17         2.5
 2019 MAY 14   19 31 18.1 39.0967 26.6455   17         2.2
 2019 MAY 14   20 05 02.7 37.6904 21.2842   19         1.5
 2019 MAY 14   20 06 43.3 37.9243 21.2746    9         1.9
 2019 MAY 14   20 27 47.0 37.7170 21.4279   18         1.4
 2019 MAY 14   20 37 57.7 37.5146 20.6104   15         1.9
 2019 MAY 14   21 05 21.1 37.6904 21.2842   20         1.5
 2019 MAY 14   21 34 51.9 37.6904 21.2842   22         1.8
 2019 MAY 14   22 15 31.2 37.6904 21.2842   20         1.5
 2019 MAY 14   22 17 14.4 37.4268 22.5146   52         1.9
 2019 MAY 14   22 50 46.5 37.6721 20.5994   11         2.6
 2019 MAY 14   23 02 26.7 37.9134 21.2691    9         1.9
 2019 MAY 14   23 22 31.8 37.6904 21.3135   17         1.7
 2019 MAY 14   23 47 20.8 40.4150 26.0596   17         1.9
 2019 MAY 14   23 56 46.1 37.8955 21.2842    7         2.1
 2019 MAY 15   00 00 47.0 35.4639 27.6709   16         1.9
 2019 MAY 15   00 02 40.6 37.9102 21.2695    6         3.7
 2019 MAY 15   00 09 02.2 37.9102 21.2695    8         2.8
 2019 MAY 15   00 14 12.4 37.6904 20.7275   13         2.4
 2019 MAY 15   00 41 40.7 37.9102 21.2695    7         2.0
 2019 MAY 15   00 45 34.5 38.9795 20.8154   15         1.9
 2019 MAY 15   01 25 30.1 35.0830 23.5400   22         2.0
 2019 MAY 15   01 28 49.4 37.9102 21.2695    8         2.3
 2019 MAY 15   01 33 29.7 37.8955 21.2842    5         1.8
 2019 MAY 15   01 38 51.4 39.7705 23.6865   17         1.6
 2019 MAY 15   01 42 25.8 37.9102 21.2695    8         2.1
 2019 MAY 15   01 43 18.8 37.9102 21.2695    7         2.4
 2019 MAY 15   01 47 18.0 37.8955 21.2842    6         1.6
 2019 MAY 15   02 24 01.2 37.9102 21.2695    8         3.6
 2019 MAY 15   03 31 50.2 37.6904 21.2842   20         2.5
 2019 MAY 15   03 35 16.4 37.6904 21.2842   22         2.5
 2019 MAY 15   04 10 28.5 37.9248 21.2842    8         2.1
 2019 MAY 15   04 26 29.8 37.9248 21.2842    6         1.6
 2019 MAY 15   04 53 35.6 37.6904 21.3135   13         1.6
 2019 MAY 15   05 02 33.6 37.9980 21.9434   11         2.2
 2019 MAY 15   05 13 27.9 37.9248 21.2842   10         1.8
 2019 MAY 15   05 45 29.0 37.6904 20.7568   18         1.8
 2019 MAY 15   06 00 54.5 38.5281 23.2333   17         1.5
 2019 MAY 15   06 15 11.7 41.9852 23.6069    6         2.6
 2019 MAY 15   06 22 42.1 38.3688 21.3766   15         2.1
 2019 MAY 15   06 24 30.3 38.4229 23.3057   16         1.7
 2019 MAY 15   06 29 32.0 37.6611 21.3135   20         1.7
 2019 MAY 15   06 38 26.3 37.7197 20.4639    8         2.5
 2019 MAY 15   06 54 33.7 37.9980 22.2949   10         2.3
 2019 MAY 15   07 46 32.9 37.6904 21.2842   19         1.5
 2019 MAY 15   09 02 56.3 38.3936 22.3096    7         1.5
 2019 MAY 15   09 19 30.7 38.6719 23.6719   17         1.6
 2019 MAY 15   09 31 31.2 37.9102 21.2695    9         2.8
 2019 MAY 15   09 46 23.9 37.8369 21.1377    9         1.9
 2019 MAY 15   10 04 00.5 37.3196 23.5977   14         1.4
 2019 MAY 15   10 13 19.9 37.6904 21.2842   16         2.5
 2019 MAY 15   10 17 55.0 37.0459 23.8037   18         1.6
 2019 MAY 15   10 21 14.5 37.6904 21.2549   22         1.7
 2019 MAY 15   10 44 06.6 37.4561 23.6279   15         1.1
 2019 MAY 15   10 54 41.7 37.9248 21.2549    6         4.1
 2019 MAY 15   10 59 26.1 37.9115 21.2737    8         2.3
 2019 MAY 15   11 09 22.4 37.7243 21.2466   15         2.5
 2019 MAY 15   11 42 44.3 37.9248 21.2549    6         3.4
 2019 MAY 15   11 53 40.8 37.6904 21.3135   23         2.7
 2019 MAY 15   12 24 02.3 37.6904 20.4932   15         2.0
 2019 MAY 15   13 02 24.8 39.1846 21.7529   17         1.8
 2019 MAY 15   13 53 20.3 37.8662 22.9541   13         1.3
 2019 MAY 15   14 01 57.3 37.7051 21.2988   20         2.1
 2019 MAY 15   14 13 52.6 37.7948 21.3959    5         1.7
 2019 MAY 15   15 34 49.2 34.6582 25.6348   17         2.5
 2019 MAY 15   16 10 57.8 37.6904 21.2842   25         1.8
 2019 MAY 15   16 23 21.0 38.8184 23.4082   15         1.8
 2019 MAY 15   16 31 47.3 38.1184 23.6769   14         1.4
 2019 MAY 15   16 32 45.6 39.2432 22.2510   19         1.3
 2019 MAY 15   17 35 00.1 37.5146 20.4932   20         2.9
 2019 MAY 15   17 40 03.0 38.5107 23.5400   15         1.5
 2019 MAY 15   18 08 03.7 37.6904 21.3135   15         1.6
 2019 MAY 15   18 08 33.8 36.8994 22.6611   11         1.9
 2019 MAY 15   18 25 32.4 37.6025 20.6689   16         1.8
 2019 MAY 15   18 50 56.2 37.9088 21.2801    7         1.3
 2019 MAY 15   19 12 12.8 37.6904 20.7275   12         2.0
 2019 MAY 15   19 43 27.9 39.2871 21.9434   14         2.2
 2019 MAY 15   19 48 56.2 39.2725 21.9287   15         2.0
 2019 MAY 15   20 02 24.0 39.2871 21.9434   19         1.5
 2019 MAY 15   20 03 58.5 37.6318 20.4639    8         2.0
 2019 MAY 15   20 11 17.2 38.4229 23.4229   18         1.2
 2019 MAY 15   20 26 51.8 37.3242 20.5664   12         1.8
 2019 MAY 15   20 42 30.9 37.4268 20.5225   12         1.7
 2019 MAY 15   21 05 45.6 35.2130 27.8558   19         2.4
 2019 MAY 15   21 19 13.7 37.9102 21.2695    8         2.0
 2019 MAY 15   21 34 56.6 37.9431 22.1667   50         1.3
 2019 MAY 15   21 49 24.0 37.8955 21.2842    5         1.6
 2019 MAY 15   21 49 46.0 35.2295 24.8291   13         2.0
 2019 MAY 15   22 18 15.2 40.5908 24.0967   18         1.1
 2019 MAY 15   22 20 14.1 37.6758 21.2695   22         1.0
 2019 MAY 15   22 26 04.1 37.9102 21.2695    9         3.5
 2019 MAY 15   23 04 55.0 41.1999 20.5806   10         1.8
 2019 MAY 15   23 12 40.8 37.6611 20.6104   10         1.7
 2019 MAY 15   23 23 17.6 37.6611 20.5811   12         3.4
 2019 MAY 15   23 27 25.7 37.6611 21.3135   18         1.8
 2019 MAY 15   23 41 14.0 37.6904 20.5811   10         3.6
 2019 MAY 15   23 54 30.7 39.5654 24.2725   20         1.8
 2019 MAY 16   00 00 19.7 34.4238 24.8145   20         2.3
 2019 MAY 16   00 06 54.5 37.7252 20.6232   18         2.0
 2019 MAY 16   00 31 15.8 37.6318 20.5811   11         2.3
 2019 MAY 16   00 52 59.4 37.8955 21.2842    5         1.7
 2019 MAY 16   00 56 40.0 37.6611 20.6104   12         2.0
 2019 MAY 16   00 58 10.7 37.8955 21.2549    7         2.2
 2019 MAY 16   00 58 44.8 37.1320 28.5260   17         3.0
 2019 MAY 16   01 22 50.9 34.7754 25.5762   38         2.9
 2019 MAY 16   01 31 55.4 38.4229 23.8916   26         1.2
 2019 MAY 16   01 34 43.4 39.5361 24.2725   21         1.5
 2019 MAY 16   01 48 40.2 37.6318 20.5811   15         1.9
 2019 MAY 16   02 03 27.6 37.9102 21.2695    6         1.9
 2019 MAY 16   02 20 46.8 39.4189 21.4307   10         1.3
 2019 MAY 16   02 27 20.6 39.1699 21.7676   18         1.7
 2019 MAY 16   02 40 00.8 37.9248 21.2842   12         1.9
 2019 MAY 16   03 06 35.2 38.6572 21.1670   35         2.1
 2019 MAY 16   03 09 13.1 37.6620 20.6644   17         1.8
 2019 MAY 16   03 27 36.3 37.9056 21.2466    9         2.0
 2019 MAY 16   03 29 04.9 37.6895 21.2924   16         2.5
 2019 MAY 16   04 10 43.1 37.9088 21.2581    9         2.9
 2019 MAY 16   04 43 52.8 37.8387 20.5243   26         2.4
 2019 MAY 16   04 52 39.3 37.6904 21.2842   20         1.8
 2019 MAY 16   05 16 12.9 37.6904 21.2842   21         1.9
 2019 MAY 16   05 29 49.7 37.6987 21.2576   24         2.9
 2019 MAY 16   05 45 00.1 34.8779 23.8916   19         2.5
 2019 MAY 16   06 07 12.7 37.6904 21.3135   19         1.9
 2019 MAY 16   06 08 18.0 40.2686 23.3350   11         2.2
 2019 MAY 16   06 46 00.5 37.7197 20.6396   13         2.3
 2019 MAY 16   06 47 28.0 37.8955 21.2842    7         2.6
 2019 MAY 16   07 50 01.0 37.9248 21.2842   15         1.6
 2019 MAY 16   08 24 05.0 37.9248 21.2842    8         1.0
 2019 MAY 16   08 29 00.2 37.9248 21.2842    6         1.4
 2019 MAY 16   08 39 54.5 37.9248 21.2842    8         1.5
 2019 MAY 16   08 48 36.2 38.3643 22.0459    6         1.4
 2019 MAY 16   08 56 08.4 37.6611 21.2842   24         2.0
 2019 MAY 16   09 19 52.9 37.8955 21.2842    6         2.0
 2019 MAY 16   10 00 50.7 39.1846 21.7236   16         1.4
 2019 MAY 16   10 07 37.4 41.1035 24.3457   11         1.4
 2019 MAY 16   10 35 09.7 37.9770 22.2867   13         1.7
 2019 MAY 16   10 49 41.0 38.5638 23.5272   17         1.6
 2019 MAY 16   10 50 43.6 37.6657 20.4520    9         2.2
 2019 MAY 16   11 26 35.2 37.6566 21.2924   23         2.1
 2019 MAY 16   12 28 23.0 37.8529 23.0342   10         2.4
 2019 MAY 16   13 04 02.4 37.6318 23.2178   16         1.5
 2019 MAY 16   13 24 13.8 37.4707 22.7637   15         2.6
 2019 MAY 16   13 31 23.9 39.8877 22.4854   15         2.2
 2019 MAY 16   14 02 43.5 37.4854 20.4932   13         1.5
 2019 MAY 16   14 18 57.7 37.7197 20.7861    9         2.0
 2019 MAY 16   14 43 00.3 37.6025 20.6982    9         1.9
 2019 MAY 16   16 55 09.8 37.6611 21.2842   16         1.7
 2019 MAY 16   16 58 52.5 37.8955 21.2842    7         1.4
 2019 MAY 16   17 13 56.5 37.9102 21.2695    8         2.6
 2019 MAY 16   17 33 49.9 37.6758 20.5664   11         2.0
 2019 MAY 16   17 37 45.3 37.8955 21.3135    7         2.1
 2019 MAY 16   17 58 39.4 37.6877 23.0942   14         1.5
 2019 MAY 16   18 00 27.4 38.4521 23.3350   19         1.7
 2019 MAY 16   18 01 43.1 37.6611 22.4854   36         2.1
 2019 MAY 16   18 40 27.3 37.5146 20.6396   18         1.9
 2019 MAY 16   18 57 26.5 39.2871 27.5684   25         2.4
 2019 MAY 16   19 16 22.4 38.3789 21.8555   10         1.1
 2019 MAY 16   19 31 28.9 37.7490 20.7861   11         1.8
 2019 MAY 16   19 35 18.3 37.6460 20.6712   13         2.2
 2019 MAY 16   19 38 59.6 37.7490 20.7861   14         2.2
 2019 MAY 16   20 05 50.1 39.7119 25.5908   19         1.9
