   DATE         TIME     LAT.   LONG.  DEPTH    MAGNITUDE            
                   (GMT)    (N)    (E)    (km)       (Local)           
 2018 MAY 21   13 04 18.6 34.7967 23.0653   24         2.7
 2018 MAY 21   13 21 48.9 39.1657 20.5507   10         2.2
 2018 MAY 21   13 52 34.5 39.0110 22.4562    7         2.1
 2018 MAY 21   14 31 56.1 39.3565 25.7030   11         2.2
 2018 MAY 21   15 45 15.1 38.1353 21.1700   17         2.2
 2018 MAY 21   16 42 38.2 36.2292 21.3982   14         2.6
 2018 MAY 21   16 59 02.8 39.1160 21.3565   26         1.4
 2018 MAY 21   18 11 23.1 39.3893 20.5940   10         1.3
 2018 MAY 21   18 58 10.0 36.2112 21.4558    9         2.6
 2018 MAY 21   19 26 08.2 36.2547 21.3645   14         2.4
 2018 MAY 21   20 06 33.9 38.3633 20.5075   13         1.1
 2018 MAY 21   20 43 19.4 37.3911 20.4959    6         2.5
 2018 MAY 21   20 50 27.1 38.7479 21.3089   17         1.7
 2018 MAY 21   21 39 53.7 38.4036 21.9351    6         1.3
 2018 MAY 21   23 34 06.1 38.1674 20.5930   20         2.0
 2018 MAY 21   23 43 42.3 36.4785 23.1968   13         1.8
 2018 MAY 22   00 50 45.3 39.1677 20.5970    8         1.4
 2018 MAY 22   00 54 45.0 38.3665 22.0313   11         1.0
 2018 MAY 22   02 50 15.1 39.4487 23.5915   17         1.2
 2018 MAY 22   03 51 35.6 34.7265 23.8440   19         2.4
 2018 MAY 22   10 36 00.5 39.9385 24.0120    9         2.7
 2018 MAY 22   11 07 22.0 38.5533 23.5022    7         2.4
 2018 MAY 22   13 15 00.5 34.9740 26.5387    5         3.3
 2018 MAY 22   13 54 02.6 38.3325 23.4872   10         1.6
 2018 MAY 22   14 15 16.9 38.5788 23.1302   12         1.6
 2018 MAY 22   15 02 19.2 37.5315 20.5478   11         1.8
 2018 MAY 22   16 23 32.6 36.5347 22.9118   12         1.8
 2018 MAY 22   16 55 47.4 39.3065 24.1778   10         2.0
 2018 MAY 22   17 18 36.9 38.2262 22.5328   13         1.6
 2018 MAY 22   17 58 42.8 38.1010 26.1345   16         2.7
 2018 MAY 22   18 29 58.1 39.7632 22.2290    8         2.1
 2018 MAY 22   19 58 51.8 38.1338 20.7732   15         1.4
 2018 MAY 22   20 00 33.2 38.2115 20.4913   16         1.3
 2018 MAY 22   21 11 27.4 34.9590 22.9638   16         2.3
 2018 MAY 22   22 20 10.1 38.2169 22.7133    9         2.0
 2018 MAY 22   22 26 26.0 34.9037 24.0792   17         2.6
 2018 MAY 22   23 10 42.4 40.5305 20.9768    8         1.9
 2018 MAY 22   23 11 47.0 38.3423 20.4457   16         1.0
 2018 MAY 22   23 50 09.6 41.1495 23.2567   11         1.4
 2018 MAY 23   00 13 04.8 38.6735 20.5587   10         2.0
 2018 MAY 23   00 28 39.3 40.6680 22.8915   10         1.0
 2018 MAY 23   00 59 28.8 37.6432 20.7847   23         1.6
 2018 MAY 23   01 25 55.4 39.4542 20.5300   11         2.2
 2018 MAY 23   03 26 17.4 37.8490 21.1022   23         2.2
 2018 MAY 23   04 42 17.1 38.9180 20.8453   15         1.7
 2018 MAY 23   06 52 53.9 38.1822 20.6495    9         2.5
 2018 MAY 23   07 19 10.2 39.4975 20.5680   23         3.0
 2018 MAY 23   07 27 58.9 40.8578 20.7393   18         2.0
 2018 MAY 23   07 47 42.7 38.0855 20.6996   14         2.5
 2018 MAY 23   11 27 24.8 39.5095 20.6022   10         2.0
 2018 MAY 23   12 57 41.6 39.3647 20.8310    9         1.5
 2018 MAY 23   13 52 25.5 39.1840 25.3697   18         2.5
 2018 MAY 23   14 17 23.2 38.5547 23.0859   13         1.6
 2018 MAY 23   17 34 42.1 37.5965 21.0358   12         1.7
 2018 MAY 23   19 20 49.0 38.9557 23.2530    8         2.4
 2018 MAY 23   19 55 36.8 37.5923 20.9805   18         1.9
 2018 MAY 23   20 20 19.7 40.5182 23.5332   12         1.2
 2018 MAY 23   20 43 12.9 38.3372 21.8645   10         1.7
 2018 MAY 23   21 04 30.1 37.4460 23.5281   10         1.4
 2018 MAY 23   21 32 13.1 37.3793 23.5778    6         1.3
 2018 MAY 23   21 34 14.4 37.3598 20.8980    6         2.2
 2018 MAY 23   21 49 45.7 37.2342 20.5933    5         1.6
 2018 MAY 23   21 55 18.4 38.3358 21.8418   12         1.8
 2018 MAY 23   21 59 40.0 37.3747 23.4768    8         1.2
 2018 MAY 23   22 15 24.9 37.0572 23.2583   17         3.0
 2018 MAY 23   22 22 15.8 38.8028 23.6715   11         1.8
 2018 MAY 23   22 29 52.1 37.0513 23.2455   13         1.4
 2018 MAY 23   23 20 39.5 37.9382 22.2755    9         1.6
 2018 MAY 23   23 32 04.3 37.9387 22.2598    8         1.5
 2018 MAY 24   00 02 12.5 38.5718 26.7715   12         1.9
 2018 MAY 24   00 17 29.0 37.3292 23.4890    7         1.5
 2018 MAY 24   01 26 49.6 37.9518 22.2728   10         1.7
 2018 MAY 24   01 48 36.8 38.0919 21.5575   28         1.8
 2018 MAY 24   02 03 08.1 39.3635 21.5343   16         1.2
 2018 MAY 24   02 06 04.4 40.1025 24.1202   12         1.3
 2018 MAY 24   02 12 22.7 36.9477 27.3248   13         2.8
 2018 MAY 24   03 03 56.1 37.2157 21.5788    6         3.0
 2018 MAY 24   03 26 59.7 40.1048 24.1197   11         2.3
 2018 MAY 24   04 00 24.6 37.6113 22.6548   62         1.7
 2018 MAY 24   04 24 08.1 37.1988 21.7136   29         1.6
 2018 MAY 24   07 29 10.7 37.0763 23.1785    8         1.8
 2018 MAY 24   07 32 28.0 37.0498 23.2505   12         1.8
 2018 MAY 24   07 34 06.0 37.0700 23.2292   11         1.7
 2018 MAY 24   08 35 32.1 36.8497 26.2647   14         2.7
 2018 MAY 24   09 50 00.5 37.3846 20.4108    3         2.7
 2018 MAY 24   11 21 18.6 40.0333 20.5984    8         2.2
 2018 MAY 24   12 06 40.6 36.3703 22.7967    8         2.3
 2018 MAY 24   12 15 46.3 38.9047 21.4750   15         1.7
 2018 MAY 24   12 30 02.7 39.0138 21.3773   15         1.3
 2018 MAY 24   12 30 20.4 38.8060 25.6835   18         2.2
 2018 MAY 24   12 33 59.7 39.3622 20.7990   30         1.7
 2018 MAY 24   13 16 59.1 38.1363 22.5467   12         1.5
 2018 MAY 24   15 13 18.8 36.3803 22.8252    6         2.2
 2018 MAY 24   15 26 25.1 41.0425 19.8147    8         2.5
 2018 MAY 24   17 19 26.9 37.5815 22.0668   10         1.3
 2018 MAY 24   18 10 34.7 39.3777 23.8742   14         2.2
 2018 MAY 24   18 25 12.7 38.2445 20.5960   13         1.9
 2018 MAY 24   18 25 45.2 38.6438 22.7892   11         1.6
 2018 MAY 24   18 34 57.4 39.4170 23.8242   10         1.8
 2018 MAY 24   20 04 53.3 37.5637 20.9795   18         3.1
 2018 MAY 24   20 15 48.3 39.4027 23.8515   11         2.6
 2018 MAY 24   20 19 03.0 39.4347 23.8603   10         2.1
 2018 MAY 24   20 28 34.8 40.8790 22.8055    9         1.3
 2018 MAY 24   21 31 39.1 34.3870 25.0075   11         3.8
 2018 MAY 24   21 41 03.6 34.3688 24.9938    9         3.6
 2018 MAY 24   23 18 32.6 40.1505 21.6641    7         1.6
 2018 MAY 24   23 58 26.9 40.8442 20.9020   13         1.5
 2018 MAY 25   00 13 38.3 40.1340 21.6019   31         1.1
 2018 MAY 25   00 35 32.1 37.7495 23.5780   15         1.2
 2018 MAY 25   01 03 19.5 38.4775 21.8322   18         2.3
 2018 MAY 25   01 48 08.4 38.9282 20.6518   16         1.4
 2018 MAY 25   02 27 54.1 35.8697 23.5617    6         3.0
 2018 MAY 25   02 30 38.8 35.8693 23.5288   14         2.3
 2018 MAY 25   02 43 44.5 39.3552 23.8290   20         2.0
 2018 MAY 25   04 26 54.7 38.1795 20.6020   18         1.4
 2018 MAY 25   04 45 51.7 38.0567 22.9425   10         2.1
 2018 MAY 25   08 13 46.3 38.1340 22.6832   10         2.2
 2018 MAY 25   08 24 19.2 38.0946 22.0006   15         2.5
 2018 MAY 25   09 06 39.5 39.8150 24.4607   17         2.0
 2018 MAY 25   09 07 38.7 38.9818 22.2810   16         1.6
 2018 MAY 25   09 34 52.3 37.5428 20.6172   14         2.0
 2018 MAY 25   10 18 25.0 38.3448 21.7787   14         1.6
 2018 MAY 25   10 28 11.0 38.9413 21.1798   29         1.7
 2018 MAY 25   10 32 40.7 39.0228 21.1585   22         1.6
 2018 MAY 25   10 35 02.9 38.9388 21.1953   22         1.3
 2018 MAY 25   10 35 43.7 39.0002 21.1848   14         1.2
 2018 MAY 25   11 26 47.4 40.4740 21.8642    8         1.8
 2018 MAY 25   12 12 15.0 37.8510 22.0463    7         2.2
 2018 MAY 25   13 27 17.2 39.2912 22.9167   11         1.8
 2018 MAY 25   14 01 40.0 35.2798 23.3578   11         3.8
 2018 MAY 25   15 14 10.2 36.5513 22.8872   11         2.1
 2018 MAY 25   16 05 11.0 38.4083 21.8638    8         1.8
 2018 MAY 25   16 25 08.9 37.8090 22.8147   11         1.5
 2018 MAY 25   17 36 59.9 39.2935 21.4188    8         1.1
 2018 MAY 25   19 23 05.2 40.5898 23.2773    9         2.6
 2018 MAY 25   19 38 23.4 37.2922 20.4153    4         3.3
 2018 MAY 25   20 06 20.4 39.0543 23.5370   10         1.6
 2018 MAY 25   20 16 29.0 39.2095 23.2835   10         1.7
 2018 MAY 25   20 25 47.8 37.6865 23.5305   19         1.3
 2018 MAY 25   21 11 46.3 37.8618 23.6358    8         1.5
 2018 MAY 25   21 24 42.5 38.9877 23.2553   12         1.8
 2018 MAY 25   21 57 38.0 37.9270 23.3405   13         1.1
 2018 MAY 25   22 17 10.7 39.9933 25.5852    9         1.6
 2018 MAY 25   22 29 38.4 37.7792 23.7280    9         1.2
 2018 MAY 25   22 31 33.7 38.9715 22.4733   13         1.2
 2018 MAY 25   22 42 36.2 37.6236 21.9992    8         2.6
 2018 MAY 25   22 50 15.0 41.2930 20.9595    4         2.9
 2018 MAY 25   22 59 17.7 41.3818 20.8740    2         3.0
 2018 MAY 25   23 11 23.9 37.7664 23.7442    9         1.2
 2018 MAY 25   23 17 01.6 37.8461 23.4613   13         1.0
 2018 MAY 26   00 01 41.2 37.7803 23.7547   12         1.1
 2018 MAY 26   00 07 20.4 38.4095 21.8390   14         1.4
 2018 MAY 26   00 35 31.7 37.6895 23.7387   12         1.4
 2018 MAY 26   01 02 17.6 38.6572 25.5345   10         2.3
 2018 MAY 26   01 16 13.9 38.3055 21.4067   15         1.9
 2018 MAY 26   02 12 22.9 39.0008 22.4712    9         2.0
 2018 MAY 26   03 05 53.7 35.2990 23.3333    8         2.5
 2018 MAY 26   04 31 40.2 39.1478 21.5410   14         1.3
 2018 MAY 26   05 55 30.7 38.3717 22.2843    7         2.0
 2018 MAY 26   10 34 33.3 34.7823 24.1897   16         2.9
 2018 MAY 26   10 43 50.8 38.3198 20.5157   28         1.1
 2018 MAY 26   12 10 07.2 38.6288 23.2242   15         1.8
 2018 MAY 26   15 40 54.6 35.8804 23.5831   13         3.8
 2018 MAY 26   18 22 45.8 34.5258 25.4045   10         2.7
 2018 MAY 26   18 40 27.0 41.3567 21.0620   10         2.2
 2018 MAY 26   18 44 23.8 38.4273 20.4680   10         1.5
 2018 MAY 26   18 45 18.5 41.4108 21.1648   14         1.9
 2018 MAY 26   19 13 18.2 37.9398 21.9705   15         1.6
 2018 MAY 26   23 11 26.5 38.6548 22.7735   13         1.9
 2018 MAY 27   01 11 38.6 39.3568 20.8022    9         1.5
 2018 MAY 27   01 28 45.2 38.4768 21.5277    8         1.7
 2018 MAY 27   02 08 19.5 38.6602 22.7782   13         2.1
 2018 MAY 27   03 29 58.1 38.5345 23.5780   10         1.8
 2018 MAY 27   05 07 22.1 39.5032 20.5692   10         1.6
 2018 MAY 27   09 32 19.5 38.8918 26.6585    7         2.6
 2018 MAY 27   13 56 42.7 38.5355 21.8940   16         2.1
 2018 MAY 27   15 33 14.0 39.5122 20.2263    5         3.2
 2018 MAY 27   18 08 44.7 36.5978 23.1208   22         2.0
 2018 MAY 27   18 45 46.4 38.5990 22.3232    8         2.3
 2018 MAY 27   19 01 57.3 38.4178 21.4523    8         1.7
 2018 MAY 27   20 21 01.7 39.1318 21.0863   26         1.2
 2018 MAY 27   20 30 50.3 38.5625 23.8280    9         2.6
 2018 MAY 27   22 02 52.3 37.4551 20.5051    9         2.0
 2018 MAY 27   22 17 43.7 37.4973 20.5948   14         1.8
 2018 MAY 27   22 24 39.8 36.6240 21.2782    6         1.8
 2018 MAY 27   23 08 52.4 36.0157 23.8983   27         2.4
 2018 MAY 27   23 11 40.4 35.6812 21.2457   16         2.4
 2018 MAY 28   00 38 14.0 37.6978 21.3737   15         1.7
 2018 MAY 28   01 14 08.3 38.8198 26.5317    9         2.2
 2018 MAY 28   02 01 38.1 38.5135 21.2942   12         1.6
 2018 MAY 28   06 07 30.8 38.6788 20.5622    7         2.1
 2018 MAY 28   06 14 56.6 39.2562 20.5842   10         1.8
 2018 MAY 28   07 43 25.3 38.6498 22.7875   12         2.2
 2018 MAY 28   08 28 19.6 36.0608 23.5430   10         2.2
 2018 MAY 28   08 39 16.3 38.3643 21.2648   28         1.4
 2018 MAY 28   08 54 58.3 38.3653 21.2747   29         1.4
 2018 MAY 28   13 04 29.9 36.5653 22.8812    8         2.0
 2018 MAY 28   13 53 47.2 37.5383 21.6633   13         2.4
 2018 MAY 28   18 06 26.3 38.1537 23.8333   13         1.5
 2018 MAY 28   18 09 48.0 35.5447 23.2783   11         3.1
 2018 MAY 28   19 04 03.2 38.0820 23.9167   16         1.6
 2018 MAY 28   19 54 10.2 38.9534 23.1459   10         1.5
 2018 MAY 28   20 41 53.7 38.6970 22.7985    6         3.2
 2018 MAY 28   21 28 36.3 38.8232 23.0263   10         1.6
 2018 MAY 28   22 06 55.2 38.8908 23.4882    7         1.6
 2018 MAY 28   22 24 11.8 38.4018 21.9681    8         2.5
 2018 MAY 28   23 03 48.0 38.2233 21.6952   19         1.7
 2018 MAY 28   23 11 06.8 34.6581 24.0828   10         3.0
 2018 MAY 28   23 32 35.5 38.4047 21.9568    6         1.2
 2018 MAY 28   23 51 33.7 39.2283 20.9450   18         1.1
 2018 MAY 29   00 20 34.6 39.2448 20.9275   24         2.4
 2018 MAY 29   04 33 00.8 38.3660 21.8702   11         1.6
 2018 MAY 29   06 10 44.4 34.7513 24.9212   24         2.5
 2018 MAY 29   06 11 02.1 37.4585 21.8222    8         3.3
 2018 MAY 29   07 00 36.6 37.9528 22.0242   14         2.3
 2018 MAY 29   07 44 13.5 38.3557 21.8388    7         2.1
 2018 MAY 29   09 29 44.4 38.5703 20.9683   23         1.8
 2018 MAY 29   10 25 01.2 39.5730 25.9927   17         3.9
 2018 MAY 29   10 51 29.1 39.5870 25.9743   13         3.6
 2018 MAY 29   10 58 07.2 40.0021 20.5765   14         2.5
 2018 MAY 29   12 43 44.7 38.5623 21.0902   18         1.4
 2018 MAY 29   12 55 46.9 39.5803 25.9898    8         2.2
 2018 MAY 29   13 40 54.8 38.3040 21.4095   26         1.2
 2018 MAY 29   14 09 25.1 38.5687 23.1327   13         1.8
 2018 MAY 29   14 28 51.0 39.3648 20.4238   26         2.1
 2018 MAY 29   15 14 25.2 39.5812 25.9843   10         2.4
 2018 MAY 29   16 19 41.5 38.9673 23.2798   17         1.7
 2018 MAY 29   16 54 11.2 37.5543 23.5968   15         1.7
 2018 MAY 29   19 05 10.2 39.5827 25.9593   14         3.6
 2018 MAY 29   19 21 18.6 35.0795 24.7010   11         2.0
 2018 MAY 29   20 29 18.3 38.6657 20.5632    8         2.1
 2018 MAY 29   20 42 23.3 38.0803 23.9030   16         1.4
 2018 MAY 29   20 49 17.0 36.7963 21.5978    9         1.8
 2018 MAY 29   21 20 54.1 38.5375 20.5466   10         0.8
 2018 MAY 29   23 11 53.1 38.5747 20.9608   29         1.1
 2018 MAY 29   23 24 48.2 37.2739 20.7376    7         2.0
 2018 MAY 30   00 14 16.2 37.8650 21.0098   17         1.3
 2018 MAY 30   00 21 33.9 38.3398 21.7940    6         1.7
 2018 MAY 30   00 34 49.9 41.7137 23.6785   16         1.7
 2018 MAY 30   00 52 52.5 36.0580 21.6513   12         3.0
 2018 MAY 30   00 58 51.5 37.9415 20.6455   17         1.1
 2018 MAY 30   00 59 15.1 37.5383 22.7408   60         1.3
 2018 MAY 30   00 59 42.5 41.0007 27.6672   61         2.6
 2018 MAY 30   01 57 29.7 39.5925 25.9680   11         1.9
 2018 MAY 30   02 04 14.1 37.7547 21.3817   21         1.2
 2018 MAY 30   02 56 49.1 38.1347 20.4447   17         1.3
 2018 MAY 30   03 03 11.0 36.7120 23.1773   13         1.8
 2018 MAY 30   04 44 30.6 39.5900 25.9783   13         2.2
 2018 MAY 30   07 06 26.6 38.2520 22.2035   10         1.6
 2018 MAY 30   07 06 58.9 39.1302 22.8390   33         1.5
 2018 MAY 30   08 33 49.0 40.4697 21.8375    7         1.5
 2018 MAY 30   10 04 20.9 38.7396 20.5829   10         0.8
 2018 MAY 30   10 19 40.7 39.4656 20.6076   10         1.4
 2018 MAY 30   10 52 33.1 40.4545 23.5773   16         1.3
 2018 MAY 30   11 22 27.8 36.0843 26.8662   12         2.6
 2018 MAY 30   11 30 19.4 36.0250 26.8437   23         2.4
 2018 MAY 30   12 28 15.4 38.6450 23.3102    9         1.9
 2018 MAY 30   12 42 59.5 37.5960 21.6663   29         1.7
 2018 MAY 30   13 51 45.4 36.0562 26.8820   17         3.0
 2018 MAY 30   14 06 55.2 39.6025 25.9875   14         2.2
 2018 MAY 30   15 33 02.9 36.0482 26.8708   19         3.0
 2018 MAY 30   15 33 54.2 36.0560 26.8748   14         3.2
 2018 MAY 30   15 47 16.6 38.4182 22.4698    6         1.5
 2018 MAY 30   15 48 01.0 36.0618 26.8507   14         2.5
 2018 MAY 30   16 45 38.1 35.3623 24.5298   70         2.7
 2018 MAY 30   18 01 14.2 37.9470 23.6610    6         1.6
 2018 MAY 30   18 26 19.9 36.0465 25.9895  132         2.7
 2018 MAY 30   21 30 14.2 38.1010 22.5010   67         1.7
 2018 MAY 30   21 52 37.9 36.3110 22.0168   11         2.2
 2018 MAY 30   22 25 29.2 35.0847 23.9755   13         2.9
 2018 MAY 30   22 41 24.9 38.9025 21.4505   25         1.2
 2018 MAY 30   22 53 14.4 38.5367 20.5525    8         1.3
 2018 MAY 31   01 14 16.3 40.0928 20.7808   12         2.2
 2018 MAY 31   01 44 26.8 36.5605 23.0278    8         3.0
 2018 MAY 31   02 07 46.3 39.4997 20.2395   10         1.4
 2018 MAY 31   08 02 30.9 38.3375 21.8333   10         1.7
 2018 MAY 31   08 28 08.3 39.3117 23.7247    8         1.7
 2018 MAY 31   08 28 42.2 38.3377 21.2375   16         1.3
 2018 MAY 31   09 02 38.6 37.5652 22.6550   54         2.2
 2018 MAY 31   09 09 16.1 38.3363 21.8423   10         2.3
 2018 MAY 31   11 36 15.6 40.1283 20.7240   19         1.7
 2018 MAY 31   11 36 27.6 38.0195 22.8782   26         1.2
 2018 MAY 31   11 47 46.2 38.4310 20.4773   10         1.7
 2018 MAY 31   12 05 52.3 38.3727 20.5148   14         1.3
 2018 MAY 31   12 09 06.5 37.4527 22.7960    6         1.9
 2018 MAY 31   15 10 36.7 38.0657 23.9267   13         1.3
 2018 MAY 31   15 28 03.8 38.2185 20.3925   11         1.1
 2018 MAY 31   15 34 13.1 39.0465 21.9763   17         1.5
 2018 MAY 31   16 05 17.1 35.2298 22.9288   12         2.2
 2018 MAY 31   16 46 45.2 37.4400 21.8367   12         2.0
 2018 MAY 31   17 58 26.3 38.3478 23.9852    8         2.0
 2018 MAY 31   18 23 34.5 36.7115 23.2172    8         1.3
 2018 MAY 31   18 53 13.4 37.9088 21.5105   21         1.6
 2018 MAY 31   20 24 26.6 35.0755 23.4498   10         1.9
 2018 MAY 31   20 32 02.6 38.3727 20.5140   14         1.5
 2018 MAY 31   20 44 00.8 39.0150 21.1042   27         1.5
 2018 MAY 31   20 46 54.2 37.9255 23.3447   12         0.9
 2018 MAY 31   20 58 32.0 38.7042 23.3737    9         1.6
 2018 MAY 31   21 25 32.9 35.5378 26.8038   10         3.2
 2018 MAY 31   22 12 09.2 37.6127 23.2630   12         1.0
 2018 MAY 31   22 25 30.7 40.1074 20.7715   14         2.2
 2018 MAY 31   22 33 43.0 35.0715 23.1047   13         2.4
 2018 MAY 31   22 41 25.3 38.8417 20.6618   34         1.6
 2018 MAY 31   22 50 00.9 39.7547 21.6372   11         1.6
 2018 MAY 31   23 32 28.9 37.8993 23.1075    7         1.2
 2018 MAY 31   23 57 20.0 38.3496 21.8848   18         0.7
 2018 JUN  1   00 35 41.5 40.2979 19.5557   10         2.3
 2018 JUN  1   00 43 36.9 37.9352 23.3988   13         1.1
 2018 JUN  1   01 12 32.9 38.3898 21.8227   10         1.1
 2018 JUN  1   01 15 16.6 38.3368 21.8756   18         1.2
 2018 JUN  1   01 16 38.7 34.7190 24.8462   15         2.2
 2018 JUN  1   01 31 16.7 37.8950 23.3867   14         1.1
 2018 JUN  1   01 36 40.7 38.1485 21.1848   20         1.4
 2018 JUN  1   02 39 07.8 38.3295 21.8578    9         1.2
 2018 JUN  1   02 44 12.3 38.3263 21.8668   13         1.5
 2018 JUN  1   03 01 19.5 36.7717 21.0137    8         1.6
 2018 JUN  1   03 22 32.1 39.1918 20.5325   28         2.1
 2018 JUN  1   03 31 05.4 37.3208 20.7945    7         2.6
 2018 JUN  1   03 42 54.7 38.9135 26.2768   12         2.1
 2018 JUN  1   03 45 48.1 40.0790 24.1673   13         1.8
 2018 JUN  1   05 28 16.9 38.4212 23.8393   12         2.4
 2018 JUN  1   06 48 07.2 38.1278 21.1808   10         2.1
 2018 JUN  1   06 55 58.6 38.1502 21.1995   20         1.9
 2018 JUN  1   06 58 03.0 38.1672 21.1902   12         2.3
 2018 JUN  1   07 06 59.9 39.4322 23.8445   11         2.1
 2018 JUN  1   10 39 36.3 38.3257 22.2690    6         3.4
 2018 JUN  1   11 55 43.7 38.3295 22.2418    8         1.8
 2018 JUN  1   11 57 25.9 36.5585 22.8663    9         1.7
 2018 JUN  1   15 52 43.1 38.2588 22.1348   12         1.7
 2018 JUN  1   16 22 21.9 38.5035 20.5918    9         1.7
 2018 JUN  1   16 25 14.2 38.5803 23.0990   16         1.6
 2018 JUN  1   16 33 01.6 39.5473 23.2817   12         2.1
 2018 JUN  1   16 33 22.5 34.6917 24.0303   28         2.5
 2018 JUN  1   16 55 21.1 38.7198 20.8375   25         1.4
 2018 JUN  1   19 34 25.9 39.3153 21.6403    8         2.8
 2018 JUN  1   20 03 46.5 39.3353 21.4097   18         1.7
 2018 JUN  1   20 45 37.7 38.6477 22.8395   11         2.0
 2018 JUN  1   21 00 22.0 38.2515 20.7463   15         1.9
 2018 JUN  1   21 06 44.6 37.9198 21.9548   10         1.6
 2018 JUN  1   22 41 34.8 38.3898 20.4933   14         1.4
 2018 JUN  1   23 24 08.4 38.2080 22.6075   12         1.5
 2018 JUN  1   23 27 29.8 38.2045 22.5967   13         1.4
 2018 JUN  1   23 45 16.7 35.4793 25.4813   14         2.2
 2018 JUN  2   01 09 12.7 38.9472 21.3887   18         1.5
 2018 JUN  2   01 18 03.7 40.3650 27.7440   26         2.7
 2018 JUN  2   01 44 36.0 38.8665 20.7233   30         1.4
 2018 JUN  2   02 26 30.2 39.6068 20.4698   12         1.4
 2018 JUN  2   02 34 01.2 40.2585 22.1036    7         2.5
 2018 JUN  2   03 00 56.4 36.5618 27.5802   96         2.6
 2018 JUN  2   03 03 04.3 38.8345 21.2042   19         1.3
 2018 JUN  2   03 24 30.9 38.7728 27.8428    8         2.8
 2018 JUN  2   03 59 47.6 36.0903 27.8685   83         3.0
 2018 JUN  2   04 05 44.1 39.4002 20.1958   10         1.5
 2018 JUN  2   06 24 18.0 37.3595 23.1692    8         1.6
 2018 JUN  2   06 31 52.1 39.3182 21.6412   11         2.7
 2018 JUN  2   06 47 47.3 39.5722 25.9640   14         2.6
 2018 JUN  2   07 15 50.1 39.8500 20.6322   18         1.7
 2018 JUN  2   07 37 38.5 37.3691 20.6277    7         3.6
 2018 JUN  2   08 51 54.0 39.3908 23.8435   13         2.7
 2018 JUN  2   08 56 38.1 38.1193 23.5860   12         1.5
 2018 JUN  2   09 00 24.1 38.5895 23.1500   14         1.7
 2018 JUN  2   09 03 43.3 39.5233 20.5353   11         2.1
 2018 JUN  2   09 32 36.8 39.3128 21.6065    8         1.8
 2018 JUN  2   10 10 08.9 39.5777 25.9667   13         2.6
 2018 JUN  2   10 10 42.2 37.5697 22.0407   13         1.4
 2018 JUN  2   10 26 41.3 37.3306 20.5728    9         2.3
 2018 JUN  2   10 30 19.0 37.3942 20.6673   10         2.3
 2018 JUN  2   11 57 38.7 37.3618 20.6149   10         2.7
 2018 JUN  2   12 28 46.7 39.9448 23.6792   10         2.4
 2018 JUN  2   13 56 27.7 38.6608 22.8038   10         1.8
 2018 JUN  2   14 08 39.4 34.5969 25.3116   11         3.0
 2018 JUN  2   14 45 16.1 36.6232 28.4460    6         3.3
 2018 JUN  2   15 20 20.2 38.4138 21.9642    8         1.6
 2018 JUN  2   16 05 36.9 37.3857 20.6458    8         2.3
 2018 JUN  2   16 17 20.4 38.3958 22.0250   11         1.7
 2018 JUN  2   16 27 46.8 37.3605 20.6328   10         2.6
 2018 JUN  2   16 34 49.0 34.8665 24.3962   13         2.3
 2018 JUN  2   16 57 34.2 38.2660 20.7415   14         1.6
 2018 JUN  2   17 30 01.2 37.9268 21.5035   11         2.1
 2018 JUN  2   18 31 41.3 36.9245 27.6005   15         2.9
 2018 JUN  2   21 03 23.1 39.7090 25.6255    9         1.6
 2018 JUN  2   21 11 55.7 39.7047 25.6385   11         1.4
 2018 JUN  2   21 12 11.2 38.3748 21.8257    9         0.9
 2018 JUN  2   21 20 42.7 39.4728 20.3303    9         1.4
 2018 JUN  2   21 49 08.5 38.2007 21.6913   18         1.2
 2018 JUN  2   21 49 26.8 37.7218 21.9372   13         1.5
 2018 JUN  2   22 59 12.8 36.5308 21.7780   13         2.4
 2018 JUN  2   23 16 28.8 36.2390 22.0833    7         1.9
 2018 JUN  2   23 41 41.2 38.1592 20.5267   16         1.8
 2018 JUN  2   23 45 31.5 37.4452 20.4140    6         2.6
 2018 JUN  2   23 55 33.3 38.8715 21.1093   52         1.4
 2018 JUN  3   00 08 46.6 38.9140 21.1368   27         1.8
 2018 JUN  3   00 15 37.3 38.4812 20.5900   15         1.0
 2018 JUN  3   01 19 37.1 38.0518 20.3732    5         1.8
 2018 JUN  3   01 35 20.4 39.4427 24.2963   10         1.6
 2018 JUN  3   01 38 50.5 38.4732 20.5435   14         1.0
 2018 JUN  3   01 40 30.2 35.6950 26.3993   14         2.5
 2018 JUN  3   02 08 57.1 38.4678 20.5508    6         2.0
 2018 JUN  3   03 02 26.3 39.7247 19.7882    6         2.1
 2018 JUN  3   03 17 14.1 39.8397 19.8607    8         1.9
 2018 JUN  3   03 31 49.4 38.9650 20.6142   19         1.6
 2018 JUN  3   03 33 45.4 38.9745 20.6773   20         1.8
 2018 JUN  3   03 54 20.8 38.6503 20.5762   11         1.9
 2018 JUN  3   04 40 21.8 38.3360 23.8132   25         1.8
 2018 JUN  3   05 19 59.1 38.9160 20.5213   16         2.7
 2018 JUN  3   06 37 50.7 39.9560 23.7103    6         1.8
 2018 JUN  3   10 04 56.9 36.4874 22.9779   20         3.1
 2018 JUN  3   11 54 42.7 38.3853 22.0340   11         1.2
 2018 JUN  3   12 55 41.0 34.3597 23.5858   10         2.5
