DATE         TIME     LAT.   LONG.  DEPTH    MAGNITUDE            
                   (GMT)    (N)    (E)    (km)       (Local)
 2021 MAR 30   21 19 09.3 37.0523 21.3254   23         2.1
 2021 MAR 30   21 19 30.8 37.0660 21.5936   13         1.6
 2021 MAR 30   21 49 29.1 39.7966 22.0775   12         1.3
 2021 MAR 30   21 50 41.6 39.8323 21.8376    6         0.8
 2021 MAR 30   21 58 48.6 39.7884 22.0253    8         0.8
 2021 MAR 30   22 18 43.7 37.7390 21.8161   54         1.7
 2021 MAR 30   22 24 57.5 39.8103 21.9301    9         1.5
 2021 MAR 30   22 26 35.9 39.7371 22.1947    8         0.5
 2021 MAR 30   22 26 51.8 39.8117 22.0029    8         0.8
 2021 MAR 30   22 35 33.3 38.3904 22.1278   10         1.4
 2021 MAR 30   22 39 46.0 39.7957 22.0702   10         2.4
 2021 MAR 30   22 50 14.1 39.5915 22.1333    5         1.3
 2021 MAR 30   23 02 00.2 37.5375 22.6053   60         2.1
 2021 MAR 30   23 10 29.7 39.7362 22.0976    7         1.6
 2021 MAR 30   23 46 05.0 35.0633 23.8490   26         3.0
 2021 MAR 30   23 56 23.0 39.7623 22.0670    6         1.5
 2021 MAR 30   23 56 53.6 39.7115 22.2038   11         1.5
 2021 MAR 31   00 05 52.0 37.9294 26.0605   18         2.7
 2021 MAR 31   00 21 25.3 39.7733 22.0651    6         1.4
 2021 MAR 31   00 28 05.3 35.7637 23.4105   13         3.0
 2021 MAR 31   00 47 58.5 39.7765 22.1187   10         1.6
 2021 MAR 31   00 49 40.6 39.7737 22.0985    8         1.6
 2021 MAR 31   00 54 43.8 39.8405 22.0171    6         1.9
 2021 MAR 31   01 22 51.3 39.7234 22.1828    9         1.1
 2021 MAR 31   01 23 50.8 39.7810 22.0427    6         0.4
 2021 MAR 31   01 55 40.8 39.8524 21.9237   10         1.4
 2021 MAR 31   02 01 47.7 39.7197 22.1233    6         1.5
 2021 MAR 31   02 24 30.2 39.8259 21.8697   12         1.4
 2021 MAR 31   03 23 14.4 35.3078 24.2775   13         1.8
 2021 MAR 31   03 30 26.7 39.8447 22.0193    4         2.1
 2021 MAR 31   03 33 20.5 39.5998 22.2093    6         1.7
 2021 MAR 31   03 43 06.1 39.7614 22.1320    8         0.8
 2021 MAR 31   04 18 03.0 39.8080 22.0377    4         1.4
 2021 MAR 31   04 25 40.9 38.2150 22.5046   49         1.7
 2021 MAR 31   04 30 27.8 39.7636 22.0656    5         1.2
 2021 MAR 31   05 12 54.2 39.7380 22.1782    7         0.7
 2021 MAR 31   05 24 06.2 39.7874 22.0876   10         2.5
 2021 MAR 31   05 49 03.1 39.7438 22.0846    5         1.9
 2021 MAR 31   06 38 56.0 39.8012 21.9392    7         1.6
 2021 MAR 31   06 49 06.3 39.7984 21.9521    7         1.7
 2021 MAR 31   07 15 21.3 39.7444 22.1214    5         2.6
 2021 MAR 31   07 49 22.1 39.7993 21.9466    7         1.5
 2021 MAR 31   07 50 48.6 34.3579 25.1001   20         3.0
 2021 MAR 31   08 13 10.2 39.6867 22.2377    8         2.2
 2021 MAR 31   08 19 31.3 36.5195 25.5515   13         3.1
 2021 MAR 31   08 48 53.4 38.2549 22.4995   14         1.7
 2021 MAR 31   09 00 47.4 39.7087 22.1901   10         3.7
 2021 MAR 31   09 08 31.2 39.7627 22.1114    6         1.6
 2021 MAR 31   09 55 52.7 39.6996 22.2020    9         3.2
 2021 MAR 31   10 01 11.7 39.7472 22.1461    6         1.4
 2021 MAR 31   10 38 33.7 39.7499 22.1526    7         1.0
 2021 MAR 31   12 40 06.8 35.8823 22.4350    9         2.8
 2021 MAR 31   12 49 53.9 39.8030 21.9292   11         2.2
 2021 MAR 31   12 58 18.3 39.7765 21.9951    8         1.5
 2021 MAR 31   13 11 44.1 39.7440 22.1164    7         1.0
 2021 MAR 31   13 15 49.8 39.7701 22.0766    6         1.2
 2021 MAR 31   13 51 25.0 39.6986 22.0930    7         1.0
 2021 MAR 31   16 16 39.7 38.5977 25.3702   15         2.9
 2021 MAR 31   16 34 07.0 34.7282 24.5229   17         2.7
 2021 MAR 31   16 41 08.9 39.7101 22.1906    8         1.4
 2021 MAR 31   17 07 02.9 39.6391 22.1205    6         1.7
 2021 MAR 31   17 36 55.1 38.1093 21.6270   25         1.1
 2021 MAR 31   18 13 01.7 39.7865 22.0628    6         1.2
 2021 MAR 31   18 35 27.5 39.6739 22.2295    7         1.4
 2021 MAR 31   19 38 19.8 36.5305 21.7776   26         2.2
 2021 MAR 31   19 58 56.5 39.7014 22.1892   10         1.7
 2021 MAR 31   20 04 20.1 34.4165 24.4849   29         2.3
 2021 MAR 31   20 16 40.5 38.3615 21.9406    9         2.2
 2021 MAR 31   20 37 27.2 39.7078 22.1617   11         1.5
 2021 MAR 31   21 42 16.7 39.5897 22.1782    8         1.1
 2021 MAR 31   21 48 54.3 39.7050 22.1773    9         1.0
 2021 MAR 31   21 52 11.5 39.8268 22.0335    7         1.0
 2021 MAR 31   21 52 32.9 39.8076 21.9557    6         1.9
 2021 MAR 31   22 34 00.5 39.8593 21.9351   10         1.4
 2021 MAR 31   22 35 25.2 39.8021 21.9695    5         0.7
 2021 MAR 31   22 37 25.7 37.8868 21.4513   20         1.5
 2021 MAR 31   22 42 56.7 37.4442 21.8033   12         1.9
 2021 MAR 31   23 02 33.0 37.9532 21.5872   22         2.1
 2021 MAR 31   23 09 50.4 34.7882 26.8414    5         3.4
 2021 MAR 31   23 28 17.0 39.7604 22.1329    8         1.0
 2021 MAR 31   23 48 27.2 39.7792 22.0308    3         1.3
 2021 MAR 31   23 52 38.9 39.7096 22.1828    6         2.5
 2021 APR  1   00 05 24.2 38.9621 26.0074   12         3.2
 2021 APR  1   00 20 17.5 38.3807 22.1466    8         0.8
 2021 APR  1   00 20 38.9 39.7476 22.1091    7         0.5
 2021 APR  1   00 53 38.6 39.3228 20.5966   33         1.7
 2021 APR  1   01 03 08.2 39.6263 22.2221    6         1.5
 2021 APR  1   01 08 23.7 37.4496 20.8804   17         2.1
 2021 APR  1   01 17 32.4 36.4980 22.8877    8         2.3
 2021 APR  1   01 34 03.4 36.6110 25.7071   11         2.9
 2021 APR  1   01 42 21.4 37.4753 20.8658   17         2.1
 2021 APR  1   02 03 47.4 39.7563 22.1068    7         0.9
 2021 APR  1   02 06 25.4 39.7911 22.0555    7         0.9
 2021 APR  1   02 32 47.3 36.3135 22.1338   10         2.6
 2021 APR  1   02 56 44.6 39.7115 22.1883    8         1.0
 2021 APR  1   04 39 20.1 39.8003 22.0372    6         1.6
 2021 APR  1   04 55 00.7 39.6327 22.2112    5         0.5
 2021 APR  1   05 17 08.4 39.7412 22.1338    5         1.7
 2021 APR  1   05 44 02.8 39.7362 22.0674    6         1.9
 2021 APR  1   06 05 54.4 39.7554 22.1507    6         1.3
 2021 APR  1   06 08 57.6 36.0498 29.6338    8         2.9
 2021 APR  1   06 43 13.2 38.2645 22.1695   59         2.4
 2021 APR  1   06 50 01.6 39.7783 22.0683    4         1.3
 2021 APR  1   07 43 08.1 37.8836 21.3638   16         1.8
 2021 APR  1   08 41 54.5 39.7664 22.0546    4         0.8
 2021 APR  1   08 56 17.4 39.7586 22.0743    4         1.9
 2021 APR  1   08 59 52.4 39.7554 22.0766    4         1.0
 2021 APR  1   09 57 40.5 37.5064 21.7410    4         1.4
 2021 APR  1   10 05 56.2 39.5952 22.2432    4         1.6
 2021 APR  1   10 21 35.9 37.4725 21.7181   34         1.7
 2021 APR  1   10 24 20.8 37.4762 21.8646   40         2.0
 2021 APR  1   11 53 40.0 37.6241 22.0436   13         2.2
 2021 APR  1   12 10 07.4 37.8443 20.3661    6         2.0
 2021 APR  1   12 33 41.0 36.1990 26.5421   98         4.5
 2021 APR  1   12 47 51.3 39.8035 21.9470    7         1.2
 2021 APR  1   13 46 00.8 39.7179 22.1910    8         1.5
 2021 APR  1   13 56 05.0 39.7838 21.9768    6         1.8
 2021 APR  1   14 17 26.4 39.7453 22.1306    6         1.0
 2021 APR  1   15 08 35.9 39.6103 22.2427    7         1.3
 2021 APR  1   15 29 02.8 40.0974 22.4460   12         1.7
 2021 APR  1   15 47 22.8 39.7820 22.0757    6         1.6
 2021 APR  1   16 52 34.5 39.6254 22.2166    8         1.7
 2021 APR  1   17 02 47.6 39.8076 22.0345    5         2.0
 2021 APR  1   17 23 20.2 39.8080 22.0285    6         1.8
 2021 APR  1   18 10 41.2 39.8080 22.0322    5         1.8
 2021 APR  1   18 13 42.4 38.3025 20.3746   13         1.8
 2021 APR  1   18 24 40.1 38.4123 20.4662   15         1.9
 2021 APR  1   19 18 14.2 36.1725 21.7072   14         3.0
 2021 APR  1   20 10 37.4 39.8195 21.8971   10         1.1
 2021 APR  1   20 46 24.3 40.7735 23.4187    9         0.8
 2021 APR  1   20 53 27.2 39.7325 22.2386   14         2.3
 2021 APR  1   20 59 10.7 39.8012 21.9905    8         1.4
 2021 APR  1   21 08 09.9 40.7872 23.4499    8         2.0
 2021 APR  1   21 17 27.8 35.6685 25.1317   18         2.3
 2021 APR  1   21 20 11.6 39.6107 22.1800    6         1.3
 2021 APR  1   21 23 39.2 39.8067 21.9841    8         0.8
 2021 APR  1   21 27 53.9 39.1013 21.7941   16         1.3
 2021 APR  1   21 29 51.9 39.7110 22.1878   12         1.3
 2021 APR  1   21 35 28.3 39.7618 22.0766    6         1.9
 2021 APR  1   21 36 47.7 39.7252 22.1736    8         1.5
 2021 APR  1   21 57 24.6 39.7215 22.1095    6         1.6
 2021 APR  1   21 57 54.9 39.7673 22.0866    6         1.3
 2021 APR  1   22 16 54.0 35.2451 26.1960   44         3.0
 2021 APR  1   22 48 40.8 39.7307 22.0061   20         1.6
 2021 APR  1   22 49 12.6 39.7311 22.0029   20         1.3
 2021 APR  1   22 49 24.3 39.7343 22.0042   19         2.0
 2021 APR  1   23 09 05.6 39.8067 22.0271    9         1.5
 2021 APR  1   23 40 26.5 39.6121 22.1658    8         1.8
 2021 APR  1   23 55 48.3 34.5795 23.3698   18         2.8
 2021 APR  2   00 03 53.8 39.7824 21.9736    9         1.5
 2021 APR  2   00 04 16.0 37.2537 20.6369    8         2.1
 2021 APR  2   00 12 03.6 37.1059 22.8703   17         1.8
 2021 APR  2   00 14 10.5 39.6190 22.2533    7         1.5
 2021 APR  2   00 32 27.9 34.5868 23.4064   23         2.7
 2021 APR  2   00 37 24.1 39.6135 22.1452    5         2.6
 2021 APR  2   00 53 15.2 39.7087 22.1883    8         1.0
 2021 APR  2   01 13 52.6 39.8703 21.8436    5         1.2
 2021 APR  2   01 33 08.5 38.4233 22.0354   13         2.0
 2021 APR  2   01 34 25.9 39.7169 22.1791    8         1.4
 2021 APR  2   01 34 27.2 38.2072 20.4341   16         0.9
 2021 APR  2   01 34 38.3 38.0997 20.2451   16         1.1
 2021 APR  2   01 53 04.1 39.7636 22.0885   10         1.3
 2021 APR  2   02 26 55.6 38.1303 20.4066   16         1.0
 2021 APR  2   02 27 45.7 37.9047 21.2677    9         1.0
 2021 APR  2   02 27 59.3 39.6895 22.1480    6         0.3
 2021 APR  2   02 32 31.6 38.1578 21.7104   11         3.1
 2021 APR  2   02 35 44.3 41.2340 23.9818   12         0.8
 2021 APR  2   02 39 47.0 38.1601 21.7099   14         2.1
 2021 APR  2   02 40 47.7 39.4290 19.9411   13         2.2
 2021 APR  2   02 41 03.5 38.1560 21.7140   12         2.6
 2021 APR  2   03 08 43.4 38.1551 21.7149   13         2.8
 2021 APR  2   03 16 46.0 38.1404 21.7232   14         2.2
 2021 APR  2   03 17 49.4 39.7902 22.1013   11         3.2
 2021 APR  2   03 24 31.7 39.8680 21.8916   12         1.6
 2021 APR  2   03 41 16.3 39.7920 22.0976    9         1.5
 2021 APR  2   04 00 57.0 38.1551 21.7223   16         2.8
 2021 APR  2   04 11 55.1 39.7389 22.0930    5         0.8
 2021 APR  2   04 13 05.1 38.1505 21.7241   15         1.7
 2021 APR  2   04 36 46.7 34.7580 26.0843   10         2.7
 2021 APR  2   04 49 02.0 38.1496 21.7177   15         1.7
 2021 APR  2   04 54 56.7 36.3382 21.9479   16         2.8
 2021 APR  2   05 03 49.7 38.2887 21.7708    6         1.7
 2021 APR  2   05 10 48.3 36.0928 23.4714   13         3.4
 2021 APR  2   05 15 52.4 38.1569 21.7159   15         3.6
 2021 APR  2   06 16 16.6 38.1468 21.7314   16         1.8
 2021 APR  2   06 25 49.5 39.5677 22.2935    6         1.7
 2021 APR  2   06 56 50.5 39.6318 22.2322    6         1.8
 2021 APR  2   07 16 19.1 39.6996 22.0775    9         1.4
 2021 APR  2   07 36 01.9 39.6941 22.1764    7         1.7
 2021 APR  2   08 37 54.9 36.7593 22.6291   14         2.0
 2021 APR  2   08 58 29.8 38.1670 23.5835    6         1.2
 2021 APR  2   09 02 45.5 39.8291 22.0459   10         2.1
 2021 APR  2   09 03 41.4 39.7412 22.1045    5         1.6
 2021 APR  2   09 04 27.9 39.8378 22.0299   10         1.6
 2021 APR  2   09 47 34.6 39.8012 22.0573    8         2.0
 2021 APR  2   10 25 28.4 39.8433 22.0152    6         1.4
 2021 APR  2   10 37 42.7 39.7293 22.2043   11         2.1
 2021 APR  2   10 41 21.9 38.4169 21.8037    9         1.1
 2021 APR  2   10 59 26.8 39.7293 22.1768   13         2.2
 2021 APR  2   11 22 01.2 39.6638 22.2459    6         1.7
 2021 APR  2   12 03 09.7 39.8021 21.9667    4         2.1
 2021 APR  2   12 08 46.1 35.2029 23.3139   16         2.3
 2021 APR  2   12 23 05.9 38.4947 22.0363   13         2.0
 2021 APR  2   12 33 38.9 39.7975 21.9511    7         1.1
 2021 APR  2   12 43 07.6 37.8630 22.9976   14         1.8
 2021 APR  2   12 48 41.8 39.5297 24.1104   23         3.5
 2021 APR  2   12 56 59.5 39.8076 22.0290    8         1.7
 2021 APR  2   13 02 01.5 39.4400 27.1518   16         2.2
 2021 APR  2   13 02 19.6 39.5993 22.1384    6         1.2
 2021 APR  2   13 02 36.2 39.8177 22.0097    5         1.2
 2021 APR  2   13 03 56.5 39.8341 22.0097    6         1.1
 2021 APR  2   13 25 16.4 39.7600 22.0821    6         1.5
 2021 APR  2   13 29 03.9 39.7568 22.1622    8         0.7
 2021 APR  2   13 39 20.4 39.7842 22.1182   12         1.1
 2021 APR  2   14 04 04.2 37.7994 27.1866   12         3.5
 2021 APR  2   15 11 59.0 39.6977 22.1727    9         1.3
 2021 APR  2   15 13 22.2 39.7041 22.1736   10         1.0
 2021 APR  2   15 36 47.3 37.9884 21.0603   19         2.9
 2021 APR  2   17 14 07.5 39.6941 22.1480    6         2.1
 2021 APR  2   17 29 27.3 39.7426 22.0930    5         1.1
 2021 APR  2   17 31 11.6 40.1143 21.0585   20         1.4
 2021 APR  2   18 01 06.7 39.7165 22.1127    9         1.8
 2021 APR  2   18 18 30.2 39.7279 22.1169    8         1.4
 2021 APR  2   18 23 12.9 39.7765 22.0473    6         1.7
 2021 APR  2   18 36 30.0 37.8497 22.5970   10         1.8
 2021 APR  2   19 15 03.5 37.3306 23.5043   19         1.5
 2021 APR  2   19 38 44.9 37.9683 21.0576   16         2.2
 2021 APR  2   19 41 42.6 39.6986 22.1809    9         1.0
 2021 APR  2   19 41 58.5 39.6996 22.1745    8         1.2
 2021 APR  2   19 53 51.5 39.8058 22.0555    9         1.7
 2021 APR  2   20 10 43.1 37.3306 23.3505   12         1.4
 2021 APR  2   20 14 21.4 39.7920 22.0766   11         0.8
 2021 APR  2   20 16 12.6 39.7618 22.0656    6         0.5
 2021 APR  2   20 17 12.6 35.8392 28.8922    8         3.0
 2021 APR  2   20 18 09.4 39.7929 22.0647    7         2.2
 2021 APR  2   20 18 39.8 39.7884 22.0610    6         1.6
 2021 APR  2   20 19 15.4 39.6964 22.1640    7         1.9
 2021 APR  2   20 21 22.8 36.4279 27.0914    7         2.4
 2021 APR  2   20 23 15.5 38.3249 22.1786    9         1.0
 2021 APR  2   20 40 56.2 39.7032 22.1663    9         1.2
 2021 APR  2   20 41 16.9 39.6986 22.1617    9         1.6
 2021 APR  2   20 42 50.0 39.6986 22.1617    8         0.7
 2021 APR  2   20 52 20.7 37.3531 23.2677   15         1.2
 2021 APR  2   20 59 26.0 39.8277 22.0409    6         2.0
 2021 APR  2   21 20 47.3 37.3210 23.3537   12         1.3
 2021 APR  2   21 51 34.7 37.2903 23.4824    8         1.5
 2021 APR  2   22 10 04.9 39.7362 22.1059    6         0.8
 2021 APR  2   22 10 44.7 39.6968 22.1635    7         1.0
 2021 APR  2   22 17 10.9 34.8843 24.8776   28         1.7
 2021 APR  2   22 19 09.1 34.9384 26.6913    8         2.4
 2021 APR  2   22 24 24.3 38.1931 22.7170   10         1.3
 2021 APR  2   22 46 06.8 39.8305 22.0345    8         1.4
 2021 APR  2   22 48 37.1 39.8190 21.9955    6         1.9
 2021 APR  2   22 55 52.8 39.7618 22.1068    6         0.9
 2021 APR  2   22 57 07.8 39.7604 22.1878   11         1.3
 2021 APR  2   22 57 40.9 39.7765 21.9511    7         0.8
 2021 APR  2   22 58 17.1 39.4345 20.5545   10         1.2
 2021 APR  2   23 05 34.1 36.4737 27.1683   14         3.2
 2021 APR  2   23 13 05.8 39.8740 21.9315    6         2.8
 2021 APR  2   23 17 11.0 37.5522 20.6442   16         2.6
 2021 APR  2   23 21 12.6 34.8404 24.9619   22         2.3
 2021 APR  2   23 50 34.7 38.7909 23.2562   13         1.6
 2021 APR  3   00 09 34.7 39.7078 22.1626    9         1.5
 2021 APR  3   00 24 36.3 39.8351 22.0125    6         0.8
 2021 APR  3   00 35 29.6 39.8483 21.9406    9         1.5
 2021 APR  3   00 37 03.1 39.8483 21.9150   12         0.7
 2021 APR  3   00 39 20.7 39.7820 22.0436    6         0.2
 2021 APR  3   01 17 05.8 38.3794 21.8642   10         1.0
 2021 APR  3   01 28 31.6 38.4435 21.8660   16         1.0
 2021 APR  3   01 48 00.4 39.8579 21.9164    6         1.9
 2021 APR  3   02 26 23.4 39.6904 22.1745    8         1.0
 2021 APR  3   02 39 23.4 39.7476 22.1054    4         1.3
 2021 APR  3   02 47 54.2 39.7188 22.0674    6         2.4
 2021 APR  3   02 51 05.6 39.8122 22.0088    2         1.7
 2021 APR  3   03 10 24.8 39.7298 22.0958    3         2.4
 2021 APR  3   03 37 05.3 39.7188 22.0555    6         1.9
 2021 APR  3   04 20 17.1 39.8323 21.9328    2         1.6
 2021 APR  3   04 37 42.2 39.8300 22.0084    4         1.7
 2021 APR  3   06 02 11.8 39.7536 22.0775    4         1.2
 2021 APR  3   06 10 11.7 35.0967 22.6309   12         4.7
 2021 APR  3   06 27 55.2 38.2906 21.7781    6         1.4
 2021 APR  3   06 49 39.4 39.7989 21.9791    5         1.6
 2021 APR  3   06 51 28.5 36.4609 27.1500    4         2.8
 2021 APR  3   07 37 51.8 36.0031 23.2663   20         2.3
 2021 APR  3   07 39 56.5 37.8168 27.1527   15         3.0
 2021 APR  3   07 42 39.3 39.7563 22.1489    6         1.0
 2021 APR  3   07 50 19.8 39.7948 21.9548    5         1.2
 2021 APR  3   08 00 12.5 39.7504 22.0697    6         1.6
 2021 APR  3   08 23 19.2 39.7792 22.0280    7         1.5
 2021 APR  3   08 27 42.2 38.7918 23.3267   11         2.2
 2021 APR  3   08 52 04.5 38.4215 21.9484    8         1.5
 2021 APR  3   09 28 47.7 37.4725 22.1210    7         2.6
 2021 APR  3   09 34 17.9 38.2896 21.7900    5         1.4
 2021 APR  3   09 59 13.0 39.6268 22.2391    4         1.6
 2021 APR  3   11 31 19.9 38.4306 21.9438   11         1.3
 2021 APR  3   11 31 28.3 39.8122 22.0363    8         1.9
 2021 APR  3   12 20 50.4 39.8003 22.0436    7         1.5
 2021 APR  3   12 34 34.2 39.7096 22.1617   10         1.8
 2021 APR  3   12 43 56.7 37.0148 22.8790   68         2.1
 2021 APR  3   12 51 49.4 39.7710 22.0839    7         1.6
 2021 APR  3   12 56 59.6 39.7902 22.0299    7         1.8
 2021 APR  3   13 27 13.9 39.5810 22.2537    8         2.6
 2021 APR  3   13 56 44.1 39.7188 22.1187    7         1.5
 2021 APR  3   14 17 49.4 39.0610 23.1784   42         1.9
 2021 APR  3   14 19 00.3 36.0507 23.3926   20         3.6
 2021 APR  3   15 03 50.8 39.5842 22.2771    5         1.7
 2021 APR  3   15 08 40.2 36.0370 21.7072   28         3.5
 2021 APR  3   15 28 51.3 40.1321 20.9866   16         1.9
 2021 APR  3   15 57 12.5 39.7948 21.9530    6         1.8
 2021 APR  3   16 17 07.7 39.6309 22.1709    7         2.0
 2021 APR  3   16 32 39.4 39.7783 22.0445    9         1.6
 2021 APR  3   16 40 08.1 38.3794 22.0198   12         0.9
 2021 APR  3   16 42 49.3 38.4915 22.0358   14         0.9
 2021 APR  3   16 57 30.8 39.6721 22.2459    8         1.7
 2021 APR  3   17 10 42.8 35.0455 26.0825   24         3.3
 2021 APR  3   17 25 03.4 39.7421 22.0395    9         1.4
 2021 APR  3   17 58 48.6 34.2288 25.1175    4         3.4
 2021 APR  3   18 15 25.0 39.6364 22.2221    8         2.1
 2021 APR  3   18 32 04.0 39.0482 21.7740    8         2.0
 2021 APR  3   18 40 33.6 39.8080 21.9186   14         2.1
 2021 APR  3   19 00 06.9 35.5096 27.1014   21         2.5
 2021 APR  3   19 25 53.9 38.9644 21.8065    7         1.2
 2021 APR  3   19 42 47.6 39.7018 22.1805    9         1.2
 2021 APR  3   19 48 03.7 39.6281 22.1489    7         2.2
 2021 APR  3   19 52 37.5 39.7563 22.0683    6         0.9
 2021 APR  3   19 54 48.9 39.8016 21.9196    9         1.5
 2021 APR  3   20 05 56.3 39.6748 22.1855   14         3.9
 2021 APR  3   20 21 58.3 39.0157 21.7552    9         1.7
 2021 APR  3   20 39 42.0 38.2791 22.0761    8         1.2
 2021 APR  3   20 44 51.1 38.0809 22.0995   15         1.3
 2021 APR  3   21 06 22.0 39.3764 20.8919   20         1.6
 2021 APR  3   21 29 49.2 34.7662 23.1134   15         2.1
 2021 APR  3   21 50 07.1 35.0629 22.5751   11         2.4
 2021 APR  3   22 13 31.8 39.8158 21.8779    6         1.5
 2021 APR  3   22 26 18.0 40.1303 20.8969   11         1.6
 2021 APR  3   22 45 46.8 39.7820 22.0683    6         1.1
 2021 APR  3   22 51 03.4 39.6501 22.2643    7         1.9
 2021 APR  3   23 15 36.5 39.7531 22.1164    8         1.7
 2021 APR  3   23 15 53.1 39.7527 22.1123    9         2.3
 2021 APR  3   23 34 56.6 39.4199 20.6186    7         1.9
 2021 APR  3   23 41 42.1 39.0285 21.7415    6         1.4
 2021 APR  3   23 52 26.0 39.6693 22.2011   11         2.7
 2021 APR  4   00 15 46.4 39.7096 22.1571   10         2.3
 2021 APR  4   00 19 12.1 38.1862 22.7458    7         1.7
 2021 APR  4   00 23 35.2 39.7636 22.1049    8         1.3
 2021 APR  4   00 58 56.3 37.8566 22.5856   12         1.7
 2021 APR  4   01 05 45.4 37.3741 23.2521   13         1.8
 2021 APR  4   01 24 35.2 38.7277 20.5289    6         1.5
 2021 APR  4   01 36 38.8 36.5158 21.6641    8         2.5
 2021 APR  4   01 39 42.0 39.7078 22.1562    9         1.6
 2021 APR  4   01 42 14.2 38.4288 21.9859    9         1.7
 2021 APR  4   02 06 20.9 39.7673 22.0592    6         1.3
 2021 APR  4   02 11 18.6 36.5167 24.0765   30         2.4
 2021 APR  4   02 26 47.7 38.1532 21.7131   16         1.9
 2021 APR  4   02 29 05.1 38.1477 21.7250   15         1.4
 2021 APR  4   02 33 30.7 39.8245 22.0230    5         1.4
 2021 APR  4   02 55 45.2 39.7334 22.1086    6         0.7
 2021 APR  4   03 08 35.2 39.6048 22.1420    4         1.4
 2021 APR  4   03 12 21.1 36.3126 27.0126    7         2.6
 2021 APR  4   03 20 12.7 37.7792 20.9995   10         1.7
 2021 APR  4   03 29 04.4 39.7421 23.6234   11         2.2
 2021 APR  4   03 56 32.2 39.8122 21.9951    4         1.3
 2021 APR  4   03 58 53.3 39.6996 22.1608    7         1.5
 2021 APR  4   04 02 58.7 39.4377 21.0347   10         3.2
 2021 APR  4   04 21 30.5 39.6158 22.2244    4         1.2
 2021 APR  4   05 30 18.3 39.7673 21.9795    6         2.1
 2021 APR  4   05 34 04.5 39.7701 21.9868    6         1.2
 2021 APR  4   05 35 54.4 39.7701 21.9786    6         1.6
 2021 APR  4   05 43 26.2 39.7787 21.9754    7         1.3
 2021 APR  4   08 21 22.0 39.7330 22.0908    4         1.9
 2021 APR  4   09 24 01.5 39.7261 22.1471    5         1.4
 2021 APR  4   09 59 35.7 38.1523 21.7067   15         1.6
 2021 APR  4   10 11 52.3 39.1562 21.2009   11         1.3
 2021 APR  4   10 39 44.0 38.9200 20.8987   26         1.7
 2021 APR  4   11 18 18.9 34.2316 26.3361   12         3.5
 2021 APR  4   11 47 52.3 37.8484 22.5920   11         1.9
 2021 APR  4   12 16 54.4 39.7874 21.9493    6         1.8
 2021 APR  4   12 32 48.7 39.8062 21.9699    6         1.6
 2021 APR  4   12 52 34.0 39.8259 22.0271    6         1.2
 2021 APR  4   13 09 47.0 39.8076 21.9749    6         1.7
 2021 APR  4   13 16 19.7 39.8076 21.9786    6         1.4
 2021 APR  4   13 32 24.3 39.7499 22.1187    7         0.8
 2021 APR  4   13 42 55.6 39.7755 21.9951    6         1.0
 2021 APR  4   13 53 05.7 39.2693 21.3304   12         1.8
 2021 APR  4   14 13 45.5 37.6822 20.8713   18         2.2
 2021 APR  4   14 31 18.8 39.7270 22.0995    5         1.5
 2021 APR  4   14 32 42.1 39.7472 22.1480    7         1.2
 2021 APR  4   14 33 19.3 39.7472 22.1516    7         1.7
 2021 APR  4   14 39 26.1 38.3849 22.5325   19         1.3
 2021 APR  4   14 40 29.3 39.7293 22.1036    6         1.8
 2021 APR  4   14 59 01.2 39.6968 22.0912    9         1.8
 2021 APR  4   15 24 15.8 39.7289 22.1086    6         1.6
 2021 APR  4   16 17 30.2 39.5993 22.1384    6         1.8
 2021 APR  4   16 47 21.7 37.5632 20.6625   16         2.2
 2021 APR  4   17 37 19.5 39.7966 21.9594    6         2.4
 2021 APR  4   17 52 03.7 36.7616 22.6286    9         2.2
 2021 APR  4   18 11 35.7 37.5577 20.6717   18         2.5
 2021 APR  4   18 12 34.4 39.6986 22.1956    6         1.0
 2021 APR  4   18 39 14.5 39.7453 22.0262    4         1.1
 2021 APR  4   18 54 44.3 39.7005 22.1956    6         1.2
 2021 APR  4   18 57 45.1 38.6417 25.2988   11         2.9
 2021 APR  4   19 23 17.9 39.8323 22.0216    6         1.5
 2021 APR  4   19 37 01.8 39.7591 22.0610    3         1.0
 2021 APR  4   20 03 02.4 38.4737 20.5486   18         2.7
 2021 APR  4   21 14 49.1 38.1940 21.9452    9         2.3
 2021 APR  4   21 27 33.4 38.7465 20.5559   14         2.3
 2021 APR  4   22 01 13.8 37.5723 20.6662   16         2.3
 2021 APR  4   22 03 37.2 34.7379 23.2590   14         2.9
 2021 APR  4   22 09 07.0 39.7133 22.1608    6         1.3
 2021 APR  4   22 10 12.2 39.7971 21.8930    3         1.0
 2021 APR  4   22 21 47.3 38.6073 23.2072   12         3.0
 2021 APR  4   22 59 02.6 39.7668 22.0203    5         1.2
 2021 APR  4   23 25 35.9 39.8030 21.9475    7         1.7
 2021 APR  4   23 58 26.3 39.6712 22.2560    4         1.1
 2021 APR  5   00 05 38.0 38.9511 25.9726   18         2.4
 2021 APR  5   00 18 00.2 39.8003 21.9484    6         1.1
 2021 APR  5   00 42 50.6 39.8140 20.7042   17         3.1
 2021 APR  5   01 05 37.8 39.7842 21.9351    3         1.2
 2021 APR  5   01 19 38.2 39.8236 22.0074    2         1.6
